,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DIPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.0515927174525237,0.9617696745405676,0.9868241786672548,0.3123470967206645,0.6066049817987872,1.8284192713793208,1.8757430642856092,1.7767933154815518,1.918764694200418,1.610051907417798,1.2033019518596173,2.491343477793855,2.3727080740893856,1.2202498666745425,1.1694061222297685,4.626780744474302,4.406457851880288,1.027251163271936
106,5.325,1.048700680650085,0.985034583105642,1.0461035548440758,0.2872518945582241,0.6121539085149268,1.975779511620594,1.802687716799132,1.773135459146686,1.887122738663259,1.3637535349569756,1.097655284233663,2.27846627181836,1.7961631923823569,0.9646061588720064,1.247335550265526,4.47377684028569,4.473776840285687,1.1424575407329949
107,5.375,1.047405303041533,0.9784699808500662,1.0329591603723451,0.379585189945259,0.6588280708216818,1.7237262733447771,1.8190284471114355,1.7734491466143374,1.8024541560215803,1.2732069064478475,1.2405605755132878,2.3015663308864944,1.9914261870081724,1.1752679136441673,1.126298417242327,4.015498704950905,4.86430330924947,1.3301714226703976
108,5.425000000000001,1.0433208427498628,1.0216476617149153,0.9918464210216608,0.3927203834287012,0.6182670021852686,1.834463276220765,1.7327746245455569,1.980894934633066,1.867003644756833,1.874768959975667,1.4581536355366302,2.4035499486867526,1.8427216273265097,1.0896093100713289,1.1697276416942206,4.64686323412772,4.102058579092057,1.4136797861459625
109,5.4750000000000005,1.043341969597099,1.0248297669932025,1.0315819396893513,0.3385212091549215,0.8266736971684552,1.7651679910553482,1.7811423620151252,2.0287451118916664,1.6333794306371887,1.6990921839035469,1.4473748233252426,2.391314925493881,1.7777538590842656,1.1799251277107952,1.2743191379276588,4.814094521060051,4.263462794795014,1.509822561376874
110,5.525,1.0421090840495688,1.0432010657010926,1.0085750416276802,0.3383846189839398,0.7137381302621593,1.8078751541255804,1.8000318779688544,1.800031877968853,1.85101317298758,1.5139899732833706,1.266807936828942,1.9002119052434137,2.2091894508114485,1.2822568141073436,1.2050124277153351,4.032156969662851,4.155747987890065,1.6959083853167942
111,5.575,1.0422093300916433,1.0361500704677495,1.0636456728963628,0.3909047004555507,0.7703221409150007,1.8795860238326028,1.9450634058103784,1.933508573696652,1.6561926029672531,1.8359344358474168,1.107629866255053,1.8359344358474168,1.7752423883813864,1.4566091391847276,1.3352250442526667,4.6429416311513165,4.157405251423076,1.78824782712411
112,5.625,1.039626236942114,0.982273499145394,1.043399056979333,0.3998058722243253,0.7642553646028035,1.7441669459499638,1.7895682547382503,1.812268909132392,1.8198357939304408,1.8034408768680017,1.2370710147111086,1.9822945175491256,1.6543961763003985,1.29668889493815,1.5798738260165963,4.411723136801069,4.232869496119944,1.9724088996543352
113,5.675000000000001,1.0400976676321054,1.0083352494020197,0.9671359559707738,0.3998565184062583,0.7917354699598342,1.810212083898775,1.7618902007556865,1.851099831173696,1.6875488420740123,1.7425163921295546,1.2592975606986687,2.1525202491012143,2.1525202491012148,1.2739405555905137,1.5082284738600331,4.363612477769808,4.466113442012722,2.070937848989503
114,5.7250000000000005,1.037305159466978,0.9750179986935276,0.9887409824893548,0.3831842282357666,0.9459780537532804,1.6764630373465474,1.924827931768259,1.745859110787909,1.7641212353777396,2.0575327037877003,1.381280696249087,1.8848726167565648,1.9424259791002765,1.2661739715616636,1.4244457180068706,4.359667197536178,4.575492306325098,2.267485020500731
115,5.775,1.0344523914805142,1.011478990418185,0.962253679551166,0.387493066333148,0.8291637926991164,1.7337061120072428,1.672685399990425,1.9311260626498896,1.715758843767003,1.8523756250381695,1.5978507299947573,1.8523756250381715,1.8240950811444576,1.5554299141541883,1.6402715458353263,4.256221856003734,4.114819136535172,2.29029118992295
116,5.825,1.0306470910526824,0.9146540418371708,0.9656890862005494,0.4103733847510476,0.8255746916756376,1.714655128864786,1.7605203895134334,1.7993294562161333,1.7252394197837049,1.8068132982800127,1.7095233514495511,2.043088883439707,1.9319003727763224,1.362059255626472,1.626131968452012,4.378047607370806,4.113974894545263,2.1996604596799885
117,5.875,1.0282630587207011,0.9747326816289976,0.9545343439749208,0.4060547910054066,0.9433776443178536,1.7133402804890456,1.8069843848882448,1.7896428840735772,1.6647840782079792,1.844505086650888,1.5029300706044268,1.8035160847253124,2.035787095636905,1.5302560718881435,1.6122340757392943,4.8640282285015966,4.618094216948147,2.176181398150693
118,5.925000000000001,1.0239576589529442,0.9365703038845922,0.9602728355150504,0.4536710258334895,0.907062869497236,1.5754249838636192,1.7527455448179643,1.7220554477297123,1.7493355340303822,1.786638985373342,1.4373712137965986,1.8000723612032168,1.8269391128629664,1.2761707038381014,1.5582715962654712,4.607647909647042,4.110613003941674,2.1441312727642923
119,5.9750000000000005,1.0189820504895368,0.9448985942327712,1.0003326450944272,0.4091466170255639,1.0528980807366697,1.659823407530738,1.6765893005360986,1.7738314799671926,1.5793471211050047,2.0606806675680023,1.453044060464617,1.8361193127689253,1.6643959238049255,1.5190915177584638,1.5455105006760017,4.227037266806156,4.425179638687696,1.908232352875474
120,6.025,1.017659207595093,0.9590177795997108,0.95715921801134,0.3760598301617255,0.9563490757805108,1.728023847272372,1.5730293418872547,1.6323889396943208,1.8203609994166972,1.6628681944605743,1.3770627235376638,2.16952334746028,1.870726718768146,1.4030450390761098,1.558938932306789,4.352037852689787,4.1311881706129885,1.841695458038964
121,6.075,1.0138424376177877,0.937202884803806,0.9640149309230313,0.3994866584462463,0.9763522220743944,1.6932088369529368,1.644553410603714,1.6996962271328324,1.754839043661951,1.571717711765789,1.725056025108792,1.92950710956613,1.8656161456732137,1.7122778323302086,1.4311575912013683,4.1401344602611045,3.922905183025181,1.768475802611532
122,6.125,1.0100630537194313,0.9813103490502,0.9681223052633302,0.4136109873039644,0.9349493028148218,1.6178132987273526,1.528466607673376,1.5571851869407258,1.6050494857196411,1.609014003396279,1.659295691002414,1.697006956707013,1.9861266604422825,1.6592956910024137,1.7975703319192802,4.085387117998367,4.14823922750603,1.7989812976429225
123,6.175000000000001,1.0058061525794697,0.9902542085977144,0.9536873468150714,0.4308074361274157,1.0737046869637117,1.6607888286660917,1.5979990808904354,1.6702072908324397,1.6074175430567843,1.5830627317983517,1.63253344216705,1.8551516388261935,1.892254671602717,1.5706950542061775,1.508856666245304,3.883450763942832,4.118436638194151,1.482606901559871
124,6.2250000000000005,1.00318699017085,1.008070879814614,1.0051691213810652,0.3980805306486454,1.1244894281685631,1.4673969186265594,1.563163875421135,1.581699415445892,1.5971456987998565,1.4725456797445489,1.788960453904532,1.8984886449599123,1.8376396499291456,1.5090550767630075,1.3265080916707086,3.8943356819690496,3.8699960839567424,1.4465917206395864
125,6.275,1.0035540351908876,0.9914989534290412,1.0526109280931588,0.4414544414551947,1.027594998277379,1.5900360476303836,1.5505131630812532,1.5900360476303834,1.5505131630812536,1.4132425384234353,1.5928920136467553,1.916261069048728,1.784518120551627,1.7485882255069634,1.6887050670991903,3.616942767829472,4.119961298454763,1.371202117010632
126,6.325,0.9995274946103632,1.0354725775313214,1.0585205556414103,0.4072039584282586,1.1011830982369346,1.50215737857321,1.3794712181718114,1.567988976837373,1.475226270192414,1.6856878949460314,1.8389322490320337,1.9803885758806528,1.756416058370341,1.567807622572183,1.2848949688749465,3.713228579776221,3.9843532062360736,1.2424340136219163
127,6.375,0.9977145220038592,1.0043528638558648,1.0845904204724497,0.4165168940203181,1.1900187388957684,1.472795468930406,1.5140337420604573,1.4639586961168238,1.5199249239361787,1.554914973864705,1.659349561661589,1.9146341096095247,2.216334029911632,1.5665188169532482,1.5317072876876208,3.5275682989169432,3.5275682989169432,1.0706321347612453
128,6.425000000000001,0.9958766437045814,1.0182001179261086,1.036722752495122,0.43982177378581,1.1048709614003958,1.4760612056503972,1.3600642543222723,1.3919634159375058,1.444162044035163,1.485112482913124,1.999189880844592,1.8621025747295323,2.04488564954961,1.6907434420857104,1.5079603672656336,3.427182652876437,3.6213896698727694,1.0232588206445377
129,6.4750000000000005,0.9948484512550128,1.0642220712533896,1.0384747630779043,0.452591754163665,1.1135710785897364,1.504748611325105,1.2763237746913128,1.2963109478967696,1.4961826799513376,1.5747469798238696,1.8222072195104777,1.900944568501672,2.035922881058004,1.6872289069541475,1.3835277037024012,3.374457813908293,3.3407132357692104,0.9696401228536478
130,6.525,0.9918631378236497,1.071744312052907,1.0775546557850817,0.4414069636577704,1.1809218897336948,1.386177361044551,1.2821437659965829,1.3440015792683484,1.346813298053428,1.3734820247119175,1.8165407423609248,1.8386936782433747,1.9383818897144012,1.6614701911837726,1.1741056017698646,3.3893991900148945,3.6995402923692025,1.0219737053526283
131,6.575,0.9902844979555684,1.1064866541607294,1.0570667048681714,0.4957692493943294,1.163029478735938,1.2931780156421029,1.4288647881612948,1.3513294895788988,1.2073353636401645,1.5163017807185,1.8653784496608872,1.6908401151896937,2.0290081382276326,1.5926623020496466,1.4072153216740042,3.26168512543044,3.359862938570489,0.9330231629703756
132,6.625,0.9895565403718636,1.067303025905448,1.0801127117660505,0.4800201299407933,1.20281767798522,1.2764595766373754,1.3582839084731044,1.2464573216309418,1.295551920732379,1.4397776369478807,1.7836051323384188,1.891051224647962,1.8373281784931903,1.5579683384883796,1.4075438092550163,3.201893550824393,3.2448719877482075,0.8538675172517589
133,6.675000000000001,0.9870354462461562,1.1553498687200134,1.0781246481371556,0.4544726221435863,1.21173320976095,1.343384933216131,1.303083385219648,1.209046439894518,1.176805201497331,1.6299737189689063,1.9580853117483616,1.7252319233242317,1.905164087106513,1.4394573102582549,1.6617264537540142,2.921251600229989,3.027094049513683,0.9230973612527988
134,6.7250000000000005,0.9853441906299352,1.1332612646351845,1.136742102218531,0.4869799373914039,1.2043698038378323,1.0852563067549694,1.315542401115171,1.1752531712175769,1.2890727350967564,1.720528291196901,1.6266812934952517,1.8873673982220551,1.9186497307892716,1.5641166283608197,1.4077049655247376,3.128233256721638,3.180370477666997,0.8637754278253832
135,6.775,0.9846652209732044,1.151382407575347,1.136683908755236,0.5422743243063964,1.309236747211635,1.228387466009322,1.1318899368323685,1.2596839619586042,1.1397140608196896,1.397277899957848,1.6027599440692957,2.023998134497763,1.9418053168531848,1.726049170536164,1.4897448198079992,2.784281697710121,3.0925047638772925,0.8752906052482047
136,6.825,0.9829755145747696,1.1698184259954305,1.1809227692880004,0.5441269382228577,1.1616257232183715,1.2824142386857686,1.22587493357337,1.1693356284609708,1.1025164496917723,1.6299829972486284,1.883085947131956,1.9742030090899536,1.6907277052206269,1.7413482951972925,1.306011221397969,2.885373628669931,3.01698716260926,0.9136499954155702
137,6.875,0.9839111568536222,1.232799334147738,1.2066303015818851,0.5372039106245765,1.3499414399243392,1.223305282332938,1.111865463652505,1.1549217572335808,1.154921757233581,1.586405683281376,1.81588575067428,1.9056822987845456,1.6961570198605902,1.5864056832813758,1.5864056832813758,2.474393770149568,2.6539868663701007,0.9205673333481064
138,6.925000000000001,0.9811135328294,1.215530477128421,1.230068071569386,0.5531964677310998,1.233163172321334,1.23565945404668,1.188230101265091,1.093371395701911,1.1233267764060728,1.593081610175885,1.7012538182742472,1.760256840873355,1.7110876553740997,1.7405891666736528,1.4652417278778205,2.704305202459064,2.802643573457576,0.9040105962506026
139,6.9750000000000005,0.9821415336068956,1.2092601835891406,1.2000150751519156,0.542487824907159,1.1860194033023297,1.1934012668083616,1.0802126930492186,1.1171220105793742,1.0752914507118645,1.5315502668068588,1.6478705402352276,1.638177184116197,1.6672572524732894,1.5800170474020123,1.5218569106878277,2.7044463572095787,2.365178893043504,0.9694345237002076
140,7.025,0.9824992794903304,1.202133218306996,1.2148927824133628,0.5624548037363826,1.280779806298879,1.1231080498416317,1.0745936632394004,0.9630105740542712,1.0430593119479508,1.5002706523507892,1.64360861276647,1.8633934854038463,1.6722762048496058,1.6531644767941809,1.471603060267654,2.513192239288265,2.58963915150996,0.942812747795384
141,7.075,0.9810746014466654,1.2678696645005842,1.2602318954373273,0.5690781658153117,1.3201382705244264,1.0785912318958633,1.1120729996265553,1.109681444788649,1.040326354489358,1.526246814736738,1.4414553250291409,1.818306390396237,1.6675659642493987,1.9596255399088975,1.5639319212734482,2.506059584691187,2.7886978837165093,1.005673212960508
142,7.125,0.9811869916157944,1.2541244856548812,1.2683003894136085,0.6157969070279483,1.2804521376837097,1.0493576450630768,1.1318913924275888,1.0800130369413252,1.002195503711928,1.6721122842680298,1.9229291269082327,1.9879557157408785,1.6535332588872729,1.8950605888371,1.7928759492429431,2.508168426402043,2.2109040203099504,0.9759675781646044
143,7.175000000000001,0.9812041774116972,1.2367063719767837,1.300048803603994,0.6673500066132796,1.3208022708575562,1.030132757024467,1.0092045520284845,0.9999031275858256,1.0254820448031376,1.4656790030856377,1.6946913473177698,1.8870617164727597,1.804617272549192,1.5298024594706343,1.676370359779199,2.619901218015577,2.25348146724417,1.0580370303524436
144,7.225,0.9810846586341772,1.2528216893560655,1.2769475540754398,0.6886553741012639,1.3278107095305158,1.027390669895805,1.0594966283300489,1.0526167800941393,1.0594966283300489,1.4364289195580555,1.7255215322993007,1.9875117125960529,1.879101982818086,1.4544972078543843,1.599043514225006,2.1772287397074943,2.104955586522184,1.086033185811416
145,7.275,0.982170598182364,1.261579984628774,1.230136091445032,0.6826609855389824,1.4317627021448565,1.0879587041574657,1.0947443093809015,1.049506941224665,0.990698362621559,1.7018846232111058,1.5771391534469408,1.960285953436875,1.862271655765032,1.6484222790264638,1.6216911069341435,2.0672106418061595,2.209776892965205,0.9721418095615536
146,7.325,0.9808184371990596,1.277946807685602,1.2481881250533695,0.652171297478685,1.3118839575650054,1.0910055361382438,1.0419214424878525,0.9593709213485584,0.9928373488374612,1.6963084155486483,1.6963084155486483,1.924826647695098,1.8193566943967368,1.4062660439781547,1.5644709739256963,2.232447344815319,2.337917298113681,1.0062694523874292
147,7.375,0.9810666413069264,1.2586101585367395,1.268946969957048,0.6232795040497957,1.3447778185364307,1.091669063820082,1.100472846592824,1.0058321817858418,0.9221962454447864,1.4739666611940243,1.6993968564354638,1.6040225430640855,1.855463914679536,1.742748817058817,1.7080672485601345,2.306324305162416,2.341005873661097,1.071501214509053
148,7.425000000000001,0.9825655047676014,1.2176488858971406,1.2135696601487411,0.6759921153373418,1.4656971900594096,1.0748446060435672,0.9619316373278796,1.0835302190216969,1.1009014449779564,1.4798442111980314,1.8647747863651496,1.9417609013985733,1.941760901398573,1.625262428483388,1.5996003901389126,2.283921412658233,2.1042871442469124,1.1752166131632835
149,7.475,0.9824976200639346,1.223147928720169,1.3036446663786194,0.63196058696911,1.356171883729131,1.062656009999446,1.10336259102765,1.045516396934938,0.9983824610075428,1.4263534054061462,1.6711122737894488,1.848351454342876,2.0509105178325053,1.7301920006405906,1.645792390853245,2.0255906348963024,1.9327510641302212,1.0970226831338907
150,7.525,0.9830516452041832,1.2200535765989844,1.2113162137457367,0.7031463593356762,1.3466659073996854,1.090862807249981,0.9767027460261462,1.046467227885156,0.9767027460261456,1.4407742855915011,1.715604062611846,1.7905576381628487,1.8821675638362971,1.723932237673069,1.3741488851017207,2.2652636166525366,2.173653690979087,1.0264050856065912
151,7.575,0.9841416256767822,1.2306515253462706,1.2953195195125546,0.7042038586426618,1.3039117704856975,1.097372146040764,0.976369133739691,0.9742828749069138,1.0389568987230038,1.249226501081086,1.8245281792105328,1.8491839654160809,1.684812057379096,1.6026261033606035,1.5286587447439604,1.947807110238272,2.391611261938132,1.106994482698061
152,7.625,0.9841734551571591,1.2455091341923046,1.2400938770871206,0.6949987113841073,1.2909853922118824,1.0109630423860176,1.0356708967824182,1.085086605575217,1.0336119089160518,1.4113425920367682,1.5086765639013733,1.8087896438172373,1.825011972461338,1.64656635737623,1.403231427714717,1.9142347800038928,2.003457587546447,1.0979867948604127
153,7.675000000000001,0.9843871987014028,1.2136809101861992,1.2255161125189369,0.7261424649499171,1.3229935407641515,0.9490598825450974,1.0384788008148709,1.007995078677448,1.0567690340973248,1.4330428568441014,1.6652118113048786,1.8573516356862108,1.7612817234955451,1.5211069430188786,1.3609904227011025,2.0094623299880983,2.0254739820198764,1.156515090887124
154,7.725,0.9853436242538828,1.2560563363312778,1.238721025358809,0.7343110787445569,1.3360132840307166,0.9849587424310544,1.0571756767029843,1.0411274690869998,0.9669045088630712,1.2802092893660413,1.620017927901472,1.746458351542562,1.849191195750948,1.6674330867668796,1.0984511803819732,2.299635204972333,1.7701659309752662,1.1815083464217215
155,7.775,0.986537452544768,1.207959278140946,1.1982866753594044,0.7512431671813903,1.2812592922375128,1.1485786545560397,0.9861933964981174,0.9307447717954118,1.0634254094768854,1.2559953625840077,1.6304536073295506,1.9190985043209063,2.114128840125878,1.5602426864397618,1.10777230737223,1.919098504320908,1.864490010295516,1.1374646809458042
156,7.825,0.986955249613476,1.2572134728085087,1.253540631812866,0.7557933539349456,1.2434318432879343,0.9364840454951584,1.057699099400586,1.0498787733421715,0.9951364909332684,1.2476974756834338,1.4941562363122598,1.8099315233679445,1.8330370321768967,1.5557709264694677,1.247697475683434,1.7483168332107375,1.6867021430535307,1.2007791465713786
157,7.875,0.9885781203162278,1.2311458121663503,1.2391237820831864,0.7719078218950363,1.2045284034438144,1.0385196811743138,1.0018433355566343,1.0230770093352908,1.0288680112749242,1.406804006547384,1.2623214329019767,1.8858778033716288,2.0531734149610457,1.7109778458008726,1.3003431628086626,1.7033734998195358,1.794625651595582,1.1599731436225502
158,7.925000000000001,0.9894167099577188,1.2149437595770065,1.2049176984900165,0.8027717182115875,1.2103438908914914,1.063577781287327,1.0750141015162225,1.076920154887705,1.0292688206006386,1.1037781796676889,1.6368955317520832,1.884682470044828,1.997312896541532,1.6519129219516435,1.1413216551665892,1.6744390072509836,1.5467911905547198,1.2591621966304856
159,7.975,0.990013053427784,1.2283985792182837,1.2312273612084237,0.7669803987768982,1.2309771228016038,1.0521654612325642,1.12369012586018,1.0276964970178524,0.9994630767701091,1.1270553214048598,1.497797203445933,2.098399052352472,1.757316520874684,1.5571159045725047,1.1715443472497884,1.342085612988683,1.586775255135791,1.2983532032295493
160,8.025,0.9911328948495868,1.2065042665419523,1.2218692991694042,0.7525067614154317,1.1970972133494129,1.0390952519601269,1.0335187121463874,1.059542564610504,0.9851887004273115,1.2302184801219247,1.4572230806206137,1.838004991134544,1.9551686559080603,1.5231276420557174,1.171636647735167,1.6622594939742683,1.486513996813993,1.3660625761412184
161,8.075000000000001,0.9920748891806124,1.1964378608202262,1.187125718346272,0.7892751712719266,1.1731389334110325,1.064820941124255,1.0005645050219294,1.042790163032029,1.033610672160268,1.2873540531669432,1.6562026863776953,2.053980624153999,1.6851319909432454,1.5477177942568865,1.2584247486013938,1.489859185125788,1.2873540531669432,1.3224086951787692
162,8.125,0.9933542432140112,1.2413737450326936,1.2287692366446004,0.7747658811700311,1.236719772704782,1.017301748515224,1.0717029115374284,1.026368609018924,1.0481290742278064,1.2072662137351835,1.714460895245232,1.8930505718332773,1.885906984769756,1.8216147011980597,1.2358405619892718,1.4072866515137945,1.3858558903232288,1.2701006223959583
163,8.175,0.99434620902634,1.1895558552729324,1.1491748927176983,0.8054900015196507,1.2144729799881044,1.1034149788682486,1.1302838501069232,1.1016237207856698,1.0550510106386335,1.241938937254306,1.524197786630285,1.8699648771158588,1.905247233287856,1.5877060277398791,1.1008095125663169,1.425407189348692,1.3195601208327,1.3354011787058422
164,8.225,0.9946417247300696,1.2389635778296737,1.1794587534584595,0.8111971999843954,1.1944436383237498,1.14135725439825,1.1431268005291002,0.9909458332759998,0.9644026413132496,1.2477981352993794,1.6521126148935923,1.7985023402639102,1.8194151581739548,1.686967311410335,1.1292921671424552,1.4290425571864405,1.4848100716132284,1.4436246240965054
165,8.275,0.9958779081868098,1.200718378906782,1.1783855425376184,0.8226888366923271,1.1031309577226145,1.0471877078856515,1.1101238639522348,1.0681664265745128,1.041943028213436,1.3498428085661145,1.776833901071722,2.010990306639313,1.7837208541766518,1.5426774955041307,1.2258776526773894,1.5977731203435646,1.432486245825265,1.3636167147759717
166,8.325000000000001,0.9964759247645202,1.2593491410592916,1.212297962122523,0.8200586885355965,1.1503751161244686,0.982827989601836,1.0968291272357922,1.076101647665982,1.0536468781320203,1.1499563791634622,1.7079233797043143,2.1025829654527217,1.7351412821697227,1.5990517698426852,1.1227384766980557,1.326872745188611,1.1703698060125185,1.5122599890218675
167,8.375,0.998369541397459,1.1561843817078128,1.151695590431077,0.8479240470960856,1.0632910659677155,1.058170884269637,1.0376901574773203,1.0701179748984877,1.1008390650869606,1.3446941833338488,1.640526903667297,1.855677973000712,1.896018798500728,1.5262278980839197,1.290906416000496,1.3043533578338349,1.2841829450838262,1.3833198376816518
168,8.425,0.9989297176203964,1.191927925311054,1.1916110917317582,0.8385306392676742,1.1788841305695803,1.0422752399027195,1.0743193006764276,1.0287830037874737,1.0945576548492957,1.149395417544973,1.5214540498138662,1.7606345991295838,2.1991322728750653,1.567961378847478,1.2357661714645376,1.1959027465785843,1.3154930212364428,1.4318291387607525
169,8.475,0.9991492348923484,1.1985704136620154,1.1819757867225993,0.8616095832077556,1.0583470202784406,1.1983488308349584,1.0350133851856875,1.0516802673947971,1.0166798147556677,1.3459770026447373,1.6611325935078958,1.8318418718921068,1.6217381446500003,1.4050686759315798,1.070215860639474,1.3591084855973687,1.0833473435921053,1.541006323436115
170,8.525,0.9998592684325466,1.1891938692446833,1.1932166431973716,0.8565414077723871,1.1382117553283069,1.0723239547304304,1.129975780253572,1.1118566350891566,1.0344384693866515,1.3626795123651616,1.4729916633661506,1.6936159653681295,1.7649944160158293,1.5508590640727318,1.2913010617174634,1.2329005111875275,1.1874778607753558,1.6191254672432116
171,8.575000000000001,1.0003514221219614,1.1824006483416576,1.1609914281181928,0.8886632851587278,1.1054403832922068,1.0468308784343,1.095672132482556,1.0207822096085626,1.120092759506684,1.3596615773433869,1.4686910434511102,1.9689438879453744,2.084386852059436,1.70599046968557,1.2698726052546727,1.3340075853180398,1.2249781192103149,1.5074338069179618
172,8.625,1.0012221555264535,1.1596621222844694,1.1781030475866987,0.8520870765332192,1.1538112561986678,1.1296729453995324,1.0926608688408583,1.1602481390784372,1.0990977517206275,1.4136760203372365,1.6292140682810303,1.7686798640093684,1.756001155306793,1.5151056899578452,1.3693005398782203,1.1601018462857149,1.0903689484215464,1.5668555213969315
173,8.675,1.0022879608599538,1.1750210242555497,1.138861933732935,0.8840147048980602,1.138958480573491,1.053059377290016,1.1087347220107877,1.0928274806619949,1.113506894415424,1.4350259847076716,1.5728887430638665,1.7734163915819678,1.760883413549586,1.6104876771610095,1.353561627497192,1.3347621604486202,1.2031658911086158,1.5636168970705215
174,8.725,1.001913127443701,1.162478620253714,1.1152113828355188,0.8583702673484761,1.0850557943480466,1.169973204340503,1.1684006597110128,1.0646127141646782,1.1369497671212143,1.4805745950985445,1.5858874324068082,1.870851580417407,1.7097848880635906,1.623056669103842,1.3938463761387971,1.0717129914311636,1.1336617192595548,1.4789942704090429
175,8.775,1.001846037597105,1.182563986213753,1.1717576469966848,0.8314783736891962,1.1628968981667227,1.1613422231691737,1.1380220982059377,1.1675609231593695,1.1084832732525052,1.5004969294526878,1.5862396111356971,1.745476019975574,1.671982292818708,1.6046130429249146,1.4515011113481089,1.2126464980882932,1.0289121801961276,1.4250658676513792
176,8.825000000000001,1.0040821283208492,1.1411918027875882,1.1472558280554377,0.8425330701582981,1.0498449254560769,1.106717930202599,1.1497569608215883,1.0575304666380392,1.1205519043301315,1.6167583904601104,1.7499744376141286,1.6409794899426602,1.822637736061774,1.3684921207639895,1.392713220246538,1.2413313484806103,1.120225851067868,1.565968227769665
177,8.875,1.0039602207122835,1.1609186805241238,1.1429310079040995,0.8619523078047436,1.0274101770777193,1.1140409168608998,1.1079615667006764,1.1581162055225176,1.1307591298015132,1.3411414898916605,1.6704396235704164,1.8380823098068737,1.6225417132171434,1.5686565640697097,1.4309500718040489,0.9519709682713126,1.113626415713611,1.489906045644494
178,8.925,1.0051002467724848,1.1479476577825396,1.140042459942424,0.8534641788437874,1.085062243315948,1.1151193691695758,1.1106108002915311,1.1421707824378402,1.1977764652670508,1.782023234321876,1.6103332881579753,1.6458553459849887,1.6932180897543412,1.5156078006192704,1.3616788833688764,1.0656617348104251,1.0834227637239324,1.5709448839008098
179,8.975,1.0059090234392285,1.120395663958829,1.1659038855449966,0.8462409971615238,1.0774645950816475,1.1027292821387344,1.1369109175689107,1.1086739143874602,1.145827865942001,1.5397498226057067,1.6802593121210574,1.5338952605425675,1.7212412465630331,1.393385771027218,1.399240333090357,0.9133116818497732,1.129930478185937,1.5298329113558984
180,9.025,1.0056629639097023,1.1519166751468692,1.1132617531620743,0.8564438767473095,1.053801138003487,1.1610919093762273,1.1537432264054917,1.18019848510014,1.1948958510416112,1.5864247722278937,1.812229758055952,1.794860143761486,1.719591815152134,1.4532577293036548,1.47062734359812,1.0537566005309356,1.2621919720645285,1.587015575435189
181,9.075,1.0069644799200408,1.1206894497277018,1.1550965819561845,0.8520052943528501,1.1149003131940214,1.145425615119803,1.167229402209647,1.1308897570599068,1.2006618757474077,1.643432921862785,1.786589099725398,1.7636841112673802,1.6262541805192725,1.580444203603237,1.574717956488732,1.2254168825039584,1.0421769748398153,1.446169551877405
182,9.125,1.0069590333366685,1.1249169748400645,1.1149237147994684,0.8344964432382764,1.1012780324820803,1.1904154189231888,1.2134186154241198,1.11709273007647,1.1760384211101065,1.6028174228584433,1.6198084202739047,1.6594540809099785,1.6424630834945182,1.5631717622223689,1.6084810886635978,1.17804248747193,1.1497241584461626,1.500929230873897
183,9.175,1.007378200221988,1.1081481466953254,1.1386035200615907,0.8443453086357153,1.089307737584535,1.2172942863868956,1.306884870548548,1.1589893030435985,1.0651325005885333,1.647018819941488,1.7086419730685498,1.6806314489198857,1.7590609165361466,1.5853956668144251,1.562987247495494,1.0924104417979252,1.2380651673709828,1.4714099828298584
184,9.225,1.0076002917275009,1.1487568781903317,1.1508709925279257,0.8870842305408502,1.0620578623264865,1.2238282651974082,1.1872540871570254,1.1731870956030324,1.1520866082720422,1.7012534330905116,1.7566688543638187,1.6236718433078827,1.8065427335097937,1.6513795539445355,1.540548711397923,1.0916837990841386,1.0141022093015102,1.5935891860452291
185,9.275,1.0074451875131762,1.077584650505623,1.1084325371528,0.8066650505195228,1.0464632754240253,1.0770778925241962,1.2677234626479883,1.2190183899886249,1.1591807292928358,1.6062131754070406,1.573321438026691,1.6719966501677384,1.6391049127873905,1.7706718623087847,1.4307905760451798,1.074463421091399,1.1512108083122132,1.487847671500886
186,9.325,1.0074191632817275,1.0764048646122395,1.0908879670673777,0.8304825108940399,1.0848321203814664,1.182577146456446,1.2114876471265106,1.1164960020677277,1.1770703844240529,1.7354643980875606,1.6161512207190414,1.5402246533027102,1.702924440623419,1.6975011143793948,1.4697214121304023,1.187708447441174,1.2419417098814105,1.63081633760339
187,9.375,1.008173113367893,1.1092203202103996,1.0933560388140802,0.8356265572614804,1.069205327556904,1.2503573129901118,1.1904273328467945,1.0923600926122767,1.1291353077002209,1.6204208129659918,1.6257864447970052,1.631152076628018,1.6311520766280183,1.5077425445147148,1.5506675991628207,1.1750733709918952,1.2287296893020274,1.5195140837358154
188,9.425,1.0082253726051005,1.1420401915457197,1.1045713490831253,0.838053701952218,1.0929295226672515,1.1926542879907736,1.222302191195064,1.1535729610396637,1.2236498231588957,1.5183320125833584,1.52894971896506,1.5608028381101655,1.635126782782078,1.5767293976827184,1.6032736636369729,1.109550316887839,1.1360945828420932,1.558852647142097
