,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TTE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
106,5.325,1.074552505654966,1.017574614081417,1.0730034751736577,0.0843479286091801,0.7750622101200995,2.3780317810503058,2.162247415732779,2.223900091537785,2.2327076166527875,1.7001192418956743,1.422548753422911,2.1858675967230097,2.6022233294321544,1.3358079757751726,1.2837635091865294,4.198253638150542,4.059468393914161,2.032920592870671
107,5.375,1.0705904425680182,1.0401419884468204,1.0368940821597108,0.0933543973244736,0.773676261484001,2.221617868171936,2.2345845094258587,2.3426398532085404,2.2864510744415454,1.975120708173142,1.430259823159862,2.179443540053124,2.724304425066402,1.1237755753398908,1.617555752383177,4.375913982762908,4.63131752261288,2.0927453316278544
108,5.425000000000001,1.070835477902114,1.0728674469041697,1.0059128662652763,0.1089323741429015,0.8952538670555006,2.4311870418142303,2.1002401146562706,2.329357218073319,2.456644497749456,1.7048781096016028,1.1700143889422758,2.473744708049385,2.1561693739079084,1.3037303191071077,1.4875897230837511,5.114634328804804,5.0979198375342,2.200684498618396
109,5.4750000000000005,1.0662210630105045,1.0596219996233125,1.035361820902247,0.1103471371092653,0.9081373501600628,2.212022628142172,2.2703433754001576,2.0703865276584925,2.428642546528976,1.854397786190064,1.5918281881454532,2.24825218325698,2.346715782523709,1.115920791689596,1.6902917874121826,4.74266336468079,4.48009376663618,2.4425001001777407
110,5.525,1.065629146137765,1.046678121661592,1.0113277592559866,0.1383660498247441,0.8795028292150209,2.5116964518047564,2.200802428454331,2.2662538017912626,2.208983850121448,1.8854458114672967,1.5470324606911152,1.982135340260492,2.256089005174544,1.6114921465532457,1.982135340260492,4.399373560090363,4.608867539142284,2.577565244614502
111,5.575,1.0609733582753915,1.0672356461502843,1.0272331785081592,0.1227969521870407,0.8557625138720886,2.181591760716169,2.2257860689443056,2.2016800826380503,2.3945279730880977,1.7409878998962678,1.7093335744436082,2.3424200834967963,2.231629944412488,1.4560989708223335,2.0575311544228616,4.352469749740668,4.589877190635614,2.893948254011242
112,5.625,1.0581438282636828,1.054278259121988,1.014242375864191,0.1511815937625207,0.9234943738131846,2.3087359345329626,2.3600411775225822,2.375827406134773,2.119301191186667,1.6946277229905236,1.383686856386758,1.8500981562924057,1.8967392862829704,1.274857553075441,1.974474502933912,4.850677519018748,5.021694995650818,3.146372554771677
113,5.675000000000001,1.054677174297891,1.0343258309589058,1.015387470673743,0.1611701497911685,0.9072931373538128,2.1480358892906506,2.307006054382557,2.19068642138848,2.268232843384532,2.0620298576223,1.6801724765811334,2.01620697189736,2.15367562907218,1.3135893907816136,1.8176411337559533,4.582288572493999,4.475368505802473,3.111748005096693
114,5.7250000000000005,1.052568955488456,1.0399571358312325,0.9655211123443452,0.1676829832202813,0.9791420237427578,2.18687751606359,2.1678280603487514,2.289744576923724,2.274505012351853,2.04117804265676,1.6659614906977962,2.4764292429291563,2.116221353048552,1.470848883679137,1.846065435638098,4.652685244291142,4.8027718650747255,3.0070926521282653
115,5.775,1.0485732533773615,0.998111990537516,0.9784170393500244,0.1785246336704054,1.0408889916606765,2.0668011632974608,2.096754803345251,2.175383108470697,2.141685263416934,1.5634892418883937,1.563489241888393,1.755237922497347,2.197734877748779,1.6224888359219174,2.330483964324209,4.778967116715465,4.73471742119032,3.124118809576184
116,5.825,1.0459914488396058,0.9409513436357992,0.9202103147533048,0.1649746205366168,1.0230964544355416,2.152918798002849,2.325888342457778,2.1271573764882854,2.252284280987595,1.5077680470861707,1.580256895503776,2.1166743737940474,1.957198907275318,1.4062836593015249,1.8412167498071517,4.6682818380937245,4.349330905056265,3.012133556389473
117,5.875,1.0437725971159408,0.9773364367288928,0.9399556967983718,0.2167294607405134,1.0093740834833298,2.007894682198021,1.9246846323051303,2.0874869038347,2.300938770951245,1.7672542875802404,1.410953019922934,2.166311707356425,1.909774794643164,1.653237881929903,1.909774794643164,4.289867262593976,4.845697240139375,2.9034917586849494
118,5.925000000000001,1.044873387547893,0.9515558205458886,0.9067845846072832,0.2130870352603156,0.9852961641395752,2.166228750761737,2.077303104178745,2.28716763011461,2.1840138800783366,1.6674906092592965,1.5413778741052324,2.326079337286077,2.1158914453626365,1.4993402957205442,2.05984134084972,4.75024635746976,4.469995834905175,2.859413239921745
119,5.9750000000000005,1.0436021851993222,0.9803790836882718,0.9764365404562816,0.1838782388888798,1.2032237580626208,2.0881528591958847,2.217569368057271,2.0951483461613654,2.1965829071608294,1.5019098530432808,1.749931663637584,2.383765179600804,2.2873122532585746,1.736152674160123,1.7085946952052002,4.216370780103151,4.4230556222650685,2.635442640464633
120,6.025,1.041625249001341,1.034613889554574,0.908599081020444,0.2256982854819463,0.9941400208727252,2.0398790047665227,2.0605185899749543,2.425151261990554,2.13275713820446,1.5719441663794356,1.5990466520066673,2.032686422042373,2.2630575498738428,1.626149137633899,1.7887640513972884,4.783588713206386,3.943411658762203,2.464113744271775
121,6.075,1.0381208938349549,0.9502759629595612,0.961081776585189,0.2275138852616825,1.1571706225771106,1.9658366424482503,2.0605757577469617,2.118095934892607,2.2602046078406723,1.6128206532994818,1.5728333643747012,1.999364446239027,2.079339024088588,1.7594407126903435,1.7860989053068643,3.945412507245013,4.665183707891063,2.347417073308803
122,6.125,1.0372926103762123,0.9773451174780138,0.9767198166990766,0.2278839102070887,1.1716404995116123,1.883944666828332,1.9005872875600296,2.093641688047739,2.140241026096496,1.5734841419060914,1.7832820274935706,2.34711384500992,1.8357314988904403,1.9275180738349624,1.6128212454537436,3.946822722614443,4.392643229487838,2.1723714734683064
123,6.175000000000001,1.0327687740519729,0.9695796325963904,0.9480470899943132,0.278925980425725,1.228064792360227,1.810986213800549,1.981277865007832,2.033675296148536,1.9812778650078324,1.4965023893973524,1.6771147467384118,2.05124034408775,2.3479606454337763,1.7158173947400677,1.6513129814039755,4.231489514847689,4.141183336177159,2.054794668904228
124,6.2250000000000005,1.0318672261345,0.9619365315516528,0.9377216408895592,0.2744632607113805,1.1310775428263744,1.975357646018711,2.084920712845197,1.8464599203404903,2.097810485413018,1.6629759608333874,1.6502814878499268,2.0945880422710617,2.576978015642579,1.8533930555853015,1.942254366469529,3.960675570839824,4.2145650305090445,1.7654384927713247
125,6.275,1.0284679940206594,0.9794350071081176,0.9984994354703196,0.286907694231474,1.21143443533122,1.8774062453300584,1.9979154299965156,2.115253320329644,1.985230252663204,1.6615660310072016,1.649073053330456,2.473609579995684,2.1862710934305287,1.7864958077746609,1.9364115398956112,3.935287968174952,3.6479494816097966,1.6532798723440516
126,6.325,1.0264198458581888,1.0027123328157206,0.9898119402297876,0.3218223329117767,1.1580222340460895,1.8478414085048092,1.7760502727014158,1.9227538980387904,1.8634481771577236,1.5124377621822245,2.2256197963819724,1.9673987150337864,2.360878458040544,1.8198438114062527,1.4632527943063798,3.5413176870608174,3.897908704160689,1.602401083526563
127,6.375,1.0203402538984057,1.0320683916280102,1.0228328802935314,0.3305676125927252,1.4410416983569407,1.610033795179184,1.8896389008305288,1.8066791442087016,1.9541631559808408,1.8156175691645875,1.960866974697754,1.9366587404422264,2.2997822542751445,1.6582640465036569,1.5009105238427256,4.103295706311971,3.691755723967998,1.4347084138378146
128,6.425000000000001,1.0150574466339837,1.0888062783268269,1.0211820888065284,0.3118825269212036,1.237203562479064,1.7484197044325156,1.7574945471890857,1.8270683416561235,1.760519494774609,1.7755525676238753,2.180712213927309,1.870884249107036,2.2045451342980997,1.704053806511504,1.4299752222474165,3.670269737101699,4.075429383405135,1.4204906927121044
129,6.4750000000000005,1.0121010197306275,1.136401471302006,1.0631032966390015,0.3471389203834646,1.2866734895159897,1.703651009266544,1.6589748464361262,1.819809032625625,1.7781112806505697,1.619172446823575,1.771703184567825,2.100230927401594,2.158896595764768,2.1823628631100367,1.5135742437698638,3.930599780332593,3.6842039732072656,1.3393731264873796
130,6.525,1.006221479147313,1.1063794965852187,1.0859930217975426,0.3525963706817036,1.1614441702736769,1.5573910465033398,1.7832274129454435,1.7421662554105166,1.7861603527693672,1.5482367191741224,1.8255328479814288,1.975734917752052,2.3570170948620968,1.7099927943117177,1.5944527406420066,3.6048496744949743,3.5817416637610324,1.3967377712500664
131,6.575,1.0043610448038962,1.1471360898149872,1.095585508673821,0.3625568276556158,1.400923566202264,1.5193521563348271,1.7822058563851475,1.6955507904344922,1.6637772662525854,1.6271895717400855,1.9685580133638805,1.900284325039122,2.173379078338157,1.854768532822616,1.502021143144695,3.504716000670955,3.151968610993035,1.298941753892987
132,6.625,0.9990749577599324,1.14485163137342,1.148058498688192,0.3907284667053132,1.2831251717970034,1.5505614603755369,1.7041950729632038,1.6529838687673153,1.7041950729632036,1.5578896629961605,2.163112985311215,1.9053326813622105,2.006203235081386,1.6699680560174668,1.6699680560174668,3.2726890762221497,3.160610683200843,1.185057457639568
133,6.675000000000001,0.9956098462236594,1.1556691530935912,1.1762026824651866,0.3951759508479727,1.3452499242739346,1.5386296008883118,1.645128553226666,1.4993931447636557,1.4601566886389992,1.7333681158100367,2.141868881956352,2.064584953225966,2.2633150556755246,2.053544391978769,1.6450436258324548,3.3121683741593078,3.036154342979365,1.3086444841576372
134,6.7250000000000005,0.9932195391912182,1.1940494388442937,1.1670769927887314,0.3960728418132367,1.3253206629904453,1.47441923757687,1.57934045673028,1.4578527292894905,1.4882246611496872,1.8599670668104544,1.5662880562614354,1.9034750683732728,1.9687370707174985,1.881721067591863,1.7294430621220018,3.698180132839499,3.0129291082251224,1.2196669111576592
135,6.775,0.9899191122878528,1.23117502555477,1.194888837586988,0.4567679515372302,1.3738430387022056,1.5615562459704275,1.5588357647056708,1.607804427471294,1.5044261394105338,1.9826537702243063,1.9076344383779815,1.993370817630924,1.8433321539382737,1.7040105376522416,1.682576442839005,3.140094890139037,3.0329244160728583,1.0104644697668284
136,6.825,0.988485238966976,1.2716210138567103,1.216223662758003,0.477411814239206,1.4905064076874237,1.364510362433271,1.495867941528026,1.557525580694952,1.431529535440799,1.9220286464946807,2.228285958298779,1.8586650647421097,2.122679988711158,1.8903468556183949,1.763619692113251,3.0308913271646896,3.0625731180409743,1.0312746213811466
137,6.875,0.9868386794762564,1.2526957350408428,1.2581551855501332,0.4349637104535002,1.5296693123471412,1.3341675349487154,1.4794729100421404,1.4768309941313509,1.3553028622350318,2.123139695579956,1.8525434598687849,1.9878415777243703,2.0398793153611345,1.8629510073961384,1.6860226994311411,2.633109524420238,2.7684076422758257,1.0688976108449506
138,6.925000000000001,0.9858306084404628,1.2703812491836046,1.2806538738400757,0.4467449300521069,1.6040044899499228,1.4113156388845105,1.492036644060562,1.510263967809992,1.47380932031113,1.9489822364110143,2.3490364849374865,1.8566620252125976,2.072075851342237,1.9387244351667463,1.7438262115256449,2.902957752127985,2.5747081123113933,1.122601207599793
139,6.9750000000000005,0.9827050582375352,1.3086488479385765,1.2445183038059933,0.4706967601500552,1.5502900676696074,1.3808875106063714,1.396287743066666,1.4014211538867638,1.3090197591249992,1.981807692365123,2.133476648413475,1.9615851648920095,2.002030219838237,1.8604725275264424,1.536912087956626,2.891821428655231,2.6188173077681984,1.2631857339455512
140,7.025,0.981134279879683,1.324311617951781,1.2648934728534418,0.5300143246078494,1.5283005089515431,1.3233463016252598,1.37395227874286,1.3815431753105016,1.36383108331934,1.963665263608721,2.023472327474976,2.0434080154303955,2.043408015430394,1.854018979853919,1.8639868238316284,2.7311892498923336,2.7909963137585865,1.1982772438917626
141,7.075,0.9799096377770556,1.289725542987766,1.2573886743590754,0.5316991570860522,1.534216783834787,1.3446225146129267,1.3595904832357053,1.4643662635951544,1.3271598845530188,2.03428300827761,2.142385003886565,1.877043741937312,1.906526104376118,1.8082515629134317,1.5920475716955205,2.938408789734326,2.614102802907461,1.1317617091304906
142,7.125,0.9798544084792092,1.3456230521406791,1.3137384399848735,0.5322822455079376,1.5201388735901171,1.3405755438618356,1.4340468661861463,1.3381157722217214,1.3430353155019483,1.9864519457279888,2.35467230639952,2.0445920026761257,1.9089318697971411,1.7248216894613757,1.71513167997002,2.625992572157488,2.5387824867352844,1.1648775695680162
143,7.175000000000001,0.9784540494081018,1.2654176244366002,1.3055172826830614,0.5486133779615137,1.5960505233662876,1.348638436157532,1.3292335665725317,1.450514001478785,1.3583408709500329,2.3697461947743004,2.016195351199102,1.997084494789631,2.169082202474863,2.0448616358133087,2.159526774270128,2.742407894758969,2.407967907593241,1.1840930624316606
144,7.225,0.9766428155082376,1.3104294691404337,1.3212148968699853,0.5839401877378116,1.5142325708146025,1.2271742635511695,1.3754877223039432,1.3635269595012995,1.3132917557301989,2.026080729296191,2.148587936183868,1.724524527726525,1.828184472016099,2.044927991894296,2.129740673585764,2.393602349959221,2.6480403950336258,1.2058401682664557
145,7.275,0.9768779567161346,1.3323699799318456,1.3102081372849417,0.6086322824877154,1.4982087532157524,1.23395776052258,1.2835048216525504,1.347208185962511,1.2669891346092266,2.295751995502638,1.8031412434312213,1.8496139558907887,2.0169157207452324,2.1005666031724526,1.8682030408746164,2.3608137929460336,2.5281155578004757,1.195581659725119
146,7.325,0.9751434379556824,1.343535615137171,1.3299822132272283,0.5443947482904552,1.568589349382706,1.2706970100340615,1.3568065143770294,1.3312063914642538,1.1496782471736744,2.28285393577548,2.026147469101932,1.751104826237415,2.035315557197414,1.7877771786193508,2.0903240857703174,2.2736858476799955,2.548728490544512,1.1947515619124942
147,7.375,0.9757317695190848,1.3115784575724263,1.269311213625665,0.6296632263421839,1.6208592279966705,1.2535256919067728,1.297146549317448,1.2994423839180105,1.3820924295382366,2.233916637092155,1.9625907297530276,1.727441610059116,2.0892094865112867,1.9535465328417216,1.8359719729947663,2.505242544431284,2.4690657567860668,1.2425619103449066
148,7.425000000000001,0.9749394732959996,1.2709961439587558,1.300356282536979,0.6525951405462931,1.6353433530664911,1.2865305049054931,1.1687495431887929,1.3386259302801875,1.2797354494218371,2.0522440299122,1.9362476282215109,1.9630160286116696,1.8559424270510336,2.07901243030236,1.820251226530822,2.319928033813792,2.070089630172306,1.189828082648298
149,7.475,0.9746703510349268,1.259087812039831,1.302330907951836,0.6302328843414272,1.7163407603443226,1.300664482448431,1.1464619922612465,1.3163082133369863,1.2805511141631465,1.8223930658485488,2.315407615063616,2.104115665400016,2.236173133939767,2.306603783827634,1.9016275469724,2.2361731339397664,2.183350146523866,1.3132980493759223
150,7.525,0.9734200958381718,1.2738963147469642,1.2274974896244724,0.6776036214317036,1.596578473692925,1.186407760838113,1.2172808252465388,1.2459486707686498,1.3187208940170838,1.8243174423161244,2.102308671621439,2.154432027116185,1.876440797810872,1.6418856980845118,1.485515631600273,2.102308671621439,2.449797708253082,1.275426596697979
151,7.575,0.974595493185469,1.2620406563250552,1.2886142367141482,0.6819907237470366,1.6756765176951542,1.2121452212418182,1.2774313193338371,1.3057219618403786,1.2774313193338371,1.5774176427889834,2.0660741951747017,2.08322003911806,2.006063741372947,2.0660741951747004,1.7488760822225684,1.954626209542872,2.280397244466684,1.2499845107482124
152,7.625,0.9726927636175264,1.242719267327978,1.2624898011263774,0.6573212366936153,1.6408860239887462,1.2908017021168017,1.2822106758131957,1.2950972152686049,1.20274368250484,1.878310750924768,1.9036933286399669,2.1744408242687623,2.140597387315162,1.886771610163167,1.5229546629119737,2.267510275891159,2.123675668838363,1.3305132828875532
153,7.675000000000001,0.9745713536804788,1.222597880862622,1.2978653074043278,0.6643348177889812,1.5983774770782464,1.2697985527451854,1.2846376009408718,1.375791754142947,1.2570793685774533,1.6952488393254128,1.8873213679189331,2.0042350809758585,2.004235080975859,2.1629036915531143,1.386262597674969,1.8455664703986037,2.045989978496189,1.4172805215472142
154,7.725,0.9723194132617436,1.2213674126588558,1.257532781813865,0.6463826521429774,1.6321588340391282,1.263876840717478,1.255506795414714,1.2827094426486991,1.2785244199973171,1.6898614190809145,1.9948607971589332,2.060806608635262,2.003104023593474,1.8876988535098989,1.4755375317828467,1.978374344289852,2.192698231587918,1.3268229977392916
155,7.775,0.973206813247626,1.2359779189387436,1.237918229643514,0.6995483080875406,1.5203438856431088,1.2951842612747673,1.2001627684220726,1.3261695306832548,1.2662646764935126,1.4891708267230563,1.847222828776688,1.887910556282781,1.9367358292900956,1.9285982837888764,1.4891708267230568,1.887910556282782,2.115761830316911,1.4797047023644958
156,7.825,0.9749515767352436,1.2501164534147766,1.2531814033465312,0.6640420599008906,1.5968271261756497,1.182834908278258,1.0992207164861745,1.2460553947552,1.2623703590073134,1.3657602650443836,1.9120643710621392,2.112911468862783,1.936166022798216,1.8718949515020091,1.5344718271969269,1.7433528089095969,1.9602676745342933,1.360759582201185
157,7.875,0.975975391877156,1.2558537516799966,1.2781716346164789,0.6901005774565766,1.6168855174201426,1.177930296003466,1.2604860945267862,1.2927029915114965,1.4034485748964385,1.5467771563681885,1.7609463010960924,2.157555828369987,1.8640647781873048,1.705420967277747,1.5309127752772325,1.5785059185501005,1.9513188741875616,1.4824292840859952
158,7.925000000000001,0.9759743856171856,1.2549975052337443,1.2378159917692353,0.7049174298877852,1.6323357203375874,1.151184387424437,1.175043131205254,1.473277428465471,1.298313307406144,1.5038238504272743,1.7622935747194617,2.1304171214386383,2.1774116167644904,1.8484501494835244,1.3471755326744332,1.895444644809377,1.9032770606970189,1.5165315455919188
159,7.975,0.9765690606104384,1.240416768965979,1.2300891836162775,0.6721024196232318,1.6217486717601095,1.248707209732965,1.2192565679939809,1.3527661438773793,1.2703043470082214,1.3922121549338378,1.833079337329552,1.956831528879227,1.817610313385844,1.9413625049355172,1.252990939440454,1.6783890978924598,1.7634687295828613,1.3907915302859466
160,8.025,0.9781050192605766,1.257791509469054,1.2188156358770508,0.7143251191281922,1.615175892874209,1.260341332975074,1.2952430929651528,1.337900799619694,1.2971820796312683,1.390194682433112,1.9783539711548133,1.840862189375714,1.8103084600914696,1.9096080802652644,1.5887939227806995,1.6957319752755544,1.5811554904596372,1.5407029764327935
161,8.075000000000001,0.9789065036010346,1.2131225729568562,1.255934431255156,0.6891174270214092,1.5645949227511171,1.3041482771034396,1.2601021532071424,1.346279352134682,1.361599743055134,1.50882637852932,1.8407681818057715,2.089724534263108,2.119901061833696,1.7502385990940112,1.388120268246976,1.5616353017778473,1.659709016382252,1.5369244207825468
162,8.125,0.9801134603069496,1.2614899957418295,1.236260195826993,0.7407885425831309,1.5378314748523756,1.3203030374501328,1.197352181527127,1.335435450486811,1.3448932086347354,1.4679587040504436,1.654247879691362,2.034277797998837,2.1162450352808424,1.9672136947681065,1.259314827332615,1.430700868922261,1.6244416115888158,1.510539087054081
163,8.175,0.9811437908977664,1.215567786836759,1.2454041315901874,0.6982507937346442,1.489181918895036,1.2687007815931362,1.263095328949867,1.2911225921662102,1.3453086343844742,1.5751888134922576,1.9064201060490409,1.8107310659770808,1.840173847537684,1.7665668936361767,1.3028430840566805,1.5751888134922576,1.567828118102107,1.5912621687319757
164,8.225,0.9831059029578284,1.2420983885048793,1.264291101197317,0.7462038756711221,1.4637481065206008,1.3308479001278102,1.2127143833342178,1.3234645553282098,1.317927046728511,1.4324807599829037,1.6506250381528882,1.94148407571287,1.912398171956872,1.970569979468868,1.1852505780569191,1.308865669019911,1.4906525674948994,1.618496986299962
165,8.275,0.9839498721358588,1.2356981133415472,1.2497440303493117,0.7230935588347264,1.5245274934325246,1.3129901857313615,1.3020486008502663,1.4114644496612134,1.271047443687165,1.5014285920168788,1.6953930512726485,2.0689542320615364,2.004299412309614,1.831886559637819,1.2356254441478618,1.3146480016224342,1.4798769854329046,1.6086734914466574
166,8.325000000000001,0.9854231911044176,1.2699791979703012,1.2625326248478734,0.712965342162826,1.5044681404198772,1.299067699691893,1.1927639628239015,1.284653633675895,1.2684378094078956,1.5260346407089656,1.8099480622362136,1.937709101923477,1.7176762002398578,1.7531653779307643,1.3769800944071593,1.4337627787126104,1.3627844233307973,1.6850116713855767
167,8.375,0.9874404085390726,1.2294422929975155,1.2157297973465635,0.7204391514278836,1.4473912201205952,1.308527117821202,1.2319738306561518,1.32098928084807,1.264019392725243,1.423707715493774,1.6621612244927313,1.9988014724912584,1.655147885992762,1.68320123999264,1.3325343149941722,1.3886410229939274,1.325520976494203,1.6153579247072232
168,8.425,0.9872577831981438,1.2142318645617234,1.2618228793948452,0.7248181180213723,1.3440597462656685,1.3862815183996684,1.227949872897168,1.2279498728971676,1.3053564551428352,1.413789642668788,1.6078392014664649,1.8711921741204536,2.023659684604344,1.6910032980940404,1.3236952046555812,1.3029041804986867,1.4415110082113136,1.703591061018964
169,8.475,0.9874684862400666,1.2538367826028314,1.2401193705503908,0.73187788938038,1.4169131958489691,1.3751881446828649,1.3386787249125225,1.3630183380927503,1.2604442539760763,1.520435576583056,1.8560272128558928,1.8217831683382568,1.7395974614959293,1.4998891498724745,1.63686532794302,1.3903082074160378,1.4108546341266195,1.667405424788337
170,8.525,0.9905562031571497,1.2385266227630312,1.2517608139366794,0.726118856409047,1.3848774100345351,1.302403321099476,1.2405477543981818,1.3728499387315052,1.285221219238005,1.5094216150425288,1.6651018713025203,1.888469195501639,1.8546256615320755,1.726020232447735,1.4620406674851396,1.2522107568738474,1.3198978248129742,1.6524623473914388
171,8.575000000000001,0.99123680288716,1.2081737197483962,1.2633662345401768,0.7135232946749293,1.3517920545925313,1.2617857997013202,1.260087568476958,1.4027389913234058,1.3789637541823307,1.5788404231345676,1.6591204446498846,1.7862304787158032,2.174250582706503,1.6056004303063407,1.4584203908615925,1.391520372932162,1.338000358588618,1.7571494505138263
172,8.625,0.993128344977824,1.2569599440686277,1.2358319169104244,0.7285328898635008,1.388201135959262,1.317699989997606,1.2858066144435234,1.426808906366835,1.31434279257086,1.6068767683468217,1.5936514451505523,1.897833878664765,1.8317072626834137,1.6663907227300372,1.3093069964307442,1.362208289215824,1.309306996430743,1.7680097876972949
173,8.675,0.994502222915218,1.2512404230960712,1.2471880749395563,0.7005490768225394,1.3307623605295904,1.28430182923928,1.2859611339282202,1.3208065323959517,1.28264252455034,1.4249907540772522,1.6341637088041878,1.9871430699058923,1.8890932473776405,1.660310328145055,1.5426505411111526,1.3923074799011677,1.255037728361617,1.6926600995234242
174,8.725,0.9952348688456084,1.2347835927156594,1.2431038215660029,0.7400048054605656,1.2975100587663049,1.3221151799818476,1.2991504001806748,1.3549220082692388,1.4024919092859556,1.363471666550196,1.5379443442604102,1.9708950630227944,1.7899604342862765,1.6865692178654066,1.3570097155238914,1.240694597050416,1.3828575196291084,1.7211868126491796
175,8.775,0.9966987258353506,1.1899819697374083,1.2320243434762113,0.7124301892730204,1.3411470352696109,1.3735810627247405,1.3233083201692897,1.4643963395991035,1.3752027640974969,1.5140793725644612,1.7312890715821476,1.954887291159177,1.8590594827690223,1.5907416192765869,1.558799016479866,1.2265959473939934,1.322423755784149,1.729594157964363
176,8.825000000000001,0.9988215189729648,1.2090669386834254,1.2057536012829482,0.7501191918888371,1.3291997481519358,1.3660774251211691,1.2442207533967462,1.2971322029612993,1.3997483475713384,1.5790836646904958,1.661196015254402,1.983329082851264,2.046492429438884,1.8001553777471664,1.642247011278116,1.2064199198235392,1.149572907894681,1.7206855753568244
177,8.875,1.000192230599692,1.1743362643392696,1.1996516542628908,0.697758060605475,1.3776795565420523,1.3079236296285306,1.3190211634556814,1.3935331762951255,1.452191569381496,1.6487764543196042,1.7174754732495865,1.5863228007468917,1.6987393771777737,1.6550218196768751,1.6050588968187045,1.3989618400287556,1.1803740525242623,1.7623401386732502
178,8.925,1.001079025647057,1.192137874654641,1.183891861687662,0.7084887191247836,1.3434748664804783,1.4218572974303314,1.3654219471464368,1.382666081955405,1.3450425150994754,1.6488813201632686,1.6982860039134788,1.840324469695334,1.7476906876636895,1.766217444070018,1.6612324911008216,1.2351170937552571,1.2289415082864812,1.7967172743443822
179,8.975,1.0044065797278674,1.217916623430178,1.2190815365085423,0.7227281415839896,1.3269972919142718,1.430862734155225,1.3424995967263538,1.446365038967307,1.3564516710572283,1.612239700456592,1.630560606143599,1.6305606061435989,1.69773726032929,1.6916302917669552,1.5817048576449146,1.2336076495917874,1.1786449325307673,1.7829232401732975
180,9.025,1.00451184449413,1.1900586033398164,1.1883305414763026,0.7447314634197613,1.346062711264413,1.4518466828785876,1.3613937216432788,1.3935888434388974,1.3705923278705985,1.6850174134589715,1.691056902396101,1.6306620130248113,1.7574912807045189,1.6306620130248113,1.5763066125906506,1.3588850108540094,1.3045296104198496,1.7266159341994018
181,9.075,1.0051424145500425,1.205465708012304,1.1601752903435998,0.7192462283300652,1.3373359787899184,1.4252787075538818,1.399502390502375,1.3752423273950745,1.363112295841425,1.529119129187403,1.6246890747616147,1.827775209106816,1.821802087508428,1.6187159531632265,1.6187159531632265,1.3140867516454235,1.2782480220550938,1.8906758365510683
182,9.125,1.0053000079547103,1.1877836334777243,1.1796133950121517,0.717497253414646,1.256734378045539,1.4816868323496322,1.2762302574185609,1.4456944396609777,1.37820870336975,1.5833017187787122,1.6541958255896996,1.7014585634636907,1.8137075659144208,1.5124076119677254,1.6660115100581974,1.2642782381292703,1.317448818237511,1.7247885118785329
183,9.175,1.008128867714894,1.1640049363824874,1.15731685439226,0.7018397763757249,1.3765787628705934,1.4744819938506146,1.4003128794718105,1.4062464086221145,1.3691618514327135,1.7004955133031128,1.7414009036574818,1.6829646317226676,1.6771210045291856,1.677121004529186,1.7472445308509628,1.203787201857186,1.320659745726815,1.8319771251564456
184,9.225,1.009859557828481,1.1861540627802845,1.1718198747104318,0.6715292317392934,1.2736562232670487,1.407184698286981,1.279525606784408,1.404250006528302,1.3763704348208428,1.826623294644965,1.6705510511151729,1.606966063010444,1.5260397145135145,1.5433810749057133,1.7688187600043008,1.346845657127457,1.2427974947742633,1.7129017203723118
185,9.275,1.009655433927861,1.151038980076678,1.1701275203764565,0.7003929935842982,1.277379945159721,1.4007632353171942,1.3383458061787068,1.4878573224871752,1.360119327971203,1.6354334146363076,1.66402490789918,1.60112362272086,1.6640249078991798,1.6640249078991798,1.8127006728661168,1.252307404913816,1.3094903914395613,1.7676544834805332
186,9.325,1.0105322621448247,1.136840082052449,1.1759577403100665,0.7204076407322227,1.2737705628201257,1.523642127567253,1.328340214891337,1.45471204074046,1.372857562633642,1.7706851218322222,1.7141137121890189,1.6914851483317384,1.7084565712246982,1.7141137121890184,1.8498850953327035,1.2615424350434026,1.2841709989006838,1.674455999510569
187,9.375,1.0109347172118786,1.1332871777154354,1.1466325283715286,0.7000058952166736,1.282952205627215,1.3980342971618818,1.3355205684270015,1.4136627293456028,1.3554113002971917,1.6231181634332013,1.6231181634332017,1.7854299797765214,1.561551612406425,1.6063272858804447,1.7462512654867546,1.348867163404833,1.4496124287213763,1.7810323689888972
188,9.425,1.0115202637659275,1.1342348820234134,1.1585304836872448,0.7200962019106381,1.201900976623934,1.41697799349348,1.3888633507654349,1.4394697076759162,1.401514939993055,1.7056216588347444,1.6834707282005268,1.6004047383222106,1.5837915403465466,1.4730368871754598,1.9160554998598085,1.3345935707116012,1.340131303370155,1.680136787110173
189,9.475,1.0128478188826642,1.1411094824541688,1.11236617055356,0.7034468922060316,1.3937169635588622,1.403453509212467,1.3728529371582798,1.4549181076672355,1.3575526511311866,1.813695062660676,1.6821884720145843,1.599996852860777,1.4958874685992871,1.6931473545684252,1.9725988596913693,1.2219154047532634,1.3698603192301169,1.647690357036422
190,9.525,1.013513498530786,1.1157153331409542,1.1684629410113485,0.6781321174840625,1.2965409749934855,1.4190379460915958,1.3915105368560652,1.4328016507093608,1.359854016235205,1.6374637675559487,1.7730154039430297,1.5669769166346648,1.6374637675559471,1.7187947493881963,1.7567492075765787,1.3609384293263016,1.4151590838811334,1.7454624590774102
