,r ($\AA$),g_full(r),O (DOL),O (DOL),O (HFME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.0573513603700806,1.033996591250942,1.0323605206951656,0.1917868063525905,0.6618786359185685,2.255612719775122,2.064016272535535,1.9508001900757796,2.0335350195656017,1.2522384878124415,1.2522384878124415,2.058474226540999,2.2986295529707825,1.1836226802610752,1.115006872709708,3.7738694153251657,4.288487971960416,1.559609299190503
106,5.325,1.056271477946196,1.018683846894526,1.0837062201005596,0.2200750498378674,0.7221497152610844,2.1536299200685605,2.132264543877404,2.0681684153039352,1.9442492333952288,1.2793328289007573,1.1278328886361932,2.3229990840566392,2.3566657374487625,1.0099996017637556,1.0436662551558804,3.8884984667904616,4.427164921064462,1.660830977798258
107,5.375,1.0587799784818717,1.012425957302017,1.1156382533382538,0.2383445004198914,0.5661827771993674,1.945991174966716,2.021482211926631,2.2395674298108323,2.1556884998553705,1.338250200653052,1.173034126498354,2.098244141764662,2.098244141764662,1.420858237730401,1.0408612671745958,4.593006861500594,4.642571683747002,1.6968365167010544
108,5.425000000000001,1.057259894379502,1.0371616051104575,1.0796999259762847,0.2676047094468446,0.6998892400917465,2.083199738155433,1.914402921427425,2.2355285727636374,2.219060590643831,1.3461327808538228,1.411006649810634,2.3354592824451883,1.8813421997475128,1.232603510179404,1.0866373050265798,4.411423089063133,4.460078490780742,1.736699951104011
109,5.4750000000000005,1.0571593915848043,1.0395667858740996,1.061588288277569,0.2498176993967289,0.7195014801192794,2.053408718542661,2.174673012944788,1.9846922850481257,2.1423358677708872,1.449047073512268,1.3853526966545855,2.2929975668765543,1.8949077115160435,1.321658319796904,1.5286650445843704,4.394912003180066,4.745231075897318,2.2681372616234325
110,5.525,1.0544397153376317,1.029038847704974,1.070051265548288,0.2904322994734291,0.6985992159402685,2.1672452949056065,2.1672452949056056,2.0164113732821387,2.0799203929130723,1.7669460196560869,1.5793057343828742,1.7982194005349552,2.032769757126471,1.047658259442105,1.1883884733970145,5.160107845013353,4.737917203148625,2.3378447787611507
111,5.575,1.0509510977070868,0.9842985080724446,1.0714499384746918,0.2686298670303746,0.8069760501964806,2.003795602903338,2.0856627384305173,2.14024082878197,2.148037698832177,1.5818195450345325,1.7661092007667103,1.76610920076671,1.9196839138768595,1.5050321884794569,2.027186213053962,4.8683184055917135,4.837603462969686,2.4564118653077363
112,5.625,1.0470681718197052,1.066874784023019,1.0165165676497143,0.2788374931583546,0.7850347884304444,2.033431573934471,2.155973589689466,2.08704370582728,2.0449198879115014,1.94605076156372,1.6443374651972515,1.825365443017132,1.76502278374384,1.1766818558292251,1.674508794833898,4.676556093680255,4.64638476404361,2.6720098971067103
113,5.675000000000001,1.0434969582904938,0.9993901874157364,1.029075044467689,0.3140353534861128,0.7825493744743304,2.04666759477902,2.091814674075615,1.8999395870650824,2.174584319452709,1.7637002947432832,1.541385131540348,1.6303111968215231,1.8229843382640656,1.0226497507334995,1.6303111968215227,4.87611257958437,4.742723481662611,2.724948714687399
114,5.7250000000000005,1.04059016557578,0.9917328010106936,0.9938162732817244,0.2915039564342858,0.7911211324933826,1.9667123480676625,2.1108886292229974,1.992590142121184,2.303123670763447,1.849534111790674,1.6165219402264943,1.7767178081768682,1.7039015045630626,1.3398199864940308,1.5728321580582103,4.485484302610456,4.878692342125009,2.859005847400032
115,5.775,1.0377810485226016,0.9855546601028254,0.935730913435577,0.341967163105021,0.8755749082392302,1.881941089078509,1.9618690890007615,2.0018330889618894,2.2815810886897765,1.6029637449972558,1.774709860532676,1.9607681523627152,1.803334213121912,1.288095866515653,1.5743393924080191,4.021721538787756,4.880452116464855,2.64585406050613
116,5.825,1.0326329325224366,0.9452282214612104,0.9251027092938322,0.3665629259863107,0.8891760898811937,1.981898513590613,2.171160894167734,2.017608396718372,2.149734964291079,1.997589219813417,1.7865762740584783,2.0116567495304127,1.603698387737532,1.463023090567573,1.33641532311461,4.754825044344613,4.684487395759633,3.0790664533628744
117,5.875,1.0308538234479334,0.9766903750124843,0.897552734903438,0.3403999639991044,0.898678924397297,1.8816089979568404,2.1519147681857147,1.9342659661832444,2.1448938390888617,1.687150537516704,1.4797139960187495,1.9222452845477207,1.8530997707150692,1.52120130431834,1.3275938655869155,4.342338268690539,4.508287501888902,2.719535393026258
118,5.925000000000001,1.0307307958624914,0.9395270997648774,0.9259107649856764,0.351842122363838,1.0699546288770043,2.0225593952320158,2.029462328321544,1.9638844639710176,2.1916812559254777,1.8083592896660228,1.7403758577236912,1.903536094385287,1.835552662442956,1.3324752660697008,1.6316023666159605,5.01717727734408,4.541293253747757,2.774556473434184
119,5.9750000000000005,1.028542591512417,0.9168551844305984,0.9455467583522794,0.3508002200216574,1.099637676210632,1.9277598768137016,1.9583053678195528,2.0465478973920117,2.12800254007428,1.778220671687415,1.8718112333551744,1.8718112333551755,1.7782206716874154,1.6445198693049028,1.3637481843016273,4.893449367199955,4.425496558861162,2.7598301340773927
120,6.025,1.028131184332154,0.936188765965192,0.9380699222263408,0.392424958040728,1.028056720195564,1.9392888130961767,2.019397128955572,1.819126339307085,2.01605928246143,1.788276545952144,1.8934692839493288,1.9723638374472183,1.906618376198976,1.525294700959181,1.288611040465515,4.089367689640564,4.510138641629303,2.430837798845662
121,6.075,1.024716704142649,0.9078895273774776,0.9115901640379832,0.3381802208699221,1.1129807088651091,1.828702816630874,1.9337629425414449,1.8845160085208643,1.9074979110638035,1.6166922784533877,1.965897810599318,2.004698425282199,1.823628890095421,1.642559354908642,1.3062873609903378,4.423270073848469,4.177532847523551,2.3909888986726555
122,6.125,1.0241463393868502,0.949554632124563,0.9507681204723258,0.3705383354352446,1.123951576749612,1.8086577097120196,1.85710389836502,1.8958608492874205,2.1219430630014227,1.463172768408805,2.150227807487721,1.9466559440569315,1.9084862196636585,1.475896009873229,1.4886192513376526,3.9442048539715584,4.376795063761989,2.1036191984496777
123,6.175000000000001,1.0229653661801552,0.9593118135826758,0.9587148553912742,0.4176097686516779,1.0804024867154849,1.8303289186709395,1.700045089390542,1.9065926236155613,1.96696805669672,1.8526687918365352,1.6398622414228792,1.9903671479865477,1.9277769861001792,1.6398622414228794,1.4520917557637725,4.519009688195876,4.030806425482197,1.947448179835896
124,6.2250000000000005,1.0213602576498235,0.9839068351143536,0.9087187306996448,0.3809415068190242,1.0506091666870676,1.788537033764889,1.863580545671108,2.079330642401488,1.769776155788334,1.5274007726366805,1.9708397066279744,2.106334936458648,1.9092509657958503,1.478129779970981,1.465812031804556,4.052539146753773,4.5452490734107664,1.6549774500746512
125,6.275,1.0203617935520926,0.9943033471890824,0.952681346609074,0.4109635539964122,1.150866103216959,1.5078192261398649,1.8463092564977936,1.7509166115787422,1.874003895345261,1.636501386441227,1.9395571987451576,1.9395571987451583,2.2183685460647737,1.5031568290274977,1.2001010167235668,4.182170209794244,3.854869932506,1.7430038576223217
126,6.325,1.017643008632941,1.0082323054587423,1.0059563860333276,0.4141738069118866,1.0115936633793534,1.5143617715259796,1.6597405015924738,1.6264245426189023,1.641568160334162,1.5868675775566188,1.980601638153373,1.9567389678141756,1.980601638153374,1.598798912726217,1.1931335169598636,3.8418899246107583,4.16403597418992,1.542794686419937
127,6.375,1.0153584732321603,1.0087216008348132,1.022723844044624,0.4066435064105749,1.1865974818072058,1.5622539710225514,1.7739334212946918,1.8126916304994487,1.7977846269591569,1.8204613414356008,1.5503283681903182,2.2315332572436395,1.6912673107530742,1.7499918701542228,1.2684504830648058,3.4295142690270715,3.6056879472305168,1.2734840167277628
128,6.425000000000001,1.013276382337584,1.0614572083623448,1.0079707931877229,0.4295304746759466,1.2885433063495704,1.5879315005355743,1.6319591761511638,1.649570246397399,1.617283284279302,1.514729930774708,1.6881722892603608,1.9309915911402764,1.9541172389383636,1.6881722892603614,1.3065991005919246,3.72322929549203,3.6769779998958554,1.3471869722375465
129,6.4750000000000005,1.0101824486914548,1.0597863521232476,1.036440648669713,0.4424261498553583,1.2860600932882775,1.4507913861364392,1.5692823160798537,1.5808424068060405,1.6559829965262545,1.7988201781505746,1.958209307860119,2.015133997042099,1.958209307860119,1.5483515457498618,1.332037726858337,3.4837909779371885,3.665949983319525,1.1501110671461312
130,6.525,1.0075937762608598,1.0756848000530632,1.074080896275648,0.4437583977535332,1.3233439935811075,1.4428718381626269,1.653468516711018,1.46279314559288,1.6648521209568763,1.8386245645584367,1.872257940739384,1.9395246931012784,2.163747200974257,1.5583464297172118,1.4126017995997753,3.475448872031192,3.27364861494551,1.1099014139712526
131,6.575,1.0063206792484312,1.0872931735759883,1.1009830634127806,0.4519677711480977,1.3117020600544802,1.3453354462097231,1.4378272581366416,1.5415301987819745,1.527516287883956,1.9211797849282797,1.92117978492828,1.987427363718911,1.7113957854246176,1.678271996029302,1.1814151550995742,3.433832833981003,3.367585255190375,1.1339827900130837
132,6.625,1.0052107964263262,1.099467121905105,1.0973926556373594,0.4353658550766826,1.2781744121549634,1.3692753961746478,1.53491354893771,1.5984081741635503,1.4355306572798725,1.9466665731295243,1.631284837818037,2.055418895650728,1.7944133215998412,1.5877839088095562,1.261526941245948,3.621452339956044,3.2081935143754743,0.9814342248750152
133,6.675000000000001,1.002738512242291,1.207200380101092,1.1004272614209702,0.4597773826480867,1.2291837745028813,1.3189250677741091,1.5011270874459968,1.4956882211871338,1.4739327561516848,1.5962248399115573,1.8211961260735887,1.885473636405598,1.7247798605755755,1.7247798605755764,1.2319856146968402,3.1495980062684428,3.235301353377788,1.1255123237727298
134,6.7250000000000005,1.0020871533391786,1.1495549457668244,1.1253961728260158,0.4367886345425349,1.2458028777072905,1.3583270085969823,1.3877976143061863,1.4788885774073648,1.44941797169816,1.794215939871694,1.7836617284606846,1.9736375338588632,1.7308906714056345,1.8153243626937137,1.2031801008551368,3.05016709778188,2.9973960407268296,0.9951113616095116
135,6.775,0.998604665670289,1.1480231287847804,1.1881915406342698,0.4556809999974824,1.29611601433282,1.3436314690334124,1.446581620884696,1.4703393482349914,1.472979095718358,1.6638408380005332,1.6950378537130428,2.027806021313149,1.7262348694255527,1.7678308903755664,1.5806487961005062,3.1924946079135244,3.067706545063484,0.9734742249883228
136,6.825,0.9993504761022112,1.196745336883315,1.1874606650169277,0.4887577309152627,1.4384700773853047,1.4514761359511752,1.383844631408647,1.5113040053541804,1.378642207982299,1.6497988229313616,1.588315636983609,1.7215292065370733,1.813753985458702,1.5883156369836084,1.403866079140351,2.6950129840431565,2.561799414489693,0.9972196333056406
137,6.875,0.9958564735631223,1.2222625666277644,1.1996280746531758,0.4889587115291754,1.3817338613122276,1.312518992563748,1.4355676481165986,1.5022190032077274,1.361225752053418,1.6864812576088406,1.837961610088676,1.8884550609152888,1.7874681592620651,1.696579947774164,1.4239153133104585,2.8579293167862394,2.787238485628985,1.098387127267056
138,6.925000000000001,0.9946661744964952,1.2886904329015088,1.2516672823430126,0.5196157940301113,1.4528117955843889,1.323953705889078,1.3315335935182144,1.341640110357062,1.4351253911164044,1.7219360886794697,1.8015631910461487,1.6323555985169529,1.831423354433655,1.4930081693752613,1.433287842600251,2.7471350316504823,2.737181643854649,1.0591217136221251
139,6.9750000000000005,0.9950700783854882,1.3020963914241486,1.2627948833826006,0.5546544208658298,1.4245860914869746,1.3199836162379297,1.197947395114045,1.4096428807371102,1.31998361623793,1.6482814281667466,1.726771019984211,1.9818621933909693,1.5599806373720997,1.5207358414633685,1.4913022445318185,2.5999677289534997,2.3350653565695576,0.9911313252460388
140,7.025,0.9917708032620252,1.2241274610084407,1.2850109669817322,0.4935909205077583,1.4706701803016813,1.2202388641234316,1.2546117898733875,1.2889847156233436,1.264432625801947,1.8376867229954743,1.9150630060689688,1.963423182989902,1.7893265460745411,1.692606192232674,1.421789201475446,2.746858049109026,2.621121589114599,1.0161558807712914
141,7.075,0.992481178400102,1.2223477601870567,1.3196626488329004,0.5244696490881963,1.4790044104287152,1.2466240120634824,1.2538858995123965,1.3216635157022558,1.324084144851894,1.8690191131142972,1.6878386888838302,2.0120562901383505,1.649695441677415,1.6687670652806237,1.6878386888838293,2.2027725261704223,2.507918503821736,1.0339544510595875
142,7.125,0.9900714422095348,1.31286407758678,1.268922588651158,0.5425673753710493,1.4965077696502278,1.2268022226478743,1.1790667276032103,1.3700087077818672,1.353301284516235,1.720647616837219,2.040330780621181,2.162562578538581,1.8240745227673247,1.5420011429579448,1.6548304948816963,2.5668677562653586,2.303599268443272,1.0384905656655554
143,7.175000000000001,0.9885474232389287,1.2729645492703507,1.280923341172702,0.5751592273134997,1.4639551477680333,1.2780187222476558,1.2450679632946775,1.3086158555611354,1.242714337655179,1.8080124230692625,1.7894687059095769,1.8729154331281583,1.6503908272119412,1.585487817153045,1.5391285242538335,2.6610234124147603,2.382867655019489,1.0084565367606098
144,7.225,0.9885304143871086,1.2872388232251155,1.2527903587824378,0.5985554730679133,1.5807115643174958,1.2696758086368134,1.2278948862319452,1.306814406330029,1.2836027827717698,1.8653704750456104,1.728210881292256,1.8013626646273786,1.901946366713171,1.636771152123354,1.380739910450427,2.2677052833887816,2.404864877142136,1.17929258874057
145,7.275,0.9875414452012508,1.3315376773229255,1.2807878562880086,0.5814114210349305,1.579662617193775,1.117210662595018,1.2545726293075206,1.192759744286895,1.22710023596502,1.740611992331656,1.875892717124272,1.7406119923316554,1.7315932773454816,1.5241628326634706,1.2626200980644136,2.4260343312809107,2.227622601585073,1.0750676374335628
146,7.325,0.9869157854157364,1.279483252012652,1.2828771067925262,0.5710948857456422,1.517523004957997,1.2058888164398365,1.1900812851381906,1.314283316793979,1.2420203165578834,2.179523255226921,1.743618604181537,1.9215388699143463,1.5923863783086485,1.6368664447418502,1.62797043145521,2.2151073083734825,2.2328993349467643,1.0844058645123196
147,7.375,0.986830998800046,1.3115760932615368,1.2584267110521516,0.6298433910150255,1.5549365231525571,1.234147326399021,1.145039216189706,1.3054338145664734,1.2051871905809934,1.6147469668233552,1.9306757212018375,1.96577891613278,1.755159746547126,1.4392309921686426,1.553316375694206,2.079864299658343,2.509878437562388,1.0667968398273409
148,7.425000000000001,0.9877560704667562,1.3298920207982954,1.2985130100622906,0.5878217356296477,1.5714278271214877,1.1956038293064184,1.112087385347514,1.2043950339336713,1.171428016581472,1.6969688932000626,1.835496966114352,2.1385271256143645,1.9134190071286417,1.541124811171485,1.5670988248429147,2.2164491666286543,2.303029212200086,1.0932939428025192
149,7.475,0.9856206772583416,1.2820145149008804,1.2245743984086574,0.662398987072267,1.5309592903714273,1.1623147020383635,1.0994282722639004,1.2143586439206788,1.20351615602853,1.665800412521061,1.879364567972479,2.092928723423897,2.0502158923336133,1.5291193530321534,1.3753531611071326,2.2979503126572585,2.1527266869502943,1.265694504961058
150,7.525,0.9848223024138756,1.249759159276361,1.2951830206460069,0.6483054111376049,1.497843325218272,1.0784471941571558,1.1298018224503534,1.1426404795236529,1.281725931151064,1.778607896568712,1.6858842621504375,1.989343429337516,1.88819037360849,1.8544726883654816,1.517295835935395,2.1157847489988,2.275943753903092,1.1949994925538785
151,7.575,0.9856284818652374,1.2587034819071727,1.2237945923995044,0.6615260574288453,1.526702444311059,1.1318291979954744,1.0494759541114762,1.0642573055778348,1.19095460386091,1.672020406129678,2.0879458802912896,1.929894200109877,1.8550276147607871,1.60547233026382,1.4141466121494777,2.1794494846068444,1.9215756906266448,1.3109291883575367
152,7.625,0.9850123075681492,1.2712215573537826,1.2434245969065636,0.7009934313904808,1.421301051061984,1.139958467640624,1.0836899509563518,1.154546601595806,1.1816388503697148,1.6419544711459857,1.7651010564819336,2.192009218979889,1.8636183247506928,1.5352274305214977,1.2068365362923004,2.044233316576752,2.0360235442210213,1.2550898921790383
153,7.675000000000001,0.9848385997564064,1.2593494847225617,1.2527803097485566,0.7174611762352163,1.446038898033596,1.1724639713785914,1.0305341222117097,1.2280017384438933,1.3226216378884812,1.4828770802284237,1.8475189852026257,1.912344212753596,1.9366536730852089,1.5882180749987496,1.3856392389019705,1.766487450763914,1.7907969110955275,1.2769908345627183
154,7.725,0.9853299012380776,1.2698005633779972,1.2255539832182356,0.6757504136496684,1.4903234063254367,1.1309402415848346,1.1228185881443686,1.206065535909141,1.250734629831702,1.6317140094026317,1.8876691481324568,1.9196635404736857,1.95965653090022,1.5997196170614043,1.3037714879050435,1.767690176852851,1.983652325156141,1.241659925222202
155,7.775,0.9843297039132494,1.229045810044024,1.2173728872157883,0.6948526965281577,1.449168748816898,1.1184455903732071,1.1364850353792275,1.230691025966218,1.1104280592594216,1.57921067392763,1.5634185671883536,2.052973876105919,1.547626460449077,1.3818093396866764,1.129135631858255,1.79240411490786,1.8634685952346024,1.2496713037049785
156,7.825,0.9854588223322313,1.2386683341991869,1.255397048196475,0.7436365361941953,1.4227928533201064,1.143775061500725,1.1734578053112967,1.201161699534498,1.1319019639764956,1.3252295721487894,1.8475259329368416,2.1281627835095267,1.7773667202936705,1.2862522317914722,1.4421615932207414,1.8241395287224516,1.870912337151232,1.257377181690032
157,7.875,0.9864895117411808,1.2431765956270855,1.2196858066928868,0.7168742144197147,1.4594894926709263,1.2133105420999264,1.1566503074446963,1.2426175600250458,1.1527427050546808,1.5701456876245583,1.8087462578027995,2.355218531436837,1.924198146598723,1.5085713469333988,1.2391836064095785,1.6471136134885065,1.8703205984939584,1.3917843002398362
158,7.925000000000001,0.9858011123630152,1.2275393616565886,1.2228278140623938,0.6879849724512598,1.3639623616413803,1.1575352432600123,1.0977292556915783,1.21348278001758,1.2887225708294805,1.3983961120595692,1.7327951823346843,2.1051941469592426,1.854394844252908,1.5959955626766822,1.02599714743501,1.6567953936357946,1.770795076684128,1.3128575743709203
159,7.975,0.9865415866761156,1.2079005631268518,1.2039637020322158,0.7409630218204738,1.4878912253972267,1.1392560214949317,1.1087742550335289,1.2116502168407637,1.141161131898769,1.4334512523421068,1.5835508599171966,2.07137458453624,1.853730153552359,1.3584014485545624,1.3358865074182988,1.4934910953721434,1.6661056440834958,1.331827691499177
160,8.025,0.9863105148479137,1.2049131018125994,1.2303615451480376,0.7050277224297834,1.407320667255974,1.1890730771467592,1.125103955907851,1.1947174113737218,1.245516419416384,1.2155273304933305,1.8529380038008096,2.067878812241704,1.9270555239528413,1.5935266832686952,1.1562333143717043,1.5935266832686956,1.393409378858208,1.5024680156533423
161,8.075000000000001,0.986722990566452,1.2315791828554727,1.2029540431179018,0.7834467639943804,1.3119014323705,1.183684436855537,1.1149303957822951,1.2487220432761703,1.2728788685181207,1.3176450131972586,1.7495397675230262,1.8666637686961167,1.654376516569891,1.4201285142237114,1.4054880140770751,1.471370264736938,1.5445727654701202,1.3877849603283363
162,8.125,0.9863171409698316,1.2219848341473087,1.1881940571308207,0.7933917680192447,1.3086526072863038,1.2756150940588795,1.0939087713080464,1.1691608847705126,1.229729659020791,1.1713300144268586,1.5762342169447845,1.7425341572646476,1.7859167503915678,1.4750081663153032,1.1568691500512185,1.5256211916300444,1.6196168100717048,1.546058229548678
163,8.175,0.9878382640062864,1.1890310202404728,1.2387584705283874,0.7276906397772567,1.3162630771889294,1.2509938336919584,1.1403987266554227,1.3307673535215898,1.2582459718582877,1.3213175977290983,1.8069910931106044,1.8998404378158915,1.7784220639705155,1.3498866268691867,1.257037282163899,1.3284598550141216,1.4713050007145638,1.4983435461507189
164,8.225,0.9879887606003214,1.2281175184895063,1.1981716392715434,0.7971189650885608,1.300308569755491,1.1498596443292357,1.1874718756857991,1.1623970547814235,1.307472804299598,1.1994665410967675,1.5663621889616604,1.912090780218964,1.7921441261092852,1.5099167046747528,1.3194131952064432,1.2700233964554,1.6157519877127036,1.5134445474426854
165,8.275,0.9878251605838372,1.2232936041598117,1.2219639371987676,0.7818587049727994,1.3465741878633073,1.2014768377913083,1.2262495560962834,1.2227105963384306,1.263408633553747,1.352311592319221,1.909965857193128,1.9866433186132888,1.7287282211091086,1.373223627251993,1.1780446345461255,1.289575487520907,1.596285333201555,1.5703231129618882
166,8.325000000000001,0.9893577507960384,1.1945208202888769,1.1807265188172975,0.8116167837731452,1.2657610607459433,1.190584644154678,1.279747370809435,1.2692576382618157,1.2710059270197522,1.2396956647185275,1.7424611287432628,1.825107506391165,1.9904002616869685,1.3705524293277056,1.239695664718527,1.432537212563631,1.2672444572678276,1.4657082076740164
167,8.375,0.989116244728002,1.2088587777660966,1.197175847296411,0.7939781969656324,1.2731498442866696,1.1781386618772165,1.1885035181400665,1.207505754621957,1.2420552754981218,1.313405270883291,1.6536657037546107,1.9258740500516656,1.8510167548199756,1.4767302786615248,1.1500802631050584,1.2657688102813065,1.2657688102813067,1.4688834564340842
168,8.425,0.9900450016467236,1.20834239468689,1.2349592786462888,0.8021654860416191,1.3161222736446316,1.290516781939484,1.1949229462402624,1.2256495362864406,1.1761455856564869,1.3449349178461822,1.7887634407354225,1.977054329233888,1.6542699489508048,1.4390803620954151,1.1902674022938713,1.3987323145600297,1.3382102432569516,1.5737797112654173
169,8.475,0.9913789407834156,1.200148106595361,1.2568754662680757,0.777748604814037,1.3073864629341116,1.2618388055157617,1.2668996563400228,1.3056995126593576,1.2483432033177326,1.4553780097647755,1.70126379223645,1.8408205876933452,1.960440698084972,1.6148714902869423,1.2161377889815252,1.2759478441773384,1.1962011039162534,1.4903689264099462
170,8.525,0.9928165906312628,1.152598396388252,1.2415489248051714,0.7970769701418838,1.2754233676421671,1.1987312435747948,1.2770905877305878,1.247080626139008,1.2837594680842728,1.5368737905991174,1.733908891957979,2.009758033860385,1.5959843210067752,1.5959843210067752,1.306999505680446,1.2413211385608256,1.2807281588325978,1.5061121880400306
171,8.575000000000001,0.9927291851416096,1.198632566978686,1.224326395248117,0.8229265126867462,1.2638886994991196,1.255649529358968,1.186440500181702,1.2490581932468472,1.2820148738074502,1.4086484221433413,1.648832715319856,1.8370852694311772,1.9409487475615608,1.5709351067220676,1.389174019993895,1.2528532049477654,1.2074129332657222,1.606638177329386
172,8.625,0.993931003317681,1.1817158437179611,1.2404650518986575,0.8371327432309794,1.2101866138362989,1.2737091951816766,1.187383635917445,1.3062848779228953,1.255792569674006,1.4372786082186473,1.7003519249015246,1.847929639138261,1.79018183791519,1.66826981311093,1.0972082232383424,1.1292903350289372,1.321783005772506,1.4692297726141776
173,8.675,0.9944694491459832,1.1917255904641777,1.191725590464177,0.7880509012596516,1.1705155739029278,1.2671193351603915,1.3331319053529918,1.2494086455965232,1.2139872664687872,1.4144156761888174,1.8520599885521745,1.788633276615455,1.7822906054217833,1.6237238255799888,1.1797368420229597,1.122652801279913,1.0972821165052258,1.582625905090379
174,8.725,0.9949572727946928,1.1703317148469663,1.1703317148469663,0.7971357274366655,1.1826049942589854,1.2367215081281715,1.2319465216103016,1.3736044549737607,1.259004778544895,1.6051671849969018,1.7870025301723316,1.906136032183819,1.6992199497428135,1.4672231300362295,1.2728474162280103,1.097282255368975,1.3041983378099826,1.594098390234287
175,8.775,0.9960809415193344,1.1455036943365369,1.1706308721477894,0.7908720658702271,1.1927700760546094,1.1864757748617087,1.2462716361942616,1.2541395126853874,1.2887581692463386,1.593125779203025,1.940266026811465,1.7542980370212309,1.8844756298743952,1.7233033720561906,1.4195556553988038,1.1344047377204418,1.196394067650521,1.628168726939009
176,8.825000000000001,0.996209234221081,1.1617876505428966,1.205920967582388,0.7471216532601471,1.2524149561904707,1.3146467552558354,1.2990888054894936,1.2944214205595914,1.2788634707932502,1.4893201003597565,1.826409011963817,2.016404580322469,1.6793156687184083,1.4402889859446208,1.2135200817746163,1.0357822920197486,1.0725556278311004,1.560240105138795
177,8.875,0.9975595905510086,1.156825705982699,1.1770549838789737,0.754026199056471,1.264494370337444,1.276800884890606,1.367561429720179,1.3121821142309482,1.2014234832524862,1.4786463697966432,1.793767727294289,1.921028275514492,1.7149873879198771,1.3816859521050593,1.3695658998936118,1.0908046990303095,1.2241252733562364,1.6222937233027317
178,8.925,0.9976233487244598,1.1513301946796315,1.175619861234054,0.7677533395144164,1.2747041154971448,1.350760446970721,1.2427604562782426,1.350760446970721,1.2594928492024289,1.5759793776252045,1.8276566926832205,1.89357217996032,1.8216643756580304,1.3722405987687143,1.2943404774412333,1.13854023478627,1.1625095028870336,1.5274905265948306
179,8.975,0.9984635230758931,1.1648182390363366,1.1348641552571388,0.7704428770039451,1.262045108359699,1.2545239813730502,1.2755831369356667,1.3026591940876031,1.2936338417036255,1.4636568941896897,1.7717951877033078,1.6592061958425637,1.7066120871523502,1.6888348779111808,1.2740333289505397,1.1555186006760718,1.1258899186074538,1.7000816837576356
180,9.025,0.9995323246012284,1.1469171127381528,1.2014124433872615,0.7772529202509172,1.2317363540040784,1.2644636484341385,1.2614884398495874,1.3105793814946776,1.3016537557410253,1.7639380592951106,1.6701739099638089,1.8225406526271744,1.576409760632507,1.5705495012993005,1.2306544599733322,1.1779121259744756,1.0431261613107292,1.596442279781733
181,9.075,1.001359554585208,1.1508972899509051,1.14896254426655,0.7415377264877139,1.3050050989452189,1.2902925273674832,1.319717670522956,1.2961775559985775,1.296177555998578,1.4953322749008442,1.779329489901392,1.7329625976564047,1.6576163977583,1.6402288131664298,1.4489653826558568,0.9795005986753592,1.1301929984715682,1.5867058061744472
182,9.125,1.0012312496877729,1.1317583852004405,1.1533547408600624,0.7401528347087362,1.3460396550851026,1.2747359328157284,1.267460042788242,1.3198464509861487,1.2951084248926918,1.6337680334448177,1.605105436366838,1.8401387324062688,1.7426859023411383,1.324211985002641,1.49045504805492,1.1407713637035737,1.129306324872382,1.640787444974118
183,9.175,1.002030261810739,1.144333602854254,1.1400071998188883,0.7367090108575455,1.2623196056321822,1.2954249088585672,1.288228103809354,1.3645142373310244,1.3328482951144829,1.4912652401977922,1.417552509693719,1.7634353220589865,1.37219082938352,1.553637550624316,1.525286500430442,1.275797258724347,1.1680632679876248,1.6496839655668287
184,9.225,1.0015259097358584,1.1343698426690287,1.149348553159354,0.745939197769032,1.3141678639475292,1.3212868664607882,1.398172093603981,1.4294957046623185,1.349762876513823,1.6209752995340836,1.755589165239336,1.5817129220367177,1.5368416334683002,1.5031881670419869,1.419054500976204,1.3124851906262127,1.295658457413056,1.7376177562973958
185,9.275,1.00249279031647,1.1467803197474915,1.1322272700045033,0.7914487773392036,1.270458853255597,1.2690503622874645,1.3760956758655414,1.2929947087457183,1.3507428384391542,1.7478092468190802,1.7256148436848702,1.7533578476026328,1.4814764092085535,1.3926987966717117,1.475927808425001,1.259532377866448,1.0819771527927635,1.6796973412822027
186,9.325,1.0034480949212354,1.0889672574211262,1.1549335432072132,0.7621969754154485,1.2958871453142378,1.3808861946305475,1.4254758598456614,1.354411080909074,1.334903102377462,1.7675410851369846,1.520524473860077,1.5754170541438342,1.3284004428669265,1.4820996676614469,1.5809063121722096,1.28448637863992,1.24606157244129,1.5545242659337897
187,9.375,1.005265592100834,1.1056121054546375,1.1113098019456196,0.7560472454541357,1.2710724146721246,1.295887277431451,1.2807226390785296,1.2669366042122374,1.311051915784372,1.7161524615372037,1.5043488349550798,1.433747626094372,1.433747626094372,1.5858117682558963,1.5966734926960051,1.1513427906515417,1.227374861732304,1.503240495726496
188,9.425,1.004635528524677,1.095962581291283,1.0939126162105424,0.739326067466564,1.209881506172397,1.2235216584404065,1.3026345415948584,1.3244587852236724,1.32036673954327,1.6442583552163572,1.67649871512256,1.7356060416172665,1.4776831623676423,1.660378535169459,1.423949229190636,1.2842410029304236,1.214386889800317,1.519902681292431
189,9.475,1.004160540482098,1.1191623624116644,1.1239797808271206,0.7521573784504226,1.216041231858028,1.2889227263312055,1.3604545634993257,1.3132165578222654,1.361804220804384,1.7120198421140511,1.807722814654588,1.5684653833032445,1.6216337013813211,1.621633701381321,1.648217860420359,1.127168343255213,1.281356465681634,1.5826797703812607
