,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TEP),O (TEP-i),O (TEP-i),O (TEP-i),O (TEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
90,4.525,1.0588043783035512,0.2717629865563637,0.2572242259586983,0.0054693244542454,3.101106965557189,3.349961228225357,3.051883045468979,0.147671760264628,3.280185269707155,1.1965830112724842,1.1965830112724845,1.0418011292173373,1.1072857716252842,0.1172590015569296,0.2814216037366311,2.861119637989085,2.9080232386118574,0.2814216037366311,0.1407108018683156,1.2898490171262258,1.899595825222261,0.8844678974579839
91,4.575,1.0601341110012277,0.2702315501954678,0.2757018244909227,0.0026752154151623,1.6238557570035497,1.7870438973284533,1.6746848498916345,0.1391112015884424,2.6381533923722995,1.1065102528713835,0.902679416816128,1.0249779184492818,1.129805205563413,0.1147099943168101,0.045883997726724,3.188937842007321,3.165995843143959,0.2523619874969822,0.2523619874969822,1.6518239181620644,1.4453459283918062,0.7184591276699801
92,4.625,1.0632616789381764,0.3029593431184669,0.2537150682652885,0.0078530584264248,0.8062473317796146,0.9318962666024116,0.8402772516274554,0.1518257962442131,1.795027931855488,0.9060617179841988,0.9174587207261384,1.0257302467745646,0.9573482303229268,0.2020377758798384,0.269383701173118,2.738734295260031,2.6264910864378987,0.1122432088221324,0.1571404923509854,1.4591617146877216,1.436713072923295,0.5669427384383227
93,4.675,1.0627514792183423,0.3017524024092298,0.2975613968202127,0.0153719568954053,0.3817369295692343,0.4381007715190541,0.3971088864646396,0.2049594252720721,1.2604610501491509,0.8421664538607159,0.9146708505507112,1.0987204729176228,0.8979390666991742,0.2416813222999848,0.1537972050999903,2.966088955499816,2.90017586759982,0.2197102929999862,0.1098551464999931,1.5379720509999042,1.45008793379991,0.5030917321346621
94,4.7250000000000005,1.0673928546316354,0.3077082889304734,0.3159138433019526,0.020064465106232,0.1855963022326466,0.2131849417537157,0.1981365929240416,0.1906124185092046,0.8844956415964569,0.7807584984462548,0.8462766941200666,0.911794889793878,0.8353569948410979,0.301118980117013,0.2581019829574397,2.6455453253137544,2.92515580685098,0.2796104815372263,0.2581019829574397,1.52710339916485,1.7852053821222895,0.2897063074012079
95,4.775,1.0691608893188385,0.3284147479230507,0.3344407066005378,0.0196464706940924,0.1105113976542699,0.1669950008997857,0.093320735796939,0.2259344129820629,0.6682633661572303,0.8393387878934814,0.8714154294690285,0.8927998571860603,1.0478369581345377,0.2527250548376435,0.2527250548376434,2.8010360244505508,3.0116402368152557,0.1895437911282326,0.2106042123647029,1.705894120154095,1.7480149626270365,0.1985696859438628
96,4.825,1.0674335611960255,0.3373814630151839,0.3462340378464862,0.0096207016619727,0.1058277182816998,0.0793707887112748,0.1058277182816998,0.3054572777676334,0.4031629036847062,0.7906181617713065,0.7696746343071661,0.7749105161732008,0.8272693348335525,0.3093930193566221,0.2062620129044148,2.805163375500041,2.6607799664669507,0.2887668180661807,0.1031310064522074,1.7944795122684083,1.6294699019448768,0.2153122848992004
97,4.875,1.0711537299058862,0.3507308400037425,0.3468766549487565,0.0235609192407282,0.1154485042795684,0.1366533315962238,0.1272289638999325,0.3180724097498316,0.4103224704692982,0.9078384659133216,0.8206449409385963,0.8052578482959974,0.7949997865342652,0.2828738243386828,0.3839001901739265,2.727711877551586,2.7277118775515863,0.1818474585034389,0.1414369121693414,1.6770376728650476,2.14175895570717,0.1156648800685139
98,4.925000000000001,1.073754087386058,0.4389978284103922,0.4484386419245941,0.0277019489123439,0.1061908041639851,0.1177332828774617,0.133892753076329,0.4039867549716822,0.3115758946256325,0.8191430778060976,0.7990414071850894,1.0000581133951747,0.9699056074636616,0.4553332966425419,0.3365506975184005,1.9599128855483323,2.7715939795632982,0.2573622981023062,0.1979709985402356,1.5837679883218851,1.7223476873000507,0.0866628146671031
99,4.9750000000000005,1.0735148758987618,0.4292929670935494,0.4635253804178194,0.0226232738233166,0.1266903334105735,0.1425266250868952,0.1583629167632169,0.4479408217016701,0.3201193245999311,0.9061839342521132,0.8569348073905854,0.8914091961936549,0.9209586723105716,0.4268257661332414,0.2716163966302445,2.289338200169204,2.444547569672201,0.3104187390059937,0.3880234237574922,1.959518289975336,1.6685007221572166,0.1241279013754834
100,5.025,1.0766225287407218,0.4579744835937031,0.4706708059111522,0.044350605975138,0.1397044088216847,0.155227120912983,0.1485745300167123,0.5122494990128447,0.2848161799872616,0.9027224687731856,0.8978950758920454,0.8641033257240653,1.0378894694451062,0.3803400451807293,0.3993570474397656,1.9587512326807568,2.8145163343373985,0.3232890384036199,0.247221029367474,2.072853246234976,1.9207172281626832,0.0896515820783147
101,5.075,1.0777950488358832,0.5138990930134045,0.466776857840895,0.0260886086320767,0.1369651953184027,0.1456613981957616,0.1913164633018957,0.5391645783962519,0.2650335061545844,0.8471606714584042,0.9560137186290372,0.8376951890957404,0.8234969655517446,0.4288150343085535,0.5033915620143888,1.9576338522781809,2.293228226954441,0.2423737150439651,0.2237295831175062,2.032210379984017,2.181363435395688,0.0878937647961631
102,5.125,1.0771786162400945,0.5082799627921016,0.5021771158975137,0.0383730746688471,0.1577559736385936,0.2089200731970564,0.1620196486017988,0.6310238945543755,0.1902746946079628,0.8631973950507583,0.8864016261005098,0.9420917806199136,1.1462890138577273,0.402206671529027,0.3290781857964767,1.8647763861800328,1.956186993345721,0.4022066715290269,0.402206671529027,2.1390082076770964,2.193854571976509,0.1292807158486158
103,5.175000000000001,1.0739458754416658,0.5327084414561333,0.5010708614659615,0.0606344145967686,0.1714490343770698,0.1819032437903057,0.1756307181423642,0.7380671845744593,0.2002704855594066,0.7646691266813702,0.923975194739989,0.9285267966845208,1.024110437519692,0.4841249341002186,0.5020554872150416,1.9723608426305204,1.84684697082676,0.5199860403298645,0.4124027216409269,1.9006386301712288,2.546138542304853,0.1388703042260264
104,5.2250000000000005,1.0733409310849011,0.5443702865103696,0.576244047507895,0.0840917190832986,0.2009997187844698,0.2009997187844698,0.1886936135527675,0.6870908754367089,0.2723593520703535,0.9822796304176694,0.8885165747868922,1.147481204624277,1.0358585193495422,0.4924928174545885,0.3517805838961348,1.7061358318962536,1.88202612384432,0.1934793211428741,0.4397257298701684,2.691121466805431,2.427286028883329,0.148070909037914
105,5.275,1.069688001972042,0.5612570561207285,0.6098115521780936,0.0845174506445025,0.2092813063578154,0.181108822809648,0.2133059468646966,0.7787679380814869,0.2891239822597101,0.941843275542996,1.0294566035004835,1.1652572618345902,1.0601212682856045,0.5004579490904989,0.4832007784322058,1.7774885778041865,1.794745748462481,0.4659436077739128,0.483200778432206,2.208917844261513,2.4160038921610307,0.2382546112313318
106,5.325,1.0651708316526274,0.6048741454123199,0.5887226328512434,0.1402042606273527,0.234990239643028,0.2290661159545483,0.2014202054083096,0.855048519037236,0.2278357210346332,1.1520749667411647,0.9328368200851967,1.0489040741971796,0.9586295432211928,0.5249731022124483,0.4403000212104405,1.405573144633329,1.693461620040156,0.3386923240080312,0.4741692536112435,2.336977035655416,2.5401924300602343,0.2052890208783373
107,5.375,1.060652204671203,0.5960509583095093,0.6261705546070642,0.1221028380312635,0.2131954314831584,0.2752159206418952,0.2500200969211584,0.7364933087600015,0.312219491337084,0.9999462087417424,0.9915078441110106,1.07589149041833,1.03369966726467,0.6482198284516854,0.5817357434822817,1.6288600817503909,1.6787231454774445,0.4155255310587727,0.2825573611199654,2.4432901226255863,2.410048080140885,0.2294718544989875
108,5.425000000000001,1.0575012391372391,0.6154595898170311,0.6317992249449169,0.1255702196804306,0.2397249648444586,0.2815817047379355,0.2777765465658011,0.7876677416317918,0.2692149406784987,0.981599091396988,0.9981661646695106,1.205254580576049,1.052009152805211,0.6036941094002702,0.5221138243461797,1.3705487889087236,1.550025416027722,0.407901425270453,0.4894817103245436,2.545304893687629,2.5942530647200823,0.1868022037361014
109,5.4750000000000005,1.0564221914118728,0.6462859527907597,0.6271876681338223,0.1587789545612797,0.2260265117872335,0.2596502904002103,0.2932740690131872,0.7584030064927016,0.2968519839168758,0.9312206070817072,0.9596858658134624,1.102012159472239,0.9922175900783258,0.6407763870351822,0.5286405193040254,1.457766280505042,1.5218439192085595,0.5126211096281459,0.4966016999522661,2.6432025965201293,2.5791249578166107,0.2643202596520126
110,5.525,1.0544596860035207,0.6608973318825309,0.6391424821383838,0.1944391054505499,0.3265109506622441,0.2788183398913547,0.3044989764602951,0.6511875701409922,0.3034830391894355,1.038231449858595,1.1220886054240966,1.014272262554167,0.9144423154523784,0.5977696226458579,0.6292311817324819,1.4315009384413957,1.4944240566146438,0.4876541658426736,0.5977696226458579,2.5011939473866143,2.2337706951503096,0.2489636639967041
111,5.575,1.0520645128075925,0.6468855949942792,0.7014067043673732,0.1657450055930026,0.2846490313445047,0.2756411506057544,0.3098710974130051,0.6737894792585117,0.3608141275601526,0.9490980311908364,1.0471453484626174,1.109895631516557,1.1530364511161402,0.7106944936790874,0.5561956907053727,1.0505918602212598,1.2205405434923462,0.5870954513001156,0.4480465286237726,2.7809784535268665,2.657379411147895,0.3381631963047122
112,5.625,1.0494165596396263,0.6737943838125409,0.6643858693232145,0.2247507168741441,0.3344715392851436,0.3380109206532403,0.3203140138127566,0.5008224635856916,0.319755880597018,1.0440222125517091,1.1326292638014852,1.0247598101061055,0.9554151613019332,0.7739983528142499,0.7132925996523479,0.9712920505904312,1.305173692980892,0.5159989018761667,0.4704695870047402,2.549641632799882,2.2461128669903725,0.2504112317928454
113,5.675000000000001,1.046566003802906,0.662684770742209,0.6847268607561667,0.2434101995386086,0.3772858092848434,0.3181719036826098,0.3772858092848434,0.4833431105123801,0.3444254323471307,1.105189299399585,1.0332762970413931,1.1354684582872452,1.090049719955756,0.611317866936466,0.7305994019484593,1.073533815107941,0.984072663848946,0.6262280588129652,0.5665872913069685,2.6092835783873545,3.056589334682329,0.3514545228031948
114,5.7250000000000005,1.0427629288094926,0.6602428166463963,0.6944776293613942,0.2135509699175994,0.4014758234450869,0.3228890665154103,0.3878085613703604,0.4612700950220145,0.3793453721625494,0.9409252858541668,0.9595206472346838,1.085969104622201,1.089688176898304,0.835100774725042,0.6006865221706442,1.1134676996333892,0.835100774725042,0.4981302866780952,0.6153374129552941,2.6957639043755743,2.476000542605826,0.3946770578722006
115,5.775,1.036178452206385,0.6625920826424918,0.6962366547144936,0.3038905272346153,0.3525801697197196,0.3660117952328518,0.3777644675568424,0.3811223739351256,0.4568689928144723,1.0270414958469334,1.0270414958469327,1.0489712075020277,1.0343513997319642,0.6911181854938923,0.7199147765561378,0.9070926184607336,0.7775079586806288,0.4895420480581737,0.8638977318673654,2.6924812643199543,2.6492863777265865,0.3442368003002102
116,5.825,1.0308799871644545,0.6856852398290715,0.6877099009702992,0.3564548293304687,0.3977111753177914,0.3993614291572846,0.3680066062069191,0.3217994987011175,0.3987647989230065,0.9663759541467456,1.0130781378043952,1.0274480404682873,1.1316298347815057,0.7925219044934441,0.4104131291126764,1.0189567343487134,0.9906523806168046,0.6085436052360371,0.5660870746381743,2.5473918358717875,3.099326733644006,0.4384286629085454
117,5.875,1.0240792252757351,0.7019285762027909,0.7311203128312628,0.3731253454696052,0.4493726986742636,0.3909704706877168,0.4153047323487779,0.2644323100501984,0.4414484647487386,1.0983237802948609,0.9570602715752644,1.0877290171408909,0.939402332985315,0.9182128066773754,0.6121418711182506,1.1408098507203748,0.9599497524354378,0.6121418711182506,0.653878816876313,3.2276571386235013,2.476392114978375,0.3841502558548203
118,5.925000000000001,1.0184433486167168,0.6966547215966316,0.6999162137389378,0.3843996943863677,0.3907797723014941,0.4402253761437239,0.4290602397922531,0.2360628828596781,0.4618072166297006,1.069448291142464,0.9826424233549268,1.0833372299884705,1.1145873423919834,0.7249605200680411,0.6976035193107565,0.8207100227185373,0.9164595253690332,0.5608185155243337,0.7523175208253261,2.7357000757284577,2.9135205806508067,0.4513905124951953
119,5.9750000000000005,1.0116958266979197,0.6908169239691739,0.6465584580881405,0.4124987840674221,0.3638772543864714,0.4140672205087432,0.4438675128938419,0.1835070636345566,0.4575249748290378,0.952607969979863,1.0516245690100274,1.0004090867530455,1.0072378177206431,0.7935813109314153,0.739779188156404,0.9953392713377068,0.9011855564814372,0.6456254733001345,0.6590760039938875,2.69010613875056,2.434546055569256,0.4438675128938428
120,6.025,1.0078126060624413,0.7071550326938784,0.7204023615846651,0.4411585656121995,0.41339334120304,0.4334460032763215,0.4766363523572365,0.171218883856483,0.4600365451143242,0.8663461944488723,1.0913275705266805,0.9872317099533658,1.0476744677056125,0.780464565588778,0.7804645655887782,1.0185723991582356,0.992115973206074,0.7010952877322922,0.6481824358279683,2.5133604654553867,2.7911529379530884,0.3919870457401955
121,6.075,1.00510929195228,0.7011469452037871,0.6905987168246152,0.5082706927581907,0.4399955250742546,0.4855123035302122,0.4855123035302121,0.1638604024414467,0.6308508784307343,0.9148989179335782,0.9710479489980938,0.9941681382599528,0.9611392964572972,0.6375567341906683,0.8717612487913216,1.1449998491587503,0.8197158011022875,0.6635794580351854,0.7156249057242193,2.914545070585914,2.693351917907518,0.3855611736963142
122,6.125,1.0020087508325894,0.7220973741024206,0.6744865582275359,0.553738333840308,0.4328412852121003,0.4582147398624649,0.4611998521742727,0.158210952525802,0.5198687903024908,0.9942490614535128,0.9455113623626548,0.9715048018777792,0.9974982413929034,1.0111841811376094,0.6655895875842488,0.9727847818539028,0.8703863837640184,0.7551881859128979,0.5119919904494222,2.815955947471823,2.444761754395992,0.3146399757634335
123,6.175000000000001,0.997519512746158,0.6870294386603394,0.7500872105653533,0.5330594000152042,0.4640406898203982,0.5183745680588627,0.4772570385811056,0.1600646683241249,0.6009936918501584,0.9782131367348316,0.9430486122116836,0.9846066866481308,0.981409911691481,0.6548545062712873,1.0074684711865962,0.9696884035170994,0.8185681328391096,0.6800412180509522,0.6926345739407848,2.60682466919532,2.531264533856325,0.2756402896294961
124,6.2250000000000005,0.9958328599308288,0.7250853578230909,0.7315857155541864,0.604004971367079,0.4667311142381974,0.449391258600865,0.5100807533315285,0.1343838811893262,0.6228342761424895,0.9373970418710198,0.858756350438887,0.921668903584593,0.9122320206127372,0.6939445256071822,0.7187282586645813,1.1400517206403702,0.9665655892385748,0.9541737227098752,0.6691607925497829,2.565116371440831,2.503157038797332,0.2169841118698841
125,6.275,0.9933904875391016,0.7350940960461301,0.7286969164128172,0.5816193245285144,0.5005623526504573,0.4820756748537077,0.4920300398211884,0.1222964838861913,0.6408095100659194,0.9379965292269248,0.9163266424131012,1.052537359528562,0.937996529226925,0.5609780222799288,0.6951249406512162,1.0121994749833505,0.878052556612063,0.8414670334198937,0.597563545472098,2.463425228272732,2.597572146644023,0.1930073009219543
126,6.325,0.9904204665538924,0.7521382283222258,0.7424073684428664,0.6046522917844774,0.5318700714770865,0.5080758840689011,0.4688854577495367,0.156761705277457,0.6246243359664618,0.9476008218808264,0.8775210183333695,0.9506477698611504,0.8958027062153144,0.8042096032916302,0.8162127316989679,1.0802815566603987,1.02026591462371,0.5761501635522126,0.4801251362935104,2.508653837133594,2.4606413235042432,0.2586796652683401
127,6.375,0.9884300168924258,0.7020710362351396,0.7595439461035055,0.6089826821858912,0.4960039945405452,0.5070263055303349,0.5676490159741794,0.1377788873723735,0.7198416946408936,1.0017796917085766,0.89680277790678,0.9957810109199028,0.8998021183011172,0.602594751953172,0.9570622531020962,1.2406362540212363,0.8625375861290497,0.7916440858992649,0.5317012517233872,2.1858829237517035,2.1740673403800725,0.2108719930304316
128,6.425000000000001,0.9844599168327588,0.7627458638332593,0.7893726285343472,0.6429469843988936,0.5479970077999007,0.5262941560058453,0.5669870031196992,0.1424249648984889,0.7559270224883327,0.9035690190680852,0.8888048194101097,0.8356537006413984,0.9714843374947708,0.7328411830231341,0.8026355814062897,1.186504772513646,1.0003863768252308,0.7910031816757638,0.6746791843705047,2.3846419447578184,2.2101559487999287,0.1801834978667182
129,6.4750000000000005,0.9821451064468056,0.7482805942483592,0.7777748658464698,0.6464112941900249,0.5515864969018186,0.5222041653477264,0.5141908021966104,0.1803006709001101,0.7210383069204176,0.8547792832040435,0.9652609592644298,0.8169829203412793,0.8780385834272824,0.7330203706717827,0.9735426797984608,1.14534432917466,0.9620892365067144,0.6413928243378099,0.4581377316698643,2.3250489882245597,2.5312109674759995,0.2159792163586504
130,6.525,0.9804475685050844,0.7691277824073995,0.7965582138079428,0.6431184660685344,0.5089710559683489,0.5628930541458746,0.5352744697134837,0.1972756030885074,0.7443866089873016,0.8531815749162146,0.878948803688852,0.7987840919517583,0.9619765408451276,0.6203221741560847,0.6992722690486773,1.1729728384042328,0.9474011387111112,0.7105508540333333,0.5639292492328043,2.3685028467777784,2.1090953921306883,0.1974903248333656
131,6.575,0.9764711584896472,0.8152121268311064,0.8242170691027949,0.6929556698866275,0.5867456419787707,0.5478883146954086,0.575088443793762,0.1580197976190065,0.7556654180716241,0.8712709484482533,0.8994674192718214,0.930483537177746,0.9079263605188916,0.5220619294909113,0.9219391520796948,1.0219084577268909,1.0552315596092896,0.8330775470599651,0.6331389357655735,2.377047934277765,2.0660323167087102,0.2019788012055587
132,6.625,0.9757004147038776,0.7987796331134263,0.8086926396641478,0.6978446887865764,0.5932317738313675,0.5422010836093145,0.6378836277756637,0.1990196918660072,0.7331932553596221,0.8831646030468169,0.7609657271535465,0.8303969066383589,0.866501119970462,0.5689148767482831,0.8424316444157267,1.1050077413764727,1.0831263999630771,0.7111435959353538,0.5798555474549807,2.2428374948730387,2.199074812046249,0.1473641360493982
133,6.675000000000001,0.9741770905461156,0.8521294487294224,0.8074157804305931,0.6572678597960798,0.5994584495654495,0.6145391652777878,0.5567297550471575,0.2123867462820984,0.79885257923384,0.8070599687465164,0.7824378002084873,0.8125315617549674,0.8207389512676438,0.6143106695851771,0.9376320746300072,1.3148403805156417,1.0022963556389732,0.7651939919394309,0.528091628239889,2.1985855543048447,1.92915105010082,0.1923432440215672
134,6.7250000000000005,0.9729111450181313,0.8577336472050343,0.872923735408193,0.6376258697104523,0.6215304594070816,0.5992445066793378,0.6215304594070817,0.2302881781866876,0.7816274104127978,0.9217812909006096,0.8274469482645823,0.8409232829268718,0.8139706136022925,0.679533966001513,0.944976921470854,1.2210375951589678,0.9131237668145332,0.7750934299704755,0.4777973198448138,1.9324247158168035,1.80501209719152,0.1751923506097648
135,6.775,0.970922653346422,0.8810402467631511,0.8386345723719465,0.6209297808965002,0.6038511621685021,0.6087307675193588,0.607510866181645,0.2537394782445422,0.8551133023118405,0.7860668865972193,0.7329542591244345,0.7595105728608267,0.8259013572018084,0.5753867976218392,1.0461578138578889,1.0566193919964677,1.0566193919964677,0.8264646729477321,0.6486178445918913,2.0086230026071457,2.186469830962986,0.1867071445344335
136,6.825,0.970292133939142,0.9335623526504268,0.8730946489242537,0.6647573613466911,0.6900013117775778,0.6335029465274973,0.6250882963838685,0.2873001977610471,0.7641242079878308,0.8164614825075451,0.6908520236602305,0.8530975746713451,0.7955265726996592,0.639149140346816,0.7731642826775996,1.1442831383628465,0.9999591389296948,0.8350174252918074,0.525751712220768,1.834976564221502,1.9689917065522868,0.1978669409138184
137,6.875,0.967961722689549,0.902106841057789,0.9059827028883276,0.6195832200799908,0.6622313958407546,0.6397226364114623,0.6290605924712716,0.2452270106243939,0.8845760198550482,0.7478922616850258,0.7968920995195617,0.7891552830193722,0.7891552830193722,0.4368566084450668,0.9041915849211845,1.1378590731592433,0.9549888649729368,0.751799744765929,0.5790889925899725,2.103007394142528,1.7169480657492144,0.2155256025052903
138,6.925000000000001,0.9678540960993002,0.9435634658640164,0.9392658589850812,0.5779749746016872,0.6772232025635933,0.6737203239296439,0.6994081005786074,0.3140914508441494,0.9176015125133196,0.7752588956137465,0.7625497333905703,0.7193385818317712,0.7905098902815577,0.6608764356051605,1.0113412120624432,1.0513943293718473,1.001327932735092,0.9112084187889342,0.5407170836769497,1.822416837577868,1.7322973236317083,0.2832327581164975
139,6.9750000000000005,0.9668088993338826,0.9484411440367976,0.9663273790111888,0.5720202229247271,0.6940205119187333,0.7320017339640373,0.7262470033511124,0.2934912612591658,0.8794379322671716,0.7817226064597079,0.804272297030661,0.7065569712231976,0.7842281276342583,0.6514355053830899,0.8981913786342612,1.1942984265356655,0.8587104389140731,0.7205271498934177,0.5626033910126687,1.806252992198569,1.7766422874084264,0.2559210914004998
140,7.025,0.9676917053304862,0.9410204879461258,0.9516928110342716,0.5639065979056171,0.7545229126906143,0.739772840713204,0.7238881478144543,0.2768475048067819,0.8694338284625589,0.8225041615853186,0.7434647226341767,0.8422640213231035,0.6323155116091339,0.5838140377072967,0.9341024603316752,1.3525025206885717,1.128707139567441,0.7103070792105444,0.5351628678983553,1.7709025810454675,1.9265863244340808,0.2391850368770202
141,7.075,0.9667259360660482,0.9954737534625347,1.0311570957281964,0.5794558365126248,0.727116397168351,0.7237604753352667,0.711455428613956,0.3333549020864134,0.95459626788483,0.7549103138885136,0.7792622594978205,0.6769840879387315,0.6404561695247715,0.5564050602853765,0.8921667345955182,1.256707980989385,1.1128101205707532,0.7003029207040082,0.604371013758254,1.6020628459941006,1.7555538971073077,0.2745806112069812
142,7.125,0.9658733498457934,1.0347787768173649,0.9946326080567957,0.5614247322109709,0.7566549436084992,0.720256090636079,0.7698908901439251,0.3386196321979725,0.9148329892879472,0.7827704842726272,0.751555710359915,0.7083352541730825,0.7563579832695629,0.5202462318785359,0.8986071277901988,1.0783285533482387,1.0972465981438222,0.8418529934034491,0.5580823214697023,1.5418206508400254,1.702624031602482,0.3185181011501238
143,7.175000000000001,0.9659384175094532,1.023965607137015,1.0217415289286371,0.4829283260548264,0.7744256039437756,0.7787763095839091,0.7766009567638423,0.3556701860809193,1.089182423524207,0.7198075146768671,0.7647954843441713,0.7221753025540938,0.7813699994847574,0.680918392572117,0.8581437276251339,1.0353690626781509,0.9700755181849344,0.9047819736917176,0.5036930575191002,1.725615104463585,1.5950280154771517,0.2701211068101297
144,7.225,0.9672312703763346,1.0471299989343288,1.0637998522897978,0.5030842074400924,0.7487266029705419,0.8055783364339217,0.7583806709171541,0.3550551655920476,0.9971001920824692,0.7752629128135358,0.8149601101563976,0.791608817601773,0.7168846814269747,0.4599497018335146,1.1498742545837857,1.094680290363764,0.9750933678870504,0.7635165050436339,0.5427406481635472,1.4166450816472242,1.7202118848573449,0.3376406280602352
145,7.275,0.966957082361238,1.042304743004402,1.027593924713763,0.5353380218357798,0.8209926975189034,0.783963387708128,0.8040650130339779,0.3406696502591329,1.091689159700444,0.7531273316920779,0.6817299393909942,0.8383435741159522,0.8199184406188984,0.5897438562503993,1.0252470116353094,1.1885606949046503,1.043392976443014,0.916371222789082,0.5262329794234332,1.5424070086548902,1.5877719206741518,0.2871876675178557
146,7.325,0.9687139390649876,1.0827523669003587,1.049463173121003,0.5322289693127923,0.8150408333986094,0.8348689714710473,0.8066921436838992,0.348557795589162,0.9882360070475308,0.7678707365104949,0.7633271226849888,0.7292500189936948,0.7792297710742592,0.6712156787679152,0.9933992045765142,1.0291973741108034,0.9128533231243644,0.9486514926586536,0.474325746329327,1.485624035672985,1.5035231204401296,0.2983485200727592
147,7.375,0.9684447419597584,1.1123276152027946,1.0950659073211468,0.4776805360943422,0.816380743799168,0.826675582939132,0.8318230025091138,0.390174403404646,1.100383679242659,0.744047620180372,0.8135219461610693,0.7911108732640699,0.7149132254142733,0.697459753491459,1.068261141423627,1.2624904398642864,0.9623178877287218,0.759259984813487,0.4944018505762241,1.5008627606778222,1.483205551728671,0.3389103064627832
148,7.425000000000001,0.9699786299975052,1.1135965472528506,1.146825836242119,0.5677570406864245,0.8186264307571698,0.8318300828661567,0.8348770795066922,0.3788432489732313,1.1010908321466977,0.8490338946673327,0.8026023535527135,0.762803889740182,0.778281070111722,0.5748666995143398,0.9755313688728195,1.097472789981922,1.2803849216455756,0.8448798462559238,0.5051858874519957,1.6374990834650895,1.6549192864806763,0.3548921971491589
149,7.475,0.9713275404005356,1.1323547091029444,1.0856343193679698,0.5251127357578502,0.8918899519551275,0.8648326163340172,0.862828369250972,0.3557538572405282,1.0296896475571142,0.79408269430252,0.7940826943025203,0.7591779604870252,0.8660737077969808,0.6101717672670883,0.928148603730219,1.3234711571708675,1.160185754662774,0.7992390754343557,0.5070441446303974,1.5812902137625957,1.5125384653381335,0.4196136686365358
150,7.525,0.9732443571402132,1.153752842940978,1.1440472459446294,0.5933103464199164,0.8988651748261732,0.8820547150109425,0.8286567838331498,0.4004844838334438,1.1215315052204058,0.7964811073542234,0.6910011769208262,0.8029390622787175,0.8287708819766916,0.7716929975430353,1.0430575681076206,1.2296207103707717,1.2126604247104853,0.8734547115047545,0.6784114264114594,1.3653029956530638,1.492505138105213,0.3769336955928979
151,7.575,0.9745408383578206,1.2004293346287156,1.1345813159406382,0.5572043970501672,0.9006999272807437,0.8528837881293285,0.8401978736605848,0.4157076587449584,0.9920610308304886,0.8454824202795168,0.796622883429193,0.7860012449834703,0.8688500248601071,0.7699078533990428,0.9121734350053876,1.146493216474662,1.2050731618419803,0.8284877987663611,0.5690623264253794,1.2469159799614935,1.3724444343200335,0.4452417421941669
152,7.625,0.9763486093681388,1.1504716563458828,1.148108482796388,0.5788132943737528,0.9341911739476544,0.8764061528787273,0.869664567087353,0.3977535616911145,1.016831162412255,0.8197546072230756,0.7904027798544746,0.8449133163961622,0.8365270800051332,0.6194379152464529,0.8176580481253176,1.2306166582896192,1.1397657640534724,0.7433254982957429,0.5616237098234507,1.4701326521849147,1.5527243742177763,0.4171724735333256
153,7.675000000000001,0.9769493581071484,1.1456381055199176,1.158078017083079,0.5988630570976092,0.8849865177109115,0.934416484328492,0.9277624503607412,0.4106489534383609,1.092607001755227,0.9167138291241772,0.8815351945979674,0.8360099028581662,0.8525645543999121,0.6684567630114053,1.1086599971896485,1.1657233793979391,1.1249638206777317,0.9537736740528592,0.5624819103388654,1.3450654377668525,1.459192202183434,0.4666553559599283
154,7.725,0.9774796785912142,1.1884155667321326,1.1861131794539947,0.5873826559429164,0.937372641033504,0.950508994361301,0.8604311429706941,0.4419444583851656,1.0090595977651944,0.8313507212356965,0.8497343981180583,0.806839152059214,0.8476917673533514,0.6920185439219039,0.7724858164709628,1.2391959972555036,1.0782614521573857,0.925373634314174,0.4988970898041631,1.3196632698045618,1.4162239968634325,0.4552148561346742
155,7.775,0.9793311083571302,1.208030351548325,1.1940143205018252,0.6289451318648456,0.879041134226419,0.959627623876259,0.9151661123453126,0.4714772785260771,1.1231590583549047,0.8852187192420161,0.8448898482059335,0.8206925255842838,0.871103614379387,0.5639931510046118,0.9929456883884008,1.3742368327295462,1.0485506469381505,1.048550646938151,0.5163317579619687,1.2709704811371518,1.2630269156300455,0.3932064926018067
156,7.825,0.9817564726722058,1.204235208084659,1.2158287768581442,0.6611704040208987,0.918139814159035,0.9080805134062966,0.9592914990566012,0.502050555750309,1.0849624137053229,0.8560253906298876,0.9336649028032964,0.7624598246773185,0.8221825263491715,0.6117052474268547,1.0822477454475126,1.395942744127951,1.1763562450516438,0.7450256218660412,0.5411238727237563,1.3018342445238194,1.3018342445238194,0.4779847518158825
157,7.875,0.9833388158041184,1.2237016315543148,1.2495492821906458,0.703364024897822,0.9164499169079456,0.935410949671558,0.9408283876040188,0.467705474835779,1.1066089337705656,0.8294653109257168,0.780326370704999,0.8157064076639159,0.8687764631022912,0.743338150247949,0.8827140534194391,1.339557291592658,1.1924382826894186,0.8130261018336941,0.557503612685962,1.3550435030561578,1.2156675998846669,0.4954007442660126
