,r ($\AA$),g_full(r),O (DOL),O (DOL),O (MtBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
104,5.2250000000000005,1.0235406170517614,0.8928144327848034,0.8238808533232791,0.5563208658091974,0.512830054729887,1.4633340354792472,1.7639585503209054,1.5650158566756909,1.5119644717036334,1.410684554938797,0.9230405112562498,2.072487185650825,2.560131229333372,0.957872228662146,1.2016942505034196,3.5702510341043627,3.169686283936556,0.709607385723181
105,5.275,1.027686775196463,0.8800436581382112,0.8115958180607946,0.5611020922696206,0.5291795284519966,1.6135638080667436,1.652601642132875,1.6699517906067096,1.6699517906067105,1.2644577902901668,0.7347524997632046,2.3751301736531527,2.2726065690350308,0.8201888369449727,1.349894127471935,3.7762861034341455,3.84463517317956,0.6789573407873555
106,5.325,1.031069171789794,0.8867838450697202,0.9027763400213832,0.5874130054585501,0.6001614297783363,1.498275342425351,1.64725158385969,1.49827534242535,1.617456335572822,1.224055871179111,1.056376984716219,1.9115393056769665,2.028914526200991,0.8719302096070379,1.1905200938865326,3.705703390829913,3.6050960589521774,0.7453155402370999
107,5.375,1.0309266491727545,0.9072488092137048,0.8844891072524617,0.6487694217965455,0.4052313619221505,1.5164843750282515,1.846518164634952,1.6418136622206696,1.6209254476886,1.3165904917183266,1.0861871556676197,2.1723743113352385,1.941970975284531,1.0203576310817029,1.3165904917183264,3.949771475154977,3.8345698071296233,0.9476428756079724
108,5.425000000000001,1.0334804307651928,0.8828983394334117,0.926041713786179,0.660501986770485,0.6192496528666673,1.5829825563346571,1.5501746277059596,1.472255797212803,1.5624776009417214,1.1470347774351468,0.9693251640297011,1.696319037051977,1.8578732310569264,1.1793456162361369,1.260122713238612,4.022699430723259,3.748057300914844,0.9683360567194672
109,5.4750000000000005,1.0316762963969826,0.9235768535826284,0.9016409577972916,0.6188404233104698,0.5194094283727968,1.558228285118388,1.8521576515619091,1.489778980604144,1.586413292859548,1.3006587987911695,0.9517015600910996,1.5385841888139449,1.6972011154957944,1.0785951014365798,1.3482438767957243,3.743359469691658,3.711636084355288,1.094942356125219
110,5.525,1.0330304688207756,0.9232774777787388,0.9240202593376918,0.6469371246909692,0.6444829901821313,1.5894611168908994,1.613184417143002,1.636907717395106,1.59341500026625,1.417407282739285,0.8722506355318679,1.4485590911511372,1.869108504711144,1.2304964322681708,1.900260313122996,3.629185679980802,3.722641105216365,1.2797671496542629
111,5.575,1.0327187174105468,0.8666673343105964,0.9228402170899866,0.7012859725610241,0.6096749926757337,1.6931101707428018,1.4950628801283912,1.5960281655396595,1.6348609676209165,1.2238216413487029,0.9637595425621036,1.0402483951463977,1.8510302325399133,1.0402483951463977,1.6215636747870317,4.160993580585594,3.9468247933495695,1.287822518000868
112,5.625,1.0335473271901456,0.8713934747765452,0.9609692842724894,0.6766600775338154,0.5492954009016519,1.605926137358302,1.6364425485195058,1.5525224178261978,1.4533440815522878,1.352431858280584,1.0518914453293433,1.292323775690336,1.68302631252695,0.9166482595012846,1.3524318582805843,3.83189026512832,4.072322595489314,1.4623744481204006
113,5.675000000000001,1.0345089342222142,0.934958158403602,0.9631195487169636,0.6179899187115628,0.7420309721491429,1.4465856325735813,1.6114814041622785,1.5065477313331077,1.52528588719546,1.535393134903031,1.2253618288168422,1.8158976499333928,1.387759179623894,1.1220180601214451,1.4615761572634614,4.000880188064625,3.7351390685621793,1.446662114842405
114,5.7250000000000005,1.033136843945203,0.9097051471131126,0.940143950514616,0.6827056919656046,0.6886193907986269,1.5650440699968786,1.539266873549871,1.5539967000910169,1.4987598505617166,1.4651713824641015,1.1460251407392477,1.4506647351129718,1.7117843874333063,1.595731208624269,1.2185583774948965,3.815248253347116,3.713701721889208,1.392194064667093
115,5.775,1.035501655392583,0.9089779722994956,0.8654666856673578,0.641965630141212,0.7563642263260532,1.443968068440648,1.4946336147017236,1.530823290602492,1.462062906391032,1.311601587191474,1.2118058142529924,1.4684235160948018,1.3258581261826856,1.0264708073672404,1.4113973601299556,4.0060874565304845,3.706700137715039,1.6850356238286217
116,5.825,1.0334041493152322,0.8673788100607516,0.8493362616234328,0.6651613770185127,0.7007499638658412,1.4797562688740606,1.597140780587627,1.5473412907697504,1.4548565239651214,1.107014632964494,1.2751687544274557,1.3031944413379493,1.4012843455246764,1.0369504156882603,1.4573357193456646,4.105763132387303,3.6993906721851473,1.5618600924659234
117,5.875,1.0329834394415904,0.8763268291252824,0.883552912423917,0.6494090445006375,0.6748858608618158,1.4756571672729852,1.4441858058856465,1.3987271727706023,1.4896444390006915,1.3913096801877307,1.0193754092464558,1.2397809031375815,1.294882276610363,1.0469260959828468,1.6117151740788562,4.118827667090407,3.526487902258008,1.4472544420299922
118,5.925000000000001,1.033714268258835,0.8564319862618259,0.9009974516102918,0.6329905997770637,0.8079415802639421,1.4371045980865018,1.5643124213621,1.5299319285849111,1.4611709430305329,1.1918570829425528,1.0970502695266673,1.4898213536781904,1.5033651841661744,1.340839218310372,1.2460324048944869,4.130868298834982,4.103780637859015,1.5779944542020037
119,5.9750000000000005,1.032905046293391,0.8612118116718173,0.903764312691,0.6570811976362616,0.7606687036379733,1.4165341636636033,1.4063919142817631,1.342157668196779,1.3489191677846726,1.1586751566525888,1.3051743143902723,1.5182639983723576,1.691399366607802,1.5715364193678794,1.5449002088701185,3.888886732673056,3.5692522066999275,1.547210492433701
120,6.025,1.0321579055973182,0.8807064142989596,0.9031925355151031,0.60257143329019,0.7514208267596452,1.4562934607111708,1.479567557115231,1.2302022385003042,1.4363442352219755,1.087132035496992,1.2181117988098822,1.7158348993988666,1.4014834674479284,1.2050138224785931,1.2705037041350384,3.444767775129025,3.497159680454181,1.362857802552596
121,6.075,1.0332736048363151,0.9031314379036214,0.9141901902044824,0.6419100288746429,0.8045100520000487,1.412798140097645,1.3277686224065834,1.3539315509269096,1.5109091220488713,1.1723766833161584,1.3785088474157028,1.4429251486968102,1.649057312796354,1.5331079704903607,1.2496762448534875,3.761911994816681,3.9293943781475615,1.349192857240832
122,6.125,1.0308854997877903,0.8310300765958043,0.8878423145594448,0.5995385170953891,0.7206506859466436,1.3544372267122191,1.3769575606480522,1.4155638473951937,1.357654417274481,1.1152927282507592,1.280051881287803,1.4828323773333951,1.88839336942458,1.3814421293105985,1.2673781002849536,4.3724544459830845,3.751439176843458,1.2162950033857125
123,6.175000000000001,1.0308032100336315,0.8675762144872178,0.8973080929823246,0.598990434083784,0.7913253814851509,1.383236766836042,1.4085591790435676,1.2534594042724776,1.446542797354855,1.2344675951168345,1.3466919219456377,1.446446879126795,1.4589162487744398,1.5462018363079533,1.3466919219456372,3.7158721549981433,3.778219003236367,1.0665128202710057
124,6.2250000000000005,1.028323286193892,0.892313449413311,0.9280059873898436,0.6342854830787229,0.8596455502161261,1.4078253213684386,1.2707803785803609,1.283239009742913,1.2832390097429132,0.8957000737319977,1.2515261304200511,1.6318919151555569,1.276065858467503,1.3128754505386813,1.0674781700641611,3.116545462026405,3.7423085272364327,1.1403461380418003
125,6.275,1.0282492281445037,0.900031815200458,0.9138518814607332,0.6409027361892818,0.8766528697768241,1.3640228218555497,1.2383488090553747,1.2168922702846132,1.3670880416799438,1.0746846475225529,1.4610881162947065,1.7267405010755628,1.6905151758781736,1.4007125742990578,1.050534430724294,3.6104574113398136,3.3206548097606987,0.9514692556946978
126,6.325,1.0248602440167618,0.8977605090308306,0.9317665889183618,0.5931352738609789,0.8779323486041014,1.1404069682898628,1.3365086956412937,1.1223052703805003,1.2067798606241935,1.117185598244519,1.3548846617008,1.5093890529473823,1.735203163230849,1.5212740061201964,0.8557166284426104,3.315901935215116,3.256477169351045,0.9524941042783808
127,6.375,1.0237445001068566,0.9445457435505836,0.9233450712204468,0.5952788208475993,0.908762098633846,1.1552563933613271,1.2413809059769532,1.2205922305180088,1.208712987398612,0.8891433486336293,1.2284217316648822,1.532602350934283,1.731489678918121,1.2869180046013051,1.1816247133157438,3.112001720217704,3.533174885359952,0.9848862280112032
128,6.425000000000001,1.0219433951862968,0.8870594207745613,0.9595621102744024,0.6234971547091063,0.9619197152126832,1.172431020669562,1.0993368173859233,1.0437852228903586,1.204592470114363,0.9790193288293396,1.2208946924224708,1.5203594282996806,1.5779488005837594,1.6585739217814697,1.174823194595208,3.040718856599363,2.798843493006232,0.9153184313232766
129,6.4750000000000005,1.0195519730795668,0.9491264118572704,0.9377693436812008,0.6304971106782564,0.9010606368732738,1.1918182225735956,1.1975757985280573,1.1256060990972845,1.1457576149379003,0.8505509932727674,1.406244308877641,1.6443985869940163,1.871212185200088,1.667079946814624,1.0433425517479271,3.2207530945262115,2.9712581364995336,0.8286796820171816
130,6.525,1.0176753835538943,0.954340797097994,0.9372989971498152,0.63085616279841,0.9354964990783732,1.094247420134097,1.099917095886087,1.1254306367700428,1.2756770441977814,0.7035552183151401,1.2507648325602496,1.6304612995874672,1.6416288427353267,1.4964507818131552,1.0385815127509217,3.11574453825276,3.260922599174934,0.748339345428495
131,6.575,1.0159656034449092,0.9870852300687142,0.9855117679591472,0.6409649048698508,0.9269063561550992,1.0106629546028498,1.0357899341371746,1.0944195530505996,1.0525412538267245,0.8578706144042264,1.4297843573403777,1.5397677694434848,1.308802604026962,1.374792651288826,1.2208158743444768,2.6615985728951657,2.903562079521999,0.7925539349715663
132,6.625,1.0123916143492118,1.0610974095097452,0.9898065416848444,0.6603833868980358,1.020214441383626,1.0092148247649344,1.1027115660238114,1.01471463307428,1.0532132912396996,0.8991353281490919,1.1482933106482378,1.624943364124864,1.6032774526031992,1.2674558240173948,1.4082842489082148,2.924898055424754,3.022394657272245,0.6712010957119844
133,6.675000000000001,1.0107430910534598,1.0086203379444496,1.0325381764325368,0.664405014309686,0.9833167523491952,1.061873738074062,1.0131142296931102,0.9995699218095124,0.9806078907724756,0.928400740384791,0.8537018302388885,1.4406218385281244,1.4833069300400687,1.5259920215520133,1.01377092340868,2.795873494032359,2.699832038130485,0.718677561170492
134,6.7250000000000005,1.0088408434713674,1.0794091459303117,0.9966861969853508,0.7263418207109446,1.0354676410222043,0.9634119031160204,1.0114490617201433,1.008780330686581,1.0274614479215174,0.8936205430564957,1.67159607465862,1.6715960746586205,1.4403060517498807,1.4403060517498802,1.4192796860309045,2.64932208059102,2.659835263450506,0.732811756256772
135,6.775,1.0065609673051743,1.0561260922912394,1.0358729726542228,0.6499881403920096,0.9939455951542542,0.9676507381395908,0.959762281035192,0.9992045665571864,0.972909709542524,0.9011964631388978,1.4191254649428615,1.4605597850871783,1.460559785087179,1.3673325647624657,1.1187266438965628,2.527493528803345,2.713947969452771,0.6034401369997612
136,6.825,1.005642319752832,1.109829424335964,1.057745324158794,0.7574818414330713,0.9742535005965705,0.956115802447166,0.997573398217233,0.8446985138151117,0.937978104297762,0.8165890075922255,1.2861276869577554,1.5515191144252285,1.5821412022099373,1.4698602136660055,1.2555055991730466,2.653914274674733,2.3783154846123566,0.7871126441804144
137,6.875,1.0033612889032892,1.0894278081512951,1.0438550905051605,0.7465040372817641,1.0341870321867097,1.013758646365737,0.855438656253204,0.8579922044808256,0.9243844583989854,0.9657055115368604,1.297666781127656,1.639687483130294,1.4284394024816056,1.2976667811276554,1.066299835655283,2.534976967784258,2.283491157488201,0.7655433359951006
138,6.925000000000001,1.0011751419864934,1.088882799306406,1.1342726163856134,0.7712216241226068,1.019306901812397,0.9186346152136416,0.845647207429544,0.8632648575843258,0.9488363011932678,1.0112988790147674,1.278995641106912,1.5070336236298505,1.7747303857219956,1.278995641106912,1.0707870483685775,2.538161892429222,2.597650061783032,0.7178036761314303
139,6.9750000000000005,0.9991836493380744,1.05934590899617,1.12599195606456,0.7792690472367494,1.0245924512080598,0.848451860322412,0.9055114883557912,0.9104731951413024,0.9675328231746804,0.957759764354733,1.153220940753658,1.602781646471186,1.4855049406318306,1.4268665877121531,1.0945825878339808,2.2868957638674234,2.2771227050474767,0.7272950813660006
140,7.025,0.9974634337406612,1.094399556293894,1.102210132472314,0.772131245066653,1.0687554202076424,0.9171242164253228,0.8951132352311146,0.8413086145341626,0.9073415581167854,0.9441747488693832,1.2910144525356868,1.5029720492206515,1.474068740581792,1.4066276870911218,1.2910144525356868,2.2737269462568808,2.2737269462568803,0.7656427472089488
141,7.075,0.9957229616281856,1.1591622564953277,1.1333426986132504,0.7682049254223886,1.094693503467774,0.9114408464996004,0.9138520656702342,0.8873286547932621,0.8608052439162891,1.149347804668807,1.3298239062283712,1.4533075546638623,1.6052874296613897,1.548294976537317,1.20634025779288,2.0042346015299004,2.2417031562135383,0.7388664458585181
142,7.125,0.9942189529529918,1.103646187687514,1.130891196772475,0.8351102429383791,1.0223234430417367,0.8677861783958928,0.8416337182250576,0.8487662073625585,0.8654086820167257,1.048980220626334,1.4236160137071678,1.6109339102475857,1.536006751631418,1.798251806788002,1.0583461154533549,2.0979604412526704,2.2009852843499,0.7569172145918892
143,7.175000000000001,0.9923413659156948,1.1539430203692564,1.1508599664980406,0.7724644630431842,1.1441043517516638,0.8721451205975798,0.8322890263767226,0.8604227399443859,0.8322890263767223,0.914345690949074,1.4130797041940228,1.403843889133931,1.4777304096146642,1.2468350331123732,1.1360052523912734,2.1334732788811714,2.198123984301814,0.7370745876018052
144,7.225,0.9920853716656266,1.1745131750351463,1.1575730811644471,0.8624962028975811,1.1005781854551,0.906358505668906,0.8346821952716197,0.8439307514519145,0.9410405913450118,0.9654932133671558,1.056577478779152,1.5028903792979311,1.4755650996743337,1.3935892608035367,1.2933965688503408,2.022070692146308,2.003853839063909,0.7729150522103647
145,7.275,0.989919329437542,1.1592810294271632,1.1228660673054671,0.8214734283320837,1.0763801437137357,0.82780930544086,0.8962232976260548,0.903064696844574,0.7844804437235702,0.9522674871838256,1.329581019841567,1.5990906860256675,1.5990906860256695,1.4463685418546777,1.4104339196967977,2.012338840841292,1.904534974367652,0.7230009310183713
146,7.325,0.9886770468387192,1.1680185390612594,1.1451990741157787,0.9089732719735388,1.2146976724824985,0.9177715747645546,0.7580613252344481,0.8907782931538323,0.8008006877847579,1.187431731461566,1.1697088697979614,1.6305032730517022,1.5330275339018724,1.302630332275002,1.3557989172658185,1.8343161821831655,2.1887734154552745,0.9041372131346488
147,7.375,0.9880381460503712,1.1797483114405625,1.1651577846206262,0.8661372074527527,1.145026064318307,0.9009313606845596,0.7877601799089129,0.7677887950661514,0.8099506075119807,0.9178767781268996,1.2850274893776603,1.4860862122054563,1.6434365170272107,1.3374775909849117,1.1276771845559053,1.9931038610755527,2.0630373298852227,0.7741742038254011
148,7.425000000000001,0.9877907020397212,1.1774851334228047,1.1141485247790357,0.908487899098092,1.158117165484884,0.9457591975226272,0.8450533570456804,0.8428640996440077,0.7574830609787705,0.9745512494112948,1.267779058968675,1.4575147004469808,1.7507425100043617,1.4143929637473658,1.0176729861109095,1.8887320674431287,2.052594666901665,0.8770433223435938
149,7.475,0.9867166706628556,1.1455538429018508,1.111873017906862,0.8977582023769645,1.0800338691627576,0.8359462147319744,0.7646639793672324,0.8208257405636957,0.7495435051989537,0.8764638489751106,1.191310085985588,1.421062745425666,1.7529276979502222,1.2849130213130266,1.1487632972003885,1.8550399910347013,1.7188902669220625,0.936984485267527
150,7.525,0.9851046601941132,1.1339849332899614,1.1660184059817678,0.8885974864456546,1.09130649121134,0.7971652885020328,0.827005700371093,0.8419259063056231,0.8461888222869175,1.1587380712790845,1.0747715443748025,1.4862075262057812,1.4274309573727857,1.2846878616355064,1.1167548078269438,1.9060401607271888,1.973213382250615,0.8878175018185352
151,7.575,0.9847642984252712,1.146329633308464,1.1087904002287323,0.9206835126014028,1.0453962103412109,0.8413651592283388,0.8413651592283389,0.8182276173495594,0.8308480947379844,0.9280512665427718,1.2760704914963108,1.6655205765633676,1.5909450283590365,1.1932087712692785,1.1186332230649485,1.6158035444271472,2.005253629494204,0.8426529630434826
152,7.625,0.9848116696128856,1.1114559355176978,1.1141858272891456,0.9013368766786828,1.166665746684413,0.863581762670313,0.8532021741766787,0.7680895485288837,0.8760372688626733,0.940453624120132,1.177611494550426,1.6846386658151924,1.504725798592211,1.3820579345765418,1.1203664913431135,1.741883669022505,1.7337058114214592,0.9335274794172076
153,7.675000000000001,0.983962416382812,1.1489858303329603,1.135513634667415,0.9040649158316894,1.0203811387862989,0.9015415684055657,0.8790030291954266,0.8052405372349707,0.782701998024831,0.8475235818688691,1.1058164830098582,1.6385455916131475,1.8645518801115128,1.557829060006589,1.041243257724611,1.549757406845933,1.937196758557416,0.8969418665259453
154,7.725,0.9828826902604308,1.1280811619467648,1.142139431731888,0.8923997249779314,1.0051925940911963,0.8454134895978271,0.8110306443271018,0.7321523522354387,0.8049630833969742,0.93219799744693,1.4341507653029693,1.4421182695546515,1.6891109013568288,1.274800680269305,1.1313856037390082,1.6970784056085124,1.7130134141118785,0.9631737027519424
155,7.775,0.983661015177527,1.1338732162172345,1.1289971487971802,0.9519214393358998,1.0362306874423963,0.9124420504068886,0.866520459248555,0.8565375046489175,0.874506822928265,0.935977622159973,1.274188023444669,1.7618402299481868,1.6359944992376014,1.1483422927340845,0.8887854731435036,1.5022834103576042,1.7697055881175972,0.966716726026144
156,7.825,0.9824391419474572,1.112393390900283,1.1049873097358338,0.908868443195866,1.0387997320677018,0.8101455215935968,0.810145521593597,0.8456263473568199,0.8535109753042032,0.8153422081952807,1.1803049109112635,1.7626922024793212,1.5763282691775429,1.4598508108639312,1.0094713053846331,1.5064417941893755,1.4054946636509125,0.93871323036827
157,7.875,0.9847106485665784,1.1045281354901613,1.1213465049812392,0.955318688018716,1.0587360465179652,0.8504920079565275,0.875792685538758,0.7843210050491546,0.9127705989281722,1.0196939752838468,1.2880344950953857,1.5027069109446165,1.4950400389500005,1.2957013670900006,1.0120271032892316,1.5103737829392323,1.7250461987884629,0.9397394530542864
158,7.925000000000001,0.982549395012237,1.116628168397777,1.1292637926764448,0.96176218700288,1.1415050743952089,0.8359506857944712,0.8590113943681119,0.897445908657513,0.9262717943745636,0.9387338944623383,1.1431356295468802,1.5443686650832018,1.5519390997159632,1.3323964953658995,0.9538747637278602,1.650354749941854,1.4232417109590303,1.0298881073874189
159,7.975,0.9820652603215037,1.0987489422765573,1.1618503578453276,0.9697924160119172,1.127236447923162,0.8273991435934323,0.8160129168467335,0.8577624149179619,0.8957165040736238,0.9120482636496976,1.1064192050832398,1.6596288076248584,1.607298169546597,1.2559353138782725,0.949427290848456,1.4577820607515652,1.52506430970933,1.0069452224971565
160,8.025,0.9838058604876512,1.1470655443100792,1.1269971784335673,0.9781485599373398,1.133849130615426,0.787134933650379,0.8602260346321995,0.8508553806601717,0.8639742962210105,0.841655102214907,1.358460866732833,1.498736717101984,1.7054590229091544,1.1960361978843417,0.9376333156253788,1.3879926247052852,1.483970838115758,1.0143254830130255
161,8.075000000000001,0.9840295900009148,1.074485778033371,1.125602091745639,1.0022264510122163,1.0106425453968255,0.8144372160707016,0.8236921844351411,0.9180928617524274,0.8070332413791501,0.8020972582514483,1.1739787143498466,1.8156565209510047,1.319814579486474,1.261480233431823,0.9771002964154004,1.4000243053116177,1.2760638199454852,0.9477843112807944
162,8.125,0.984021306596133,1.105952318774016,1.123468954878822,1.0256393966622688,0.8958583665788189,0.8026159651593906,0.8922018018172723,0.8739189780095415,0.8848886722941799,0.8786835926988281,1.1163603021993305,1.5196904758971523,1.6133206947912897,1.1379672757902852,0.9579091625323284,1.4476672305939695,1.2964184154572864,0.9992122889204814
163,8.175,0.9840149887692866,1.0921259886239234,1.0948401880364709,1.0299016300472197,0.9824566735142276,0.8686795219859252,0.8542316297283631,0.8181118990844578,0.9066052391620256,0.9391129967415406,1.1169753067304682,1.6078752822999098,1.4015550027127532,1.1596622611278111,0.9889144435384404,1.3161810939180676,1.3802115255140817,1.022962371450607
164,8.225,0.9831335680356296,1.1003386643670017,1.0916244379662887,1.0014227837506429,0.9223776609540894,0.8956162201140294,0.8795593556099921,0.8617183950499522,0.8688547792739686,0.864475634409231,1.1596624364026271,1.5040470387282563,1.623527410963678,1.384566666492834,1.0261255497865671,1.13857766483167,1.1737189507832648,1.1691290685365263
165,8.275,0.9850391992090765,1.1006578378589045,1.1059558298582255,1.0362011100740638,0.9923444668112508,0.84076076495376,0.8513363720600962,0.9200778182512844,0.8601493779820434,0.84017323122563,1.2220701545100072,1.6734028820279072,1.527587693137508,1.2915059587435298,0.9304397767292102,1.1040292873130175,1.1040292873130175,0.9866969487306568
166,8.325000000000001,0.9856935492823968,1.0871493063765438,1.070791357138257,1.01710021636254,0.9438889035552026,0.7784471215667446,0.8515898041300626,0.8655217436659328,0.8655217436659325,0.864413521202853,1.0427845652605845,1.735687467177156,1.5573164231194252,1.317201556118633,1.1182492377465476,1.1251096625179988,1.104528388203645,1.1065585139013188
167,8.375,0.9861114395483244,1.107503427459959,1.0729141493694112,1.0198685509865453,0.915444658042164,0.942976828208846,0.8896332485109,0.8225235837296133,0.855218035802548,0.942246808545334,1.1998394612411805,1.4370958518820929,1.6269009643948218,1.1252731670397516,0.9219105464903988,1.3693083116989757,1.1591669371313107,1.0979506380883937
168,8.425,0.9873435653976887,1.0768279026632377,1.095035909323518,1.0252220277670423,0.9471210417226772,0.9029107237966636,0.9233154859163624,0.9522222322526024,0.8842063585202732,0.9176990236157374,1.0114784858830388,1.4535816651431754,1.6143464576014084,1.199037410417642,0.957890221730295,1.1052579481503404,1.225831542494014,1.0624010073036974
169,8.475,0.987672847085194,1.0954118708735463,1.049953856635566,1.006704051901482,0.8973295451566389,0.8687628742434127,0.8418765957368468,0.9208550388498842,0.8301138488902241,0.8076067748373779,1.138593157967451,1.423241447459313,1.5622557283739436,1.2577482558942772,0.9863394217276172,1.0525366983536315,1.059156426016233,1.061047776776977
170,8.525,0.98798680263243,1.0763604125252728,1.0938317699459728,1.039598020767431,0.9283530560899136,0.9001204944556945,0.8735486717411349,0.8851738441787544,0.8237265041513364,0.8897534575632716,1.2234110041494983,1.478560892715436,1.5374416362306529,1.1579879557992585,0.9813457252536084,1.079480297778969,1.040226468768825,1.1631950963822362
171,8.575000000000001,0.9888532418643138,1.085738351916412,1.078954414471891,1.1384072867605453,0.878164098150643,0.865032672383904,0.8338455361879002,0.919199803671701,0.9323312294384396,0.9246712310745082,1.2932464770272838,1.5001659133516492,1.7070853496760143,1.3191114065678295,1.0669283435475094,1.0863270407029186,1.0087322520812811,1.2607173692122626
172,8.625,0.9901257523795922,1.0457549669236503,1.0515460903196132,1.071737697119953,0.8809916448475735,0.9004610734629893,0.9426448354630572,0.9020835258476072,0.871256930539865,1.1185088409108936,1.214381027274684,1.5467379400024932,1.859920415457543,1.348602088183991,0.9842877800015862,0.926764468183312,0.9139815100014728,1.1191610326548649
173,8.675,0.9902229369326422,1.0641654811055017,1.0756146000981428,1.0301476165331227,0.8708654162345997,0.8532235753900687,0.9205833313419158,0.9302061536207512,0.91256431277622,1.0930165305606416,1.3015110132687413,1.3078290278962594,1.4405073350741409,1.3267830717788136,0.9350661648726876,0.9792922672653146,1.0993345451881598,1.1637396126666355
174,8.725,0.99083961011462,1.0531951202213286,1.0770230641177392,1.0894476348637236,0.8656692017565809,0.917989867796814,0.8513999292001541,0.9290881908962572,0.9068915446973708,1.1242457165669877,1.0805250498116048,1.567698193657301,1.2179328596142365,1.249161907296653,1.0617876212021542,0.9743462876913888,1.018066954446772,1.1735748653551323
175,8.775,0.9903710164377348,1.059189469115976,1.030331930063053,1.021357284736802,0.8715067398501107,0.8871813215020906,0.8903162378324868,0.8903162378324867,0.9044233613192694,0.9200504442389708,1.185568357677063,1.3522889079754,1.4572611063113905,1.1299948409109504,1.0558968185561337,0.9262252794352048,0.808903410706746,1.1997452752194386
176,8.825000000000001,0.9925168868930232,1.057993439692776,1.0454745299770938,1.0589428632500888,0.8864552628444048,0.9004029855115372,0.8818060219553606,0.8167166495087442,0.951544635291022,1.111121610452352,1.263748205294708,1.355324162200121,1.4774254380740068,1.1904874397703764,0.96460007940369,1.001230462165856,0.915759569054136,1.2293604990281857
177,8.875,0.9933657739746836,1.070862497317627,1.0803620839873802,1.0200590651590105,0.8703658596891591,0.8810921995092718,0.9194005560096754,0.9347238986098362,0.8749628624692075,1.074491356871912,1.3763147717235729,1.388387708317639,1.4004606449117054,1.2676583423769747,1.140892508139278,0.9356525860401484,0.8873608396638827,1.2399398655028435
178,8.925,0.9948465933789444,1.0338484859949133,1.061174877695219,1.0625153964998926,0.8651868433754275,0.957614859918162,1.0091321150403416,0.8818541906208386,0.9151888851116604,1.128145239172862,1.348999069063846,1.3669061363523036,1.319153956916416,1.3669061363523038,1.1162071943138898,0.9550435887177672,0.8535702074165044,1.2522156339571806
179,8.975,0.995148233010446,1.0398136039408703,1.0223613994350953,1.0382356118283984,0.8540753778235748,0.8795478013726992,0.8525769999677434,0.8750526678052064,0.931991026326778,1.1274158230387754,1.280886039787508,1.3930373520269683,1.4638697597571533,1.3103995430084194,1.1333185236829573,0.9031131985598566,1.0624861159527723,1.2422775590434203
180,9.025,0.9959275018118824,1.0110647039706546,1.046975317079744,1.0466914549758914,0.9172474242130249,0.9335474592151948,0.9602202437642005,0.9409565660343632,0.930583816487528,1.149983185690292,1.2433828352895036,1.360132397288517,1.231707879089602,1.2492203133894542,1.173333098090095,0.8814591930925587,1.0916084046907848,1.218722468622365
181,9.075,0.9973424216847604,1.0467582396452166,1.047584193016846,1.026273511032584,0.8969091197400314,0.8719949775250311,0.9218232619550332,0.852942986419442,0.9262198752870916,1.1662127888875615,1.2585860790964776,1.281679401648706,1.379826022495679,1.327866046753164,1.131572805059218,0.9006395795369287,0.854452934432471,1.2169945338876171
182,9.125,0.9974530652726468,1.0255152535866194,1.018435222627179,1.0424413298742683,0.9146478338761896,0.8856574112493683,0.9233449606642352,0.8552174674912069,0.9711791579984886,1.1363367172058303,1.2562516471622251,1.330484699039992,1.273382351441709,1.1420469519656589,1.1477571867254872,0.9022170920528704,0.9764501439306384,1.2633020390595624
183,9.175,0.9988483895699036,1.0079040822065293,1.0318761461606665,1.0127470574338842,0.9118749361264652,0.9276463579777092,0.9276463579777084,0.9176099986178268,0.9864307485141638,1.2087078674975342,1.4967644153590969,1.3047267167847227,1.3216712196001084,1.163522526656505,1.1748188618667632,0.8698178111898144,0.9771329956872596,1.2533744990687057
184,9.225,0.9987490505545475,1.0127277221935918,1.0252502696661252,1.0417614998521083,0.8523776290420275,0.9048534564539328,0.9431466278085662,0.992785924009017,0.9757667367402908,1.212402204168587,1.3241443428016366,1.4247122675713806,1.1230084932621478,1.3967767329131189,1.089485851672233,0.882762895201091,0.9498081783809204,1.288740328469432
185,9.275,1.0001683518494993,1.0181797643911668,0.9957761195624708,1.019328835713878,0.7955098370648073,0.9189752086022024,0.9750958320282908,0.9526475826578557,0.9007360059887234,1.2270009030885751,1.3928118359383828,1.177257623233633,1.2270009030885742,1.2214738719935818,1.2822712140385104,0.8787979441039795,0.9174871617689344,1.2432436067146813
186,9.325,1.0008804519697994,1.0158951066183313,1.023978460906105,1.0226490040988836,0.8841625070640229,0.9716071506198054,0.929966844164671,1.0090834264294262,0.9660551097591208,1.2193459435700502,1.1756025913343535,1.350576000277141,1.213878024540588,1.3615118383360654,1.1810705103638155,0.8912708018023232,0.8365916115077027,1.2446769154004158
187,9.375,1.0021137538576543,0.992188843413726,0.9919308639952612,0.9972594733628524,0.8472917263476514,0.9447920708706388,0.9324328722691326,0.9365526051363016,0.8967285207536728,1.3253888062557189,1.276701054189182,1.2767010541891812,1.163096299367263,1.2442425528114902,1.2063743012041848,0.843921035819968,0.8817892874272742,1.2496523030411049
