,r ($\AA$),g_full(r),O (DOL),O (DOL),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
91,4.575,0.953083057779804,0.5093492022906062,0.5238067123992919,0.0499282933851483,0.0413199669394331,0.0464849628068622,0.0568149545417205,0.0447632975177192,0.036154971072004,3.90712072002294,2.4981893088631506,2.510029068620796,2.119316996618503,2.5514682277725544,0.5830184729143504,0.4664147783314802,4.17441226606675,5.0606003448965655,0.6063392118309243,0.7462636453303682,2.541960541906568,2.6818849754060112,0.9737598331287832
92,4.625,0.9592695914534404,0.5256008981684797,0.5560705154536091,0.0640163835194758,0.0623317418479107,0.0488546084753894,0.0539085334900849,0.0505392501469546,0.0707549502057364,2.884702645695639,2.1316678185060143,2.1953861500374434,2.2127638768187423,2.1084975161309485,0.5704809296891089,0.4107462693761584,4.039004982198886,4.381293540012351,1.0725041478155235,0.6845771156269306,2.510116090632077,2.41883914188182,0.960503606109214
93,4.675,0.9657642562299256,0.5399794858197325,0.5602154034342787,0.0527615871490063,0.0494639879521934,0.0643031843378515,0.0560591863458192,0.0511127875505999,0.0428687895585676,2.120330917403025,2.182693591444292,2.120330917403026,2.0466295753542565,2.1373389194142804,0.4913422803251218,0.4913422803251218,3.863737022556639,5.02509150332511,0.4913422803251217,0.6923459404581263,2.881052461906396,2.613047581729058,0.5790819732403218
94,4.7250000000000005,0.9746019190704704,0.5755301388029761,0.5463365810376075,0.0613353942951523,0.0629494836187089,0.0694058409129355,0.0500367690302558,0.0742481088836054,0.0742481088836054,1.803744819074547,2.059044085774328,1.914744500248364,2.053494101715638,2.0978939741851645,0.4591350448553387,0.6777707805007379,3.782398226665407,4.809986184198782,0.8089522218879773,0.4809986184198786,2.754810269132031,2.77667384269657,0.5079934388414027
95,4.775,0.9835484098052404,0.6360247244452549,0.6482756019626597,0.0584771565912802,0.0600576202829364,0.0679599387412176,0.0647990113579051,0.0821841119661236,0.0806036482744673,1.353156540557019,1.8802898113764197,1.9237647203099784,1.983542720093621,2.0052801745604008,0.749283468362473,0.749283468362473,4.19598742282985,3.789233540004512,0.6422429728821196,0.8563239638428262,3.1255824680263187,3.039950071642036,0.5190371780843248
96,4.825,0.9960674794214838,0.7058994624396477,0.6589061554500395,0.0665587530478739,0.0650108750700163,0.0557236072028711,0.0742981429371615,0.0557236072028712,0.0557236072028711,1.2880011721289295,1.947968714872679,1.9532910337657727,1.894745525941732,2.1129606005586163,0.7128681668932969,0.6290013237293794,3.6691743884213808,4.235275579777826,0.7128681668932969,0.6499680345203589,3.2917735941837547,2.599872138081436,0.536576639426287
97,4.875,1.0120047525325797,0.7336103374227904,0.6934527622100612,0.074298197212486,0.0652004587783041,0.078847066429577,0.078847066429577,0.0727819074734557,0.0712656177344254,1.0479544937127527,1.970780092653834,2.0854815795278667,1.975993796602653,1.8665060136774416,0.801014515773203,0.595626178395459,3.3889075667327853,3.7791454077505,0.6367038458710079,0.7599368482976542,3.0808250606661662,2.8754367232884217,0.4702973766078148
98,4.925000000000001,1.0295393068669958,0.8301117849284732,0.7686931095118,0.0772542511253343,0.0935964965556935,0.0579406883440007,0.0757685924498471,0.0757685924498471,0.0802255684763087,0.8582078761106676,2.0382437057628358,1.6857654709316685,1.9922682838283357,1.8901006795294453,0.5433458955895459,0.6842133500016506,3.521686360302612,3.320447139713891,0.6037176617661622,0.9458243367669878,3.5216863603026107,2.6966055558888584,0.6098780460698987
99,4.9750000000000005,1.0391026875634906,0.8041053670735544,0.8125696340953814,0.0873567901432394,0.0800770576313028,0.0727973251193662,0.0946365226551761,0.0960924691575634,0.0902686831480141,0.916137537244504,1.9774553399539845,1.8122502102869429,2.0825858770148296,1.9474180436508863,0.7494153724106389,0.8480226582541441,3.1751546041608703,3.747076862053198,0.887465572591546,0.7099724580732371,3.707633947715797,3.076547318317364,0.5179901097166985
100,5.025,1.0424073558766984,0.8858992707152483,0.8877429736719916,0.0742100751627045,0.0742100751627045,0.0799185424829125,0.0941897107834325,0.0813456593129645,0.0913354771233285,0.7507842086468229,2.051162086368446,1.899042410106672,1.9088565827687212,2.060976259030495,0.6379212230332482,0.9472163614736112,3.170275169013718,2.9576347613359717,1.1405258229988378,1.2565114999139744,4.194815315097417,3.112282330556152,0.8006562289090772
101,5.075,1.0380480637865117,0.9317936168884938,0.9227558514482564,0.1105316691469592,0.0965403186220277,0.1007377237795072,0.0867463732545756,0.1119308041994524,0.0769524278871235,0.8707678437851054,1.9965119070210968,1.9965119070210968,2.203379405820873,2.107161964518652,0.9096921723119132,1.0423556141074006,2.710124596679241,3.449249486682668,0.9286440925684114,1.061307534363899,3.73352829053014,3.392393725913172,0.6956128281900404
102,5.125,1.0370927512228072,0.9845993543216488,0.930539443778336,0.1042695865072765,0.0905499040721086,0.0919218723156254,0.0768302216369406,0.0850620310980414,0.1001536817767262,0.8585777267928119,2.2596633578777854,2.05681257627289,2.1417268569447074,2.118139556758091,0.7805252061752834,0.7061894722538277,2.545998886809855,2.954845423377861,0.8920288070574671,1.0221163414200145,3.884042097396057,3.698202762592418,0.8197790248531944
103,5.175000000000001,1.0401484522873616,0.9960868409148036,1.0308542699170653,0.1063012197257077,0.1170659002042603,0.1197570703238985,0.0807351035891451,0.1049556346658886,0.1009188794864313,0.8652008428093647,2.0542736588628783,2.091287598662209,2.2347166153846176,2.183822448160537,0.911328063241108,0.9660077470355748,2.278320158102771,2.4423592094861704,1.202953043478263,1.184726482213441,3.955163794466407,3.3901403952569207,1.0004150310559012
104,5.2250000000000005,1.0401212451365445,1.073461562604716,1.058114216991623,0.1055964520433587,0.1121962302960686,0.0871170729357709,0.1227558755004045,0.1240758311509465,0.0950368068390228,0.7670262285299473,2.1513043332733432,2.183074650431388,2.046916148325481,2.142227099799616,0.9297287618544814,0.8403317655223195,2.127648512705446,2.8964626811620344,1.1979197508509665,1.5555077361796117,4.004985435680841,3.8083120437500857,1.1258548252362646
105,5.275,1.044204009842972,1.0465158299938302,1.0933622620319237,0.1113744352609059,0.1139645384065084,0.1100793836881047,0.1204397962705145,0.1243249509889183,0.1269150541345207,0.828255214352615,2.07063803588154,1.8747066948518876,2.017202215600726,2.2086805716069744,1.1402340438709038,1.2104022927244975,2.1576736522480178,2.4734307720891917,1.1928602305110991,1.3682808526450845,4.43814173998982,4.034674309081653,1.1754971689325298
106,5.325,1.0472215516879986,1.1139715629886575,1.1821068907175143,0.1308971084122259,0.1385221826886662,0.0991259655937244,0.1486889483905867,0.1143761141466052,0.1334387998377061,0.8215137716601802,2.0843727078824785,1.918322051908612,2.066893691464176,2.2416838556471945,0.9467800559913432,1.153350250025818,1.996845208999925,2.168987037361986,1.136136067189612,1.3943488097327057,4.406830806068796,3.5461216642584827,1.2346784811805465
107,5.375,1.047632839046548,1.1102628812017663,1.127988413412535,0.1022796013593493,0.1459355287688277,0.153419402039024,0.1259785333816376,0.1396989677103309,0.1484301531922265,0.8963665288737808,2.114395687726192,2.0243301513321748,2.16157287345639,2.028618986398556,0.996829241186298,1.233364993332199,1.9260768389023373,2.63568409534004,1.419214512875407,1.419214512875407,4.206957306023525,3.987316964745186,1.649888591863175
108,5.425000000000001,1.050262435702902,1.1729385593688306,1.2077391639623771,0.1493800204497417,0.1542777260382578,0.1469311676554836,0.1420334620669675,0.1371357564784514,0.1432578884640965,0.9725430499104014,2.222955542652345,2.0250788182117017,2.210325113432729,2.004028102845676,1.0780517869267858,0.9785393142873902,1.9073223922550844,2.17268898596014,1.343418380631841,1.5092725016975013,4.361963384026845,4.196109262961185,1.7145592862410146
109,5.4750000000000005,1.0498934910880058,1.175685823920919,1.1360821402881804,0.1382489425579407,0.1442597661474163,0.1622922369158434,0.1382489425579406,0.1514727544547872,0.1358446131221504,0.9341929548554044,2.075065766979701,2.174272098468772,2.0585313783981904,2.2734784299578417,1.0095997876286602,1.058451390255853,2.084335045426913,2.296025323478084,1.4004126086462063,1.4492642112734,4.6571861171257565,4.21752169348102,1.8204699264745865
110,5.525,1.0509714513687134,1.151452668113751,1.1506901166779142,0.1640901510297133,0.1322165245707043,0.1676316650807143,0.1558266182440443,0.1534656088767103,0.1629096463460463,1.014779987690673,2.240634212821005,2.135097094101175,2.0255008554305824,2.135097094101176,1.311218747731221,0.9914092970650692,1.9348471765302155,2.062770956796676,1.4231520554643753,1.6630091434639878,4.589265617059269,4.381389474126269,2.116126921270059
111,5.575,1.0517424451270947,1.112917129156967,1.1571042830064022,0.1623194731328748,0.1773919956380704,0.1588411987085989,0.1727542964057025,0.1785514204461623,0.1785514204461623,0.9926727647312285,2.0172386303373546,2.073051556868429,2.268396799727185,2.1129179329620524,1.287804755024328,1.083640586544862,1.947412068573372,1.8060676442414343,1.2720998189874464,1.7903627082045526,4.695775875027728,4.491611706548263,2.0942051441834133
112,5.625,1.0518090151592687,1.108669272847228,1.1579598111888108,0.1685578742125437,0.1856414425448961,0.1924748698778372,0.1674189696570536,0.190197060766857,0.1503354013247011,0.951607320937667,2.0637739017866306,2.0676899812966623,2.21258492316783,2.048109583746504,1.2804393307042574,1.0181806726082048,1.835810606672368,2.113496244656423,1.4655630893602944,1.74324872734435,4.874925644608979,4.288700408864862,2.3844129016692124
113,5.675000000000001,1.0510799518442462,1.071872877616089,1.178120560023078,0.2092388423837529,0.2360930253634859,0.1689575679141535,0.1969306751847087,0.161125097878398,0.1857414322764866,0.996470937856612,2.100668463589616,1.873673153421507,2.1429896231124825,2.092973707312731,1.1821943734487028,1.3034450784178004,1.879385927021014,1.9400112795055628,1.409539445265761,1.864229588899877,4.819715522521632,3.970960587737948,2.424240816824752
114,5.7250000000000005,1.0512337828532134,1.1377463242002466,1.158342231442324,0.2264898379366305,0.1803122981631428,0.2034010680498867,0.1836106938612491,0.2143957203769076,0.2330866293328431,1.0736531720081917,2.052794621128339,1.943161022578208,2.049014152212817,2.230476660157864,1.1467422377082812,1.4148118517180102,1.7126669783954862,1.7573452473971076,1.3552408263825142,1.5339539023890008,4.572076194499254,4.289113824155652,2.79330361400953
115,5.775,1.0500323216404004,1.1055672343891794,1.1230162122046652,0.2106993348028324,0.2139408630305683,0.1977332218918887,0.2409535982617004,0.227987485350757,0.2031357689381153,1.1480246241014438,2.073131845464744,1.9913954644607568,1.9988260445520292,2.0174024947802067,1.5221430732422812,1.4343271267090727,1.829498886108511,1.99049478808606,1.3904191534424684,1.5075070821534131,4.244437415771746,4.463977282104767,2.7205021803553127
116,5.825,1.0500144640461462,1.0297287494378151,1.1024477683854563,0.2166560817779015,0.2102838440785513,0.215594042161343,0.2155940421613431,0.1816087744314762,0.212407923311668,1.1941328362516614,2.0303909998652103,2.030390999865212,2.1107302120900933,2.0449981293606445,1.3666518883984824,1.395423507101609,1.9133126437578736,2.0427849279219403,1.625596456726616,1.582439028671927,4.560301564445461,4.617844801851712,2.6013359950923194
117,5.875,1.0489316674387723,1.088483472243985,1.0797162571639531,0.1941913246224558,0.2307327029116276,0.2411730967085338,0.2349088604303901,0.2234244272537932,0.2495254117460588,1.181073563811092,2.024697537961872,2.2149616683022604,2.20778188979885,2.0067480917033444,1.3576308442813332,1.499050723893972,1.78189048311925,2.10715620622832,1.6121866275840837,1.7111805433129303,4.299164340224221,4.157744460611583,2.6477264807476497
118,5.925000000000001,1.0488260898575288,1.09008207530225,1.062233263159491,0.2525172573072344,0.245331806896053,0.2330138919054561,0.2340403848213393,0.2248019485783915,0.2371198635689883,1.2953472027515467,2.145970297746432,1.9130195746358,2.029494936191115,2.040083605423417,1.5433787577990927,1.5572830709324186,1.571187384065743,2.113455596265424,1.960508151798849,1.529474444665768,4.6857535259305845,3.9210163035976975,2.4440377350475457
119,5.9750000000000005,1.0481778270638733,1.086910835043979,1.0582221267404783,0.2725339769893231,0.2715245918893626,0.2785902875890858,0.2513368898901537,0.2382148835906675,0.2785902875890859,1.2702878547979275,1.905431782196892,2.009553737508197,2.0928513017572423,2.117146424663213,1.38093057902772,1.4903112189507082,1.941506358633034,2.1602676384790094,1.5450015389122027,1.6407095988448164,3.9377030372275623,4.156464317073537,2.3434523071255406
120,6.025,1.0469760008500202,1.0727932144348384,1.1151150029301764,0.2670366851342299,0.2561169693852465,0.2451972536362631,0.2720001922928587,0.2541315665217949,0.2590950736804238,1.2322250148714704,2.007059026992865,2.082153072220489,2.1572471174481125,1.9592719073025588,1.6270376465985257,1.358105804185546,1.627037646598526,2.124561555062538,1.5598046859952803,1.7211637914430675,4.181890149521831,3.872618530746904,2.141712820522546
121,6.075,1.046783185622039,1.028085561975566,1.053314655520979,0.2616827054003384,0.2753526974734904,0.2851169775257417,0.2880462615414174,0.3144098176824961,0.2841405495205167,1.2959603144427438,1.81971629644551,1.920438600676811,2.118525798998372,2.058092416459591,1.375520760815347,1.6003655005640096,1.957471851929533,2.0236026577379644,1.6797224675341256,1.640043984049068,3.994300670829183,4.311728538709647,2.0620664937693967
122,6.125,1.0456739403538995,1.0498383488143388,1.0665910884230785,0.2987315102059849,0.2775993776512209,0.2900865468881269,0.290086546888127,0.278559929130983,0.288165443928603,1.3310361855062185,1.9090295663091683,2.0015085072376397,1.9156352049469156,2.0015085072376397,1.4442328112530791,1.5353105561068785,1.7695104714452137,2.120810344452721,1.7304771522221587,1.6784327265914176,4.488831710651466,4.007420773567106,1.8489047738104796
123,6.175000000000001,1.0445682176147288,1.1623243047895366,1.1067720402223895,0.2967485424998463,0.3033639558676772,0.3043090149202245,0.3203750188135282,0.2995837196574881,0.2948584243947517,1.2705737386696627,1.894487185791336,1.9009862841988536,1.9822250142928215,2.0147205063304083,1.6257593137592914,1.6001568048811918,1.7409706037107358,2.15061074576032,1.792175621466934,1.664163077076439,3.76356880508056,4.070798911617748,1.8449481397666876
124,6.2250000000000005,1.0443712294591374,1.099876618440173,1.0680396655306548,0.3394275280016165,0.2957204216562027,0.3226886362097556,0.3152491287467066,0.310599436582301,0.3208287593439936,1.5348276166075197,1.832200467325226,1.8577809276020176,2.0272514769357657,1.7458664138910536,1.4359940200835488,1.410801142538224,2.0028337648533707,2.053219519944021,1.914658693444732,1.7257121118547918,3.829317386889468,4.018263968479411,1.6330383123130618
125,6.275,1.04133433677124,1.073551190649814,1.105473968345348,0.3029238576815592,0.3093301024059427,0.3184818805836333,0.3221425918547094,0.3322095478501692,0.3697318383787008,1.3248043691731262,1.806265339442695,1.8880822363512493,2.0611564413501138,1.9132566661692652,1.4255974461338978,1.7974924320818713,2.045422422713853,2.194180417093044,1.933853926929462,1.673527436765881,3.780932357137728,4.115637844490904,1.419272701474919
126,6.325,1.0397125442250807,1.098538647862115,1.0997023540568844,0.3242757127974283,0.3404894984372996,0.3476956253883535,0.3107642247642021,0.3377872008306545,0.3260772445351917,1.2605802596906677,1.6725143494667345,1.9481694922492152,1.8800300187524213,1.7468483205541443,1.7447834880239397,1.6349719398266291,1.732582204890905,2.086419415748908,2.0376142832167687,1.6593745060926983,3.9532157351031927,3.696988789309468,1.3229676997104594
127,6.375,1.0372499203974437,1.075073953327094,1.1277680416095084,0.3626569015269747,0.3333960757313998,0.3280759255867501,0.336056150803725,0.3493565261653498,0.3449230677114748,1.390278005492687,1.6707726908113874,1.7378475068658603,1.8384597309475676,1.8293131651219576,1.6935005210447245,1.8015962989837488,1.8496388669566493,2.029798496855024,1.861649508949875,1.6814898790514996,3.8073735118523255,3.9755224997574743,1.1688315580549666
128,6.425000000000001,1.0345517076452828,1.0928032773527594,1.1649801708002068,0.374493323615018,0.3640179858915209,0.3788580476664751,0.3483049793062756,0.3675097651326867,0.3657638755121039,1.4827840547610014,1.746923724435026,1.6628792840842004,1.7469237244350264,1.806955467542758,1.5844741892980412,1.6435963605405053,1.9983293879952904,1.9155583482558407,2.0811004277347407,1.738191834528448,3.570979143044836,3.9020633020026327,1.2263627520579707
129,6.4750000000000005,1.032428250457525,1.1670452088050531,1.124294266332176,0.347244123456739,0.3429465476713833,0.3678724872264462,0.3781866691112999,0.3438060628284544,0.4074101844517186,1.468838675228972,1.7318701482579033,1.6816281814995684,1.6491186735971168,1.7436917874951596,1.7347360001942076,2.002514040492642,2.235364510317367,2.084011704931296,1.7347360001942078,1.921016376053988,3.783820134651796,3.7256075171956153,1.3368705800702263
130,6.525,1.0297888349725886,1.1989805732905987,1.1924198040797065,0.3698737607104265,0.3351716458611645,0.380030477251674,0.378337691161466,0.3944191590184415,0.3546386858985555,1.385298007637367,1.6763270008384945,1.6646858411104488,1.5919285928101674,1.6443138115863702,1.742646335046752,1.9490123484075517,2.1209840262082174,1.7655758920868394,1.662392885406441,1.7311815565267086,3.3477153278529697,3.6572643478941687,1.1581766055963238
131,6.575,1.0270518268933613,1.199660200620795,1.1759685269999176,0.4109495935430177,0.3734389815563325,0.4042810403009405,0.4051146094562001,0.3934446412825647,0.3576011676063989,1.5534779501644729,1.564942732084506,1.6165342507246545,1.665259573884794,1.6767243558048277,1.60333238063492,1.5355859420165432,1.9646467199329296,1.953355646829868,1.5355859420165427,1.5807502344287945,3.059880810930021,3.3308665654035314,0.9923470677212244
132,6.625,1.024260871023842,1.2049559547368516,1.2383680256648542,0.356328981132244,0.3809600166943809,0.4179065700375857,0.3587920846884579,0.3686444989133124,0.3973807070691387,1.487771388804354,1.532940918635226,1.643041647597977,1.6684495081278428,1.555525683550662,1.4902522910109737,1.8127695778715591,2.2242571507626483,2.001831435686383,1.7905270063639327,1.7460418633486785,2.646866009407553,2.835927867222378,0.969934993243282
133,6.675000000000001,1.0195209224587585,1.2334685713906135,1.2376480498197215,0.3954936651759306,0.402772689688371,0.3963024456773129,0.4238009827243101,0.3865970796607256,0.3801268356496676,1.4989377887656534,1.5239664345891974,1.568461804942168,1.651890624353986,1.5184045132950774,1.78571382155193,1.840490319145548,1.8952668167391653,1.8076244205893768,1.8514456186642705,1.6980714254021418,3.2865898556170507,3.5056958459915206,0.9001231808649137
134,6.7250000000000005,1.017065914849026,1.2157099948073191,1.2980612222286447,0.3880410101495587,0.4207097604906919,0.4071641810809537,0.4087577786585699,0.4007897907704889,0.4310681447451975,1.5644040958386172,1.5972812397091305,1.553445047881779,1.5890619537415025,1.4986498080975903,1.8132242983131888,1.9535333213969464,2.30970237999418,1.8779823089672316,1.6945012787807778,1.6081572645753868,2.8169734634508456,2.870938472329214,0.9376695624294504
135,6.775,1.0142442107822818,1.3124427664751217,1.2744082968129753,0.4043169067321583,0.4239439410395449,0.3925406861477267,0.4160931273165903,0.4333649175070901,0.4090273949659311,1.708765841325931,1.5602948756499029,1.5683932919595045,1.638579566642718,1.5333001546178977,1.6802168787799636,1.946073979852742,1.914171127724008,1.7971940032519855,1.7865597192090743,1.6164111745224965,2.8074509873285463,3.2859937692595467,1.02414666119383
136,6.825,1.0106599095511428,1.3002794841093848,1.308275053573547,0.4316802587547186,0.4208495712590805,0.4440581873211622,0.4340011203609268,0.4169814685820669,0.3991881962678044,1.5561377069625737,1.4843159666412242,1.4045140329508363,1.4497351287087226,1.5401773202244962,1.550898186063711,1.8233532728046329,1.9491017743773664,2.0014969833660032,1.833832314602361,1.7709580638159934,2.755987992802404,2.9446107451615053,1.05506842263449
137,6.875,1.0088883449760018,1.3311757525612673,1.2710930881837337,0.4315234041529606,0.4246617245816234,0.4208496803753253,0.4269489511054023,0.4315234041529603,0.4406723102480759,1.5860156537388663,1.4470754394443872,1.5230993302847626,1.5204778168075082,1.4523184663988955,1.8588913747803384,1.8175826775629988,1.9311815949106848,1.7866011546499925,1.7349652831283162,1.8898728976933428,2.798664236474843,3.056843594083223,1.1893111142727273
138,6.925000000000001,1.0055821418183473,1.3227011657556034,1.3430877525305518,0.4313260551669245,0.4531177896614208,0.4170487118774269,0.4606321808664194,0.4583778635049197,0.4155458336364272,1.6717150507742016,1.519271174428486,1.560611886657833,1.5192711744284857,1.371994887111439,1.5980377587139496,1.8423237855237249,2.005181136730242,1.5776805898131343,1.59803775871395,1.4860733297594684,2.931432321717308,2.96196807506853,1.1002218886037196
139,6.9750000000000005,1.0028034387517175,1.3368195556657383,1.3712687353393012,0.4155352019460905,0.4266457688430447,0.437015631280202,0.4310899956018266,0.4629402873730957,0.4555332427751262,1.6809433056099776,1.4135205069902077,1.523036510234494,1.390598552822799,1.4670050667141616,1.7758726107477334,1.7457730749723483,2.056801611317996,1.88623757525748,1.765839432155938,1.7156735391969622,2.7089582197846767,2.919654970212372,1.0304483931267103
140,7.025,1.0012472516470623,1.413136097868023,1.3867223390293686,0.4498020856372241,0.4395793109636509,0.430086734481047,0.4804704096579441,0.4527228784011022,0.4490718874462545,1.7248910174356835,1.4461968355792634,1.385938634096794,1.4411753187890572,1.3407449829849416,1.9089372161554996,1.760574220081237,1.8298102849158924,1.8594828841307447,1.988064147395105,1.730901620866385,2.4924983340475952,2.44304400202284,1.1324032761586476
141,7.075,0.9973444498910848,1.313712789890487,1.3053422305212734,0.4571453141958608,0.4729834195695757,0.4852219555401737,0.4384275532996524,0.4593050558377312,0.4614647974796012,1.6461384660362277,1.4233528089786924,1.3936480547043544,1.415926620410108,1.4703853365797273,1.9893183923117213,1.6772684484196865,1.9698152708184693,2.16484648575099,1.950312149325217,1.6285106446865554,2.4573933081497734,2.4573933081497743,1.1295889550581568
142,7.125,0.9958083713877852,1.335231356942274,1.3783329186018118,0.4713372926797471,0.4677880660782428,0.4599797675549341,0.4997311054917802,0.4692077567188443,0.4933424976090726,1.703661530813684,1.3058150701795428,1.3546305868217692,1.3448674834933243,1.2350325710483154,1.855729261444619,1.807653373842427,2.048032811853387,1.6538105335154112,1.6538105335154114,1.6249650009540964,2.2114908297008404,2.807631835968025,1.2173992109551044
143,7.175000000000001,0.9939599765131508,1.371398006584158,1.397171065065957,0.4731908855652822,0.4843906698390167,0.460591128257331,0.4570911956717888,0.5095901844549193,0.4465913979151628,1.7449856194762028,1.2756446597550166,1.5716904958868425,1.3598853448331782,1.323782194085395,1.8963271099845904,1.8204740255852063,1.877363838884744,1.8204740255852057,1.4980984168878255,1.9532169232841277,2.7022661317280403,2.654857953978424,1.0312729931288622
144,7.225,0.9924047475439004,1.4086686895190597,1.425613738649077,0.4949678179998726,0.4742578674559449,0.4721868724015521,0.4694255456623617,0.5046324615870389,0.4666642189231714,1.642585831294848,1.3791074681825242,1.3411286050311986,1.343502283978156,1.2865339892511676,2.0104341384082587,1.8047152963385764,1.935627286746556,2.0758901336122486,1.9075747173734172,1.7392593011345865,2.6836958033635825,2.6275906646173057,1.133552803241106
145,7.275,0.990683470970294,1.4615016442841513,1.3942101150709485,0.4745700389850878,0.4915919198669061,0.4439306533978153,0.5099755512192696,0.4915919198669058,0.5310826835127239,1.802695747911684,1.3906510055318708,1.4164038019306082,1.3461689026613213,1.4164038019306084,1.9183350265065653,2.075122023865275,1.789216322799393,1.7523252645973435,1.669320383642732,1.5494244444860716,2.4163643122342315,2.4163643122342315,1.15839804951282
146,7.325,0.988337246955692,1.4411837468508333,1.4125509571783,0.493634651320039,0.5090817220416186,0.5231855692221911,0.4929630395495357,0.524528792763198,0.4983359337135633,1.7088903188240978,1.4525567710004827,1.3671122550592778,1.4132984798923611,1.283977050359728,1.87404106216664,1.7739709083616255,2.028694936228936,1.6829980412661574,1.8831383488761868,1.7921654817807198,2.256127103967606,2.365294544482168,1.3111232396493764
147,7.375,0.9871962880137216,1.4110093975291649,1.4362594898719674,0.5532176224744352,0.5240660351823696,0.5121403858356152,0.504189952937779,0.5147905301348938,0.5313539320053858,1.7905903815330553,1.2597919605442482,1.3304132096886825,1.389643934777561,1.200561235455369,1.8576909232421377,1.9833318552488504,1.9115370369593,1.9923062075350444,1.9923062075350453,1.8038448095249735,2.16281890097273,2.432049469558546,1.299449581031544
148,7.425000000000001,0.985494615774758,1.440203407575786,1.3819366030476543,0.5091879807958227,0.5274899878077388,0.5046124790428433,0.4699693943417152,0.4908859737839059,0.4954614755368851,1.597991473216016,1.3305357976707195,1.368743751320048,1.3372783777264832,1.3035654774476644,2.0895187485942706,1.832755851521245,2.328573859662258,1.868171423531318,1.611408526458292,1.8061941725136907,2.204619357627006,2.284304394649668,1.1239926820849755
149,7.475,0.9843588887299868,1.423917137500025,1.3568455578810945,0.4985293409957312,0.4875655650618019,0.5107829729218878,0.4998191969879583,0.4656380131939429,0.5127177569102281,1.6809105631627017,1.3460589865959895,1.3105780248405767,1.323883385498856,1.3660170275834096,1.9568287998440008,1.677281828437714,1.956828799844,1.9131495855617675,1.825791156997303,1.6860176712941604,2.1140739712600363,2.1926965569680537,1.297272664182295
150,7.525,0.9843293128782492,1.4108126486668373,1.3487401807330692,0.4900172424526875,0.5148362975899016,0.5148362975899015,0.5046541211233523,0.4963811027442806,0.510381595385786,1.6914700080111842,1.3151015198120586,1.347924353085238,1.365429864164268,1.413570019631598,1.758508158393375,1.7929887105187374,1.9309109190201776,1.930910919020179,1.7067873302053351,1.7585081583933768,2.09469354161564,1.8878102288634775,1.3787822820536306
151,7.575,0.9825299810319,1.3906269254102808,1.3784569114772856,0.5130863353627172,0.5708634991979318,0.5105742847611864,0.5557911955887453,0.5375788287276455,0.5344387654757315,1.7275178752067375,1.31291358515712,1.418724055013533,1.3496233400052633,1.343145147973238,2.0075851670963187,1.914011282189288,2.0331053175255085,1.8799844149503648,1.6673164947071115,1.7779038132336034,2.0756389015741594,2.1607060696714613,1.208821819309205
152,7.625,0.9824858549473146,1.4068803919297104,1.3428220929232353,0.5218745068835132,0.535510182835339,0.5776568175955277,0.5200150965264462,0.5131972585505333,0.5311715586688489,1.6537881778887065,1.24034113341653,1.374604864353371,1.2808333697308156,1.2701775180691617,1.821827729547033,1.855409807511032,2.1996261066420386,1.9813425998760348,1.9057829244570328,1.7546635736190306,1.8805963659840332,1.8973874049660335,1.303275898128421
153,7.675000000000001,0.9801745685832676,1.3826820029121596,1.400859588546329,0.4985796491566462,0.5401789327672617,0.5432377036209837,0.5138735034252548,0.5407906869380062,0.5291673576938637,1.701725988362187,1.3904089966717008,1.2494749531361418,1.2221295417038696,1.238957487200653,1.6158652209979207,1.8561733820694049,2.146200473017749,2.17105993795618,1.8064544521925467,1.5495733144954411,2.0384761249512224,1.914178800259074,1.347738134876287
154,7.725,0.9801901783132224,1.3246643882964777,1.367571656468625,0.5682328987226678,0.5724599234740587,0.5688367594014381,0.5295858152813813,0.5356244220690823,0.5410591681780131,1.6963793540474097,1.303948879243297,1.3267887481472405,1.349628617051183,1.3288650998657805,1.5541178014528765,1.7667865532306388,2.0857896808972813,1.90583919862379,1.7340682837263666,1.4232447234357912,1.946737035504129,1.9221983333759265,1.3138221435375803
155,7.775,0.9802836597534192,1.385464935454707,1.3542746464686504,0.5162390383420895,0.5353148457635064,0.5317381318719907,0.5502178203114884,0.5180273952878477,0.5490255823476498,1.6049403060825165,1.2380382437724655,1.311828602672811,1.3487237821229838,1.3487237821229832,1.477670570908435,1.7199116481065395,1.9863768330244551,2.075198561330428,1.8006586738392407,1.3484753297361125,2.0994226690502367,2.0106009407442658,1.4655585170485304
156,7.825,0.980402122210158,1.3431055360972908,1.3564111386343427,0.5290841663867324,0.5514481244764938,0.5273185907480671,0.5714579817147017,0.5496825488378286,0.5567448513924903,1.6553222307062818,1.2769050459360187,1.347731791748635,1.2667869393913596,1.2384562410663131,1.4429033151262791,1.9770166969686045,2.240087467129749,2.032819587608848,1.7617769759276671,1.5146498888065911,1.977016696968604,2.136453527369298,1.500577148164081
