,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TEGDME),O (TEGDME),O (TEGDME),O (TEGDME),O (TEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
89,4.4750000000000005,1.086068994282804,0.3130629964312114,0.2808359232691751,0.1782054136950967,0.3964161243421537,0.440058266471565,0.4400582664715651,0.3891424339872518,0.8822426885853336,0.5881617923902223,0.5146415683414445,0.6433019604268054,0.4962615123292499,0.5309793959078393,0.3378959792140795,2.7514386878860777,3.47550150048768,0.2413542708671996,0.4103022604742394,0.748198239688319,0.4827085417343993,0.2925804834594216
90,4.525,1.0927259273495953,0.3590893528012854,0.3230678503259214,0.2383134904063612,0.4197162965365759,0.4375008853728714,0.4232732143038352,0.4054886254675396,0.7969411062073568,0.5093232633656043,0.5093232633656043,0.575235685683506,0.4194426874775565,0.0944199989126966,0.2832599967380901,2.9506249660217727,3.139464963847165,0.2360499972817417,0.3540749959226126,1.1330399869523595,0.7317549915733994,0.2225614260084993
91,4.575,1.0914005412069383,0.3171461176055867,0.3094377050248953,0.1983370031525046,0.4314699717703614,0.5045414992476,0.3375208650139114,0.4071127959446149,0.5744546237056753,0.586178187454771,0.5334221505838416,0.4161865130928874,0.48652789558746,0.4387454918222075,0.230918679906425,2.840299762849026,3.048126574764808,0.1385512079438549,0.2540105478970675,0.9005828516350578,0.9467665876163428,0.1244133295822371
92,4.625,1.0884496006665083,0.3631245637704663,0.3394191026341154,0.1736432408518257,0.4017627925591263,0.4596438728430682,0.5515726474116819,0.4630486422715353,0.544894061225073,0.5391583342648091,0.5506297881853369,0.5907798769071845,0.5276868803442814,0.3389293203792324,0.3163340323539502,2.869601579210837,3.3892932037923265,0.2259528802528216,0.3163340323539502,1.129764401264107,0.7682397928595931,0.1065206435477587
93,4.675,1.0879399446047051,0.4018010215137869,0.4112923842267111,0.2199337989978028,0.4165412859806871,0.4698585705862151,0.4831878917375971,0.50318187346467,0.3087532178238386,0.4490955895619471,0.5389147074743368,0.5220736228657638,0.544528402343861,0.2432601110127214,0.1326873332796662,2.8085485544196005,3.693130776284044,0.2211455554661104,0.5086347775720539,0.995154999597496,0.995154999597496,0.1042543332911662
94,4.7250000000000005,1.085820152294961,0.4088282883939328,0.374759264361105,0.2087794294127404,0.5023755020244068,0.5023755020244068,0.505637680608981,0.4599671804249439,0.2802713277777521,0.5660381717864399,0.5825247204792489,0.5990112691720578,0.5825247204792487,0.3680330566778563,0.4329800666798309,2.6628274100809635,2.6844764134149544,0.2814370433418902,0.4113310633458394,0.9092581400276452,1.1257481733675612,0.1020595871459601
95,4.775,1.0812237527873785,0.44580126909547,0.417496426613218,0.2395664260973391,0.4184426909166854,0.5749594226336134,0.5238519183995144,0.4631617571215221,0.3013377076572064,0.6941529337103515,0.6188185067960494,0.6241995372899282,0.6726288117348362,0.4239599783055939,0.3603659815597548,2.607353866579403,2.84053185464748,0.2967719848139156,0.5935439696278316,1.3990679284084595,0.8903159544417469,0.0642429150799802
96,4.825,1.077916223355719,0.4811618417539625,0.4791817518702015,0.2221136442213549,0.4942810674221704,0.5036661509808192,0.5412064852154147,0.5005377897946032,0.2213435860832095,0.7325418682277653,0.6745709290154961,0.5533589652080241,0.5744393067397582,0.4152188483523412,0.3529360210994899,2.449791205278815,3.2802289019834974,0.3114141362642558,0.4152188483523412,1.349461257145109,1.0380471208808526,0.0838911550752688
97,4.875,1.0719800096806191,0.5615377372426458,0.4490362216638085,0.1838711591416049,0.4719359751301194,0.5485489581057882,0.5608070353818951,0.5914522285721627,0.2116639920426246,0.7227550947796929,0.7072674856058421,0.6814548036494249,0.6762922672581415,0.4474198205779056,0.3660707622910137,2.0133891926005747,3.030252421186722,0.3050589685758447,0.3864080268627367,1.403271255448885,1.382933990877162,0.0410895753591953
98,4.925000000000001,1.065181065469085,0.5435421901822173,0.4941292638020156,0.2552220170076799,0.4593996306138239,0.561488437416896,0.654569408325579,0.5795041092056733,0.2984365322856313,0.7435622075591151,0.7688534391087447,0.6575720202903738,0.748620453869041,0.4583077717175338,0.4383813468602497,2.1520538845866777,2.4310238325886546,0.4981606214321019,0.4981606214321019,1.4546290145817358,1.3549968902953156,0.0268396742975663
99,4.9750000000000005,1.0630158610794838,0.5634027727179989,0.6099649853393212,0.2501177485284174,0.5296611145307663,0.4884652500672625,0.5649718554994839,0.6091102817103813,0.2081975611732474,0.5898930899908684,0.8278331599031519,0.7485198032657239,0.8476614990625088,0.4686698346757089,0.4100861053412453,2.538628271160088,3.163521384061033,0.3124465564504725,0.6053652031227906,1.777039789812062,1.5622327822523618,0.0328786236060765
100,5.025,1.055393622524767,0.6170557613917308,0.5723283467346382,0.2249750194326017,0.5018673510419578,0.4903301705582346,0.6893465339024591,0.7412638460792135,0.306112459872939,0.777428469518576,0.8162998929945049,0.7385570460426472,0.7336981181081564,0.3445421626275507,0.516813243941326,1.9524055882227904,2.220382825821996,0.516813243941326,0.6890843252551015,2.009829281994049,1.6844283506235829,0.0386730998867658
101,5.075,1.053932163581737,0.6443329210130009,0.6837088217415734,0.2431858244249473,0.5768593974731306,0.5259600388725605,0.6645194039518908,0.6927968253966521,0.2381828960154898,0.8526947677354532,0.8812767152573118,0.8479311098151432,0.8908040310979308,0.7131051553433453,0.6005096044996591,2.345740642576794,1.8578265889208208,0.3377866525310582,0.656807379921502,1.93289028948328,1.5012740112491485,0.0695105186330919
102,5.125,1.0507461995746332,0.6993918517855996,0.6888614851338711,0.2301454105816771,0.4963376927002429,0.5323845642371321,0.6904362317450313,0.6294338337595263,0.2522427827190838,0.9669306670898208,0.9529171791609824,0.9762729923757124,1.0276557814481175,0.8648728408606076,0.4784402949441655,2.3185952754986507,2.152981327248748,0.6072511435829795,0.4784402949441657,1.9505642793877536,1.7849503311378505,0.0247857609625705
103,5.175000000000001,1.049681245928076,0.6928276709325965,0.7427456894594168,0.2556343307457585,0.5683784587857829,0.5683784587857829,0.7070736807861416,0.7859395913353652,0.3115308063392666,1.003312449827933,1.003312449827933,1.049125803701355,0.9804057728912228,0.8121458186651997,0.7038597095098398,1.8769592253595728,2.2740082922625597,0.4872874911991202,0.7940981338059733,2.2920559771217857,1.7145300616265329,0.0546955347264318
104,5.2250000000000005,1.0499995020781594,0.7758772873987688,0.8299100908737645,0.2534329694953072,0.4748533533701549,0.5202045163324729,0.7016091681817457,0.7416249002073205,0.2651503966679246,1.1864356732259675,1.1145304809092418,0.957237872716405,1.1459890025478092,0.6550454072792588,0.4957100379410606,1.929728361984846,2.15987945102891,0.5842296875733928,0.7258611269851246,1.9474322919113125,1.947432291911312,0.0655768016664012
105,5.275,1.0475700029331556,0.821706880805824,0.8415868859866099,0.2722078030538072,0.478981038065834,0.502537482560875,0.7276323966246007,0.7642757547279979,0.4056540544325521,1.2786921281026111,1.0185444192817352,1.1772786144944731,1.2125528800973036,1.007454403959634,0.6253165265956346,2.0670185184689056,1.9280592903365423,0.5210971054963622,0.5732068160459984,2.2928272641839955,1.945429193853088,0.0760376388632446
106,5.325,1.0460422263050289,0.910393270234695,0.8990133543567611,0.3261945619753177,0.6010199015923178,0.552219140351916,0.7345798797239441,0.7345798797239441,0.398071958490533,1.224503959269791,1.2201770901557636,1.263445781296039,1.1812352681295155,0.8352168562531939,0.5624929848235796,2.028383793757754,1.943157583936,0.7499906464314393,0.6818096785740357,2.4374696009021752,2.301107665187369,0.0631369676842792
107,5.375,1.0425899926378674,0.8919390243500906,0.9254465726709348,0.2974660106204453,0.5319095613636777,0.5697230372900055,0.6957679570444314,0.7083724490198744,0.4119341892835795,1.3334776848973628,1.201828614095393,1.142374195023537,1.2740232658255055,0.869939118886911,0.7026431344855821,1.4220158674112968,1.6896894424534232,0.5186175516441199,0.7026431344855819,2.4592509706995367,2.241766190977809,0.06760123451319
108,5.425000000000001,1.037738410630325,0.9350938453530444,0.989131931893547,0.3241784541770658,0.4776064248562874,0.5592696995726475,0.8116834577868514,0.7621905640193605,0.5085965906460861,1.3090108972366463,1.2339720559937817,1.4299068081279298,1.3215173707771235,0.8539773851881624,0.8211321011424635,1.872181190604816,1.7079547703763245,0.7390188910282169,0.9689358793481068,2.4633963034273894,2.660468007701581,0.0829511000133712
109,5.4750000000000005,1.03419981252797,1.0034429298996332,1.0111321477532702,0.3425809883173853,0.6025537950546914,0.5782572710605508,0.874674863789069,0.8017852918066465,0.4952566071697978,1.362978927169775,1.367071956981096,1.477583761886753,1.375258016603737,1.0319396372784169,0.854575012121189,1.902638706232081,1.6769019105774283,0.8062028416237634,0.7578306711263375,2.483104752201191,2.434732581703765,0.103161057489408
110,5.525,1.0324224765028134,1.0442586526068776,1.0480339911918626,0.3531096589222228,0.5368221166047308,0.5368221166047307,0.7944967325750006,0.8088119890177936,0.49035259184428,1.3786142541195727,1.4911541932313754,1.2982285833254288,1.3987106718181086,1.2350162149282162,0.585841025030051,1.345851003447415,1.3775180858814715,0.8708447669365625,0.8708447669365625,2.6125343008096857,2.6442013832437445,0.1172974584037002
111,5.575,1.031602825788425,1.1042196576406214,1.100511734008517,0.4030428332306543,0.5623853486939365,0.625653700422004,0.8084289387475332,0.7639067653092633,0.6039694191887091,1.5513724296808011,1.5079497916999127,1.4605796411753085,1.3382067523200796,1.0574548753472346,1.2129629452512398,1.8349952248672603,1.5395298920496503,0.8397435774816274,1.0574548753472346,2.908000907204896,2.565883153416084,0.0942569321663051
112,5.625,1.032151007635493,1.1138148487628043,1.183746977919919,0.4327383121586797,0.5225084939362781,0.5846570813207694,0.8585712257190827,0.8056298364656271,0.6824658553127709,1.4967717054018728,1.5433034682641078,1.4696281770655697,1.5588140558848511,1.2220462973920143,0.9623614591962116,1.4817311355878178,1.542833450457419,0.9776370379136112,0.611023148696007,2.9634622711756333,3.0245645860452357,0.113163981110536
113,5.675000000000001,1.0326090320995978,1.225244185751445,1.132205783796019,0.4409765352955761,0.5721387868193885,0.6083214768949231,0.8389861261264551,0.8163719448292464,0.7162085172066861,1.6190884032597936,1.7181385173415695,1.6762326998454338,1.565753726446531,1.1405770712446892,1.1255694782019965,1.6658428277389552,1.3957061529704755,1.1105618851593024,1.020516326903143,3.0315337946240457,2.8814578641971136,0.1313930084758249
114,5.7250000000000005,1.0292075218391177,1.2468333900677968,1.2559754284608482,0.4821935557619506,0.6332956838348199,0.5599667099171037,0.8110628933323134,0.8310617044007814,0.7861071119990108,1.6208779975979597,1.706975443197853,1.609647895997974,1.6845152399978796,1.209221040968175,1.076501658422888,1.6663655808463875,1.35668702157405,1.223967639028763,1.268207433210525,2.9198264159963245,2.860840023753975,0.158902117877351
115,5.775,1.0253690250219094,1.243996751064993,1.2813166535969422,0.5153718858699294,0.5546799110633986,0.5961717154342827,0.967414175594825,0.7162795701921055,0.7983056757560837,1.7584797834627106,1.6517937714953073,1.6297208035020516,1.718012675475074,1.333296450501712,1.362281155947402,1.463727625007314,1.2753270396103324,1.1593882178275752,1.2318499814417991,3.260779362640057,3.4201952425913493,0.1268820269000077
116,5.825,1.0228708665326232,1.232921808028387,1.2926998350843089,0.506562326409128,0.6181777542619864,0.6589603144389927,0.8156512035401214,0.9079485765722928,0.8099713651996783,1.7718123613742969,1.62717461758864,1.7826601921582208,1.7681964177796552,1.424462628192076,1.2535271128090268,1.367484123064393,1.2535271128090268,1.0968362237078986,1.1538147288355816,3.0198607717672044,2.763457498692629,0.2014597145585935
117,5.875,1.0214215898679897,1.3335617573097294,1.3121927156302544,0.5422882203830667,0.649901836101107,0.5929299218974388,0.8630189966407555,0.7997168697477914,0.8815551579001836,1.695571815799948,1.9124059473802344,1.7844382631689175,1.8022115526427127,1.5963645454644102,1.358310183421472,1.610367743231642,1.5543549521627154,1.3723133811887034,1.1622654146802285,3.1647226953943584,2.8566523445152607,0.1650376879709444
118,5.925000000000001,1.0172812104646027,1.3774620045501642,1.31837164210521,0.4937567901184291,0.5995618165723782,0.6783969343223797,0.8381417781842251,0.7904257858618555,0.9156682968136792,1.7614382503591397,1.6950348242543298,1.8767705167517013,1.904729854058991,1.473160537668088,1.5006962486525386,1.72098193652814,1.459392682175863,1.3767855492225118,1.3354819827458366,3.0426960637817526,3.38689245108738,0.2132612718081399
119,5.9750000000000005,1.0144290957027575,1.3112484894007257,1.384203230563838,0.5610088997995855,0.6854508739369483,0.6691306150336873,0.889454110227707,0.9098544338567832,1.0172542914855474,1.7733216702923755,1.7389549712557009,1.807688369329049,1.7630116605813724,1.5569156078735626,1.5704540044637685,1.7735299533168414,1.6110691942343824,1.2319940897086463,1.2184556931184414,3.01906243961569,3.330445561190404,0.1960304567500074
120,6.025,1.0117366677389286,1.318148031123615,1.2883055660644582,0.6018940781386366,0.682146621890455,0.678133994702864,0.9208979395521149,0.8245948870499324,1.0680378918847755,1.8589267105589435,1.730491774193053,1.7440112411789372,1.848787110319532,1.6110698158177506,1.3580919108546328,1.7442160815878125,1.5711259360867322,1.3314626577006203,1.571125936086732,3.275398137943528,3.208825005058497,0.1838233648845857
121,6.075,1.0083339558537243,1.3052830578127728,1.3177738047774878,0.5940006088526313,0.6906983823867808,0.6926718063364569,0.947243495844727,0.9097484408008736,1.136965438329782,1.6987992368026863,1.6921503161107,1.7120970781866611,1.7187459988786484,1.6370448673452933,1.5846594315902436,1.7811048156716782,1.6108521494677686,1.6632375852228178,1.4929849190189066,3.1038370684866745,3.182415222119249,0.2293199177440423
122,6.125,1.0046731867783123,1.293275151924165,1.3737592587660004,0.5959902957198607,0.7085878108721468,0.6814091003181468,0.8638947283235762,0.8153613166200051,1.1675346852985675,1.7136923672169455,1.661365882721772,1.6777179091265138,1.801993309802552,1.7006107460931563,1.6233102576343763,1.8423283082675863,1.4815926954599472,1.6619605018637666,1.417175621744297,3.3625712479569225,3.169320026809975,0.234267806859771
123,6.175000000000001,1.0009054460660465,1.2953863171764777,1.260931338138186,0.616938163480158,0.7296296546421682,0.7277196293682359,0.813670766695193,0.8576013479956374,1.23558065720475,1.5637817692747618,1.7407529571556508,1.6667468240418235,1.5734347431591738,1.5337502949677022,1.6731821399647662,1.8759920963241303,1.812613984961829,1.2548866049735738,1.445020939060479,3.130878701297703,3.1942568126600066,0.2176844110668444
124,6.2250000000000005,0.9968035009186708,1.266928156448398,1.3186759262188252,0.610826296193206,0.7198352967446093,0.6935227793701322,0.858915745723985,0.8795898665182166,1.2886338522742955,1.6337470952666746,1.6020853298545294,1.6020853298545294,1.744563274209182,1.5840477180439747,1.733721518174114,1.94575940169181,1.6838302514640666,1.6963030681415785,1.7836127848841592,3.3427148695731117,3.180568252765461,0.2856020471871024
125,6.275,0.9945186816163852,1.2708184061755514,1.272574488726692,0.6806650808878373,0.6843643476317929,0.6899132477477263,0.8175379504141959,0.8341846507619957,1.261947937904405,1.5361489713256091,1.7199883005511891,1.610931071349572,1.5299171296569452,1.779851749307746,1.81667626825894,2.013073702665312,1.902600145811728,1.5589046356005778,1.497530437348586,3.117809271201155,3.252832507355534,0.2769354129288828
126,6.325,0.9906360500332756,1.2675140748411526,1.2519582202862836,0.5643568271791698,0.744586910697679,0.660843639567866,0.9248169942161876,0.9211759824279354,1.300345348499974,1.5242255618030365,1.435286846929217,1.5303592662770933,1.600896867728742,1.7518231717570414,1.7639047108726067,2.0176170322994884,1.824312406450436,1.6310077806013834,1.4497846938678969,3.2257709438560696,3.16536324827824,0.3661446038084738
127,6.375,0.9880687933733124,1.285708001438772,1.2255910856238144,0.5877960318780011,0.6935276351731292,0.6630625969355499,0.8691496203074106,0.845852826361026,1.3071982719253092,1.433993485368411,1.4219177507547824,1.440031352675225,1.361539077686639,1.8671647232133528,1.855271954275688,2.105020101966646,1.5579527308340713,1.748237033836706,1.284419045267784,3.0445488480421523,3.0564416169798165,0.3123672167913141
128,6.425000000000001,0.9853634115120564,1.2607498143265763,1.1998898808626273,0.5822116545526955,0.6827754857936159,0.7357038180256791,0.887431703757594,0.8345033715255306,1.3701516650812486,1.4325663830133677,1.4622876772667563,1.4414827712893834,1.2928763000224373,1.5337989125309717,1.8148002400175616,1.7445499081459157,1.943592515115582,1.7913834627270129,1.475256969304599,2.8217216635111777,3.032472659126122,0.3784915839615298
129,6.4750000000000005,0.982905338040415,1.1237057909096146,1.1979231498982634,0.6218945255001482,0.7052770317124586,0.6410030165071361,0.8668306374988098,0.8303507910309242,1.4339385803915097,1.2934711276184636,1.3198087750134102,1.3198087750134098,1.346146422408356,1.3026937381540673,1.856050370290308,1.9828612651548632,1.7753525281037723,1.7177112122562477,1.3949198435101076,2.9397071082237787,3.0895745294273445,0.4231343124562206
130,6.525,0.9815809202040672,1.1444458717650057,1.2104924168715958,0.5713453805447956,0.7663554804912228,0.6551655112235233,0.8553074559053828,0.8450437664345183,1.599359149661843,1.2737238633342969,1.2218527557776957,1.3572939810643745,1.2391431249632294,1.4190328245702948,1.963941429205289,2.0207027421881003,1.816362015449978,1.5666122383256056,1.3168624612012336,3.087815426264963,2.92888374991309,0.4510786790919774
131,6.575,0.9783739813671312,1.1468331399150806,1.1644275116571523,0.6115450123317573,0.7025186505298702,0.6418695583977949,0.8709883508967455,0.8743577449040825,1.5353939715205398,1.3140247852384657,1.1891498596434489,1.1522549952631034,1.3140247852384654,1.4198932655466363,1.8782840048175988,2.168970815086989,1.9900866241519797,1.7105800758160272,1.2969103842788174,2.6720826020917023,3.3987996277651797,0.4668329778737617
132,6.625,0.9756880651489004,1.1358896015848114,1.1316884380098329,0.6687235691413833,0.7201638436907205,0.7168451163004405,0.8263631201796746,0.8047913921428557,1.571008960541766,1.2327668177916702,1.1880405840395922,1.1852451944300868,1.3389916229528571,1.453602596942562,1.673845414661132,1.938136795923416,1.442590456056633,1.7289061190907744,1.2443719201099204,2.984290180086623,2.995302320972552,0.45610489648963
133,6.675000000000001,0.9748268098351306,1.1603209506644443,1.167045949486842,0.622781661230336,0.7747992320818352,0.7306650986088198,0.8777788768522059,0.8892210596044694,1.7375646069807986,1.1895846437649835,1.1290039443139883,1.2887166974120658,1.16204796219635,1.2908862541417152,1.8115798692577023,1.9634488403331976,1.540385278051459,1.3451251723829636,1.334277388734714,2.993988286916922,3.0156838542134223,0.5442709408004477
134,6.7250000000000005,0.9723686500431276,1.120197350699574,1.1354866684980212,0.7214510116595808,0.7262821568269439,0.7262821568269443,0.9050345280193844,0.8615542215131154,1.5843183136540815,1.2289318426118128,1.1312683849208085,1.1231297634465582,1.1963773567148115,1.196952814798849,1.6778713564591028,1.8168033796053975,1.74199382868047,1.581687648127052,1.0473337129489928,2.4900893379297515,2.7679533842223427,0.5218129754748998
135,6.775,0.9686289539713404,1.1403810581567646,1.081127440868126,0.6505470279828399,0.747335732146141,0.7473357321461408,0.8298441356951839,0.8647515371967017,1.6251714422133412,1.1039404697929438,1.1066134491386896,1.127997283904654,1.1066134491386896,1.210940642996882,1.6426673070218571,1.7690263306389238,1.7690263306389225,1.2951799920749258,1.189880805727371,2.590359984149852,2.822018194114473,0.4928646609961573
136,6.825,0.9678366982443348,1.142041752318756,1.1306609202982487,0.6832656593864525,0.7708237301545103,0.7348623796604865,0.8505641160325633,0.8302381353185497,1.714706949358689,1.072021088155126,1.0298777529942358,1.1536738000293494,1.132602132448904,1.3074011930594107,1.629063391351806,1.898844589919621,1.7432015907458815,1.348905992839075,1.089500994216176,2.4176545871654187,2.5214165866145795,0.5904904805387379
137,6.875,0.9677686562707334,1.1250030667645805,1.1328054287360718,0.6903130847472119,0.733457652543913,0.7165080009094946,0.927608207629066,0.8783001301471227,1.6119829878526108,1.072059539425328,1.113592112381272,1.1784867576249365,1.0668679678058346,0.9714531742536352,1.666809130561502,1.902003056959749,1.4622926728238932,1.3293569752944483,1.1043888717830803,2.2190035664530416,2.372390909756245,0.5750460196897726
138,6.925000000000001,0.966255480561286,1.1501505395654603,1.1304446590296542,0.6606375051663143,0.7244231953203031,0.7578347473057262,0.8368075065439986,0.8929996621558455,1.583672517026539,1.1282707269930587,1.0643098014265586,1.0643098014265593,1.082218860585178,0.9373182910290712,1.5118036952081797,1.9250300385650816,1.552118460413731,1.3606233256873617,0.9473969823304592,2.529751516648353,2.4592006775386386,0.5735598100800018
139,6.9750000000000005,0.9668474592090796,1.1076630135763517,1.1133481958530485,0.7110804468607735,0.6886252748546433,0.6826372289863423,0.9071889490476392,0.8952128573110366,1.5837460083830937,1.044061859029619,1.1171966269326594,0.97849275677172,1.0037116422555272,1.1822307831348404,1.6988358312273764,1.67896640630074,1.5696845692042425,1.2617084828413838,0.9835365338684802,2.374396278733,2.4042004161229524,0.642309573138599
140,7.025,0.9660204743350174,1.1143699177924105,1.145661948174678,0.6818092606374031,0.7393645878340664,0.7024701473233845,0.8751361289133761,0.9061274589423493,1.7825463791719427,1.123725193006579,0.9347802490497203,1.0342249563954355,1.1361557814247936,0.8226789425872801,1.3025749924298604,1.6551516821101238,1.713914463723501,1.2144308200097944,1.0675238659763515,2.095872544210452,2.330923670663962,0.6397947753211566
141,7.075,0.9659418627670744,1.125381927896861,1.0972934264231673,0.6896663815692393,0.7958808243003667,0.7624159998782309,0.925375144890372,0.9472000303830692,1.556450103098448,1.0490718805136,1.066229598185551,0.9681854972029718,0.9510277795310206,0.9366182677199436,1.660807649977632,1.728398658988349,1.361476038644454,1.4194111892250691,0.7917803912684058,2.07600956247204,2.1146329961924497,0.6893100569081347
142,7.125,0.9649230262646328,1.158223493752388,1.146872812708166,0.728798723572884,0.7617955161755937,0.7833151635251868,0.8937826865864316,0.86652446661028,1.6700239557777257,1.0392334312365006,1.1431567743601514,1.010231568039203,1.0102315680392036,0.8283107898016082,1.4186012377062045,1.561413442844412,1.5709342565202926,1.4471636787338458,1.0092062496433392,2.075537381341961,2.3802034189701384,0.7566132337526309
143,7.175000000000001,0.9661577736001332,1.1031855540704003,1.1537780733926222,0.7356532974869027,0.7384827332464684,0.785168423279291,0.9464462615744968,0.9209813397384118,1.83272348347732,0.984284523636064,1.0438659112653654,0.946152435553311,0.9676017350998594,0.8637495709653925,1.2862357741549866,1.5960589898273536,1.6242247367066602,1.333178685620497,0.7416980011550652,1.8777164586204167,2.112431015947969,0.682875659032977
144,7.225,0.9671016025005266,1.168330823938426,1.1294747723486374,0.7422489755329629,0.793871554658376,0.7129496738671879,0.91943999036884,0.9013023274328844,1.7580868880856804,1.0741252778812234,1.0576725930996729,1.027117607076794,1.015365689375686,0.8055405406031868,1.4629356944287764,1.4536766077551768,1.2870130476303794,1.3610857410191783,0.8703541473183859,1.7684855546575715,2.1851444549695653,0.79817106345481
145,7.275,0.9672662718808932,1.0917923832420178,1.13316465145422,0.7073116719952843,0.7596031963840405,0.7651075673723308,0.8669384306556992,0.882075450873497,1.898595163135979,1.1080933919157487,1.07795696075486,1.015365911420707,1.0107295373959546,0.8584316754919772,1.0867379721653756,1.3059120169718386,1.4154990393750693,1.1050024758992478,0.803638164290362,1.7259956028508914,1.9725664032581611,0.8456651601269747
146,7.325,0.9680876140764304,1.108726661937057,1.1048605092995387,0.7709865505287711,0.7913471108420307,0.8388550849063036,0.8700746107199692,0.963733188160964,1.7355654850412106,0.9466720827497508,1.0198448041217123,1.1135973533795378,1.0244180992074596,0.900800547192706,1.1980647277662997,1.4863209028679645,1.270128771541715,1.0539366402154662,0.7566724596418734,2.062833253071295,1.9547371874081707,0.8887592337557423
147,7.375,0.9691138142242276,1.179768915519294,1.1471388126116129,0.798060760387887,0.7712801979587637,0.7980607603878874,0.8596560539748717,0.910539122590207,1.851968593920775,1.0195978129746537,1.0083190761054648,1.1346409290403774,1.0759914973205962,0.7819924229304133,1.1374435242624197,1.4395769603946242,1.3062827973951223,1.1818749119289207,0.9241728634632158,1.7328241189935305,1.9283222247261336,0.8587952501825062
148,7.425000000000001,0.9697022319020652,1.1229615394286263,1.11125531340331,0.7728170938631513,0.7873486973375006,0.8256592883153324,0.9207752383292582,0.9273805126357808,1.873845187037176,0.9970102657870008,1.0882545088612574,1.0993818555776302,1.1683714052191416,0.946836047865903,1.2186130616051891,1.37641906958284,1.2624480638212034,1.2536810633780002,0.7188940363426294,1.6832640850949387,2.0427111032662544,0.8974545759817394
149,7.475,0.9701388489977524,1.1166515512124702,1.1211891083101198,0.8081334566938718,0.8159541030489742,0.8172575441081574,0.95672573744081,0.9280500341387694,1.8598399414704256,1.0913110400363657,1.1769471176247326,1.1505975552898495,1.1308353835386888,0.8304104493417374,1.0293629528298618,1.3667171978749428,1.4186178509588008,1.09856382360834,0.8563607758836668,1.842473184476979,1.6521707898361646,0.9146166109777948
150,7.525,0.9722939157235982,1.0859870586781064,1.1038968902305186,0.7395518861254614,0.8270119352672555,0.7652754299906949,0.9839255528451794,0.9324784651147122,1.817872951285331,1.0898570852163547,1.0963572268776849,1.1591919296038762,1.1158576518616754,0.7425919413095339,1.1181556817419416,1.4083640266215305,1.433970645287376,0.9303738115257376,0.7255208621989698,1.7412500692775292,1.724178990166965,0.9283705726505198
151,7.575,0.9720380317493206,1.1419929940887137,1.165692461781726,0.7907452762124221,0.816130357310735,0.788206768102591,0.9633638276809454,0.9189399357588988,1.8025067373565729,1.0990373226586934,1.1760126993429598,1.156768855171893,1.1418014208166192,0.9518251544544388,1.263484718302352,1.5161816619628217,1.1876756352042106,0.9265554600883916,0.7496675995260628,1.87838061454283,1.693069522525152,0.9189917420468544
152,7.625,0.9755224149276908,1.1139828343691762,1.125875889540377,0.8380313706845111,0.8217467551106716,0.8129781159555269,0.9833402481126172,0.9708136207481256,1.850693562697244,1.156419694821083,1.1353171456455158,1.1733017341615368,1.1163248513875057,0.7648075398175269,1.0973325571294943,1.5545544559334512,1.2552819403526791,1.1139588079950922,0.8562519195783181,1.5462413305006506,1.7706957171862292,0.971363258479425
153,7.675000000000001,0.9780938988480024,1.1586000267070609,1.1421659837750455,0.8667126281775439,0.8345663680739542,0.9433690945784108,0.9779881439207376,0.9310051483847224,1.814161824999872,1.0643360419918877,1.1997212528127736,1.1455671684844195,1.1851413070320629,0.7876957720487906,1.0092352079375135,1.3210314510401595,1.1487230009044862,0.9600042221844636,1.0010300436453383,1.6164173655584584,1.6000070369741075,0.9919038915244494
154,7.725,0.9786110619660784,1.146740461272327,1.0934396247429965,0.7945073274360064,0.8787177814960436,0.84820674741632,0.9446216151082468,0.9531647046505702,1.8771045326580065,1.1575135289008305,1.0958343000073576,1.2747040637984275,1.1287298887505426,0.7370356341512909,1.13390097561737,1.4254755122046947,1.1662981463492947,1.0205108780556338,0.7613335122002345,1.5064684390345064,1.6279578292792254,1.0663793213112915
155,7.775,0.980083734916756,1.0870470861760533,1.127463428208555,0.8674523242126975,0.8891386323180148,0.7903454509493466,0.973474274949805,0.9770886596340242,1.9565498384453803,1.1101999601967034,1.1792069047061882,1.1731180566612336,1.2157399929759154,0.847518445045183,1.1433503551081237,1.5111413784296186,1.0953776129357553,1.0234184996772018,0.7115956755568043,1.487155007343434,1.3592276948837831,0.9127058957181788
156,7.825,0.9822353163998312,1.0773402618404613,1.1262760529093852,0.8147714675971658,0.8052558884135493,0.8456970999439196,0.959884050147318,0.9765363137186466,1.7332535987003777,1.2162831611689358,1.2343170136409625,1.182219217610662,1.2082681156258126,0.7341053076996877,1.1129983697382364,1.34980653351233,1.184040818870464,1.128785580656509,0.9945942878511904,1.5234658536133316,1.4050617717262843,0.9622143960698356
157,7.875,0.9836853504290152,1.0893480632849482,1.0908347204849271,0.8807934780700217,0.8819678693741146,0.8068068259121396,0.9207227824091954,0.9465593910992494,1.7231843604961885,1.1534058348671383,1.234520138862941,1.1909953903773889,1.1593410278424416,0.8495119642428073,1.0365604701311313,1.2781647902368845,1.1690531618020283,1.1144973475845996,0.974210968168357,1.5509438613240254,1.465213296125209,0.9920251115862936
