,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DFEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.071317881665257,1.0201959952824424,1.0143231564938102,0.2611828047386679,0.8172668272936948,1.786375578784033,2.036468159813798,2.15258257243476,2.1570485113817197,0.9852131979960422,0.7740960841397478,2.586184644739614,2.515812273454182,0.738909898497032,1.2842957759591265,3.852887327877384,4.574204133553059,1.463278567213146
106,5.325,1.0677136205751232,1.1040394239374445,1.056288278084818,0.2563010266267632,0.8151386584858384,1.9984044530620533,1.9370499303803232,2.129878430237188,2.221910214259782,1.208498174034072,1.0876483566306647,2.399732088439085,2.330675049922851,0.9322700199691412,1.3638765106955957,4.454178984297006,4.3678576861517175,1.7672964550888923
107,5.375,1.0653242792540134,1.0690499419753077,1.0213750012522969,0.2731166923559514,0.8215504909050549,1.9656993421131408,2.103341309175768,2.090437374763647,2.0904373747636478,1.050562741027247,1.3894539478102297,2.270571085445984,2.084180921715344,0.9997290600098004,1.287786585775335,4.151417283091543,4.812255136318359,1.5120426547536674
108,5.425000000000001,1.0619109397329134,1.0486416784648522,1.126377597140764,0.3019714790640168,0.7515855195309363,2.06052659287133,1.992968343924729,1.9803011722472432,2.250534168033646,1.264158143167457,1.3473264420600524,1.8629698951941465,1.9794055136437807,1.1477225247178229,1.3473264420600524,4.324751542414982,4.59089009887129,1.8875809224174689
109,5.4750000000000005,1.0583098947770968,1.0529400505492088,1.059949266862036,0.2840124039239416,0.8083962814127796,2.1101215755851555,1.944296697346636,2.039646002333785,2.0230635145099334,1.502473896767187,1.1758491366004074,2.302704559175796,1.9107548469756608,1.1595178985920684,1.5351363727838647,4.1644656921264405,4.540084166318235,2.007242467453501
110,5.525,1.0551063338980733,1.0538526886591413,1.056911767581229,0.3224300639704607,0.8345402613217914,2.186088391852692,2.0273221957963514,2.291932522556919,2.1087407578765256,1.7961428240717363,1.1867372230473974,2.1008456245839064,1.6678469080666125,1.0263673280409922,1.6357729290653316,4.153580280665891,5.05165169270176,2.1546840893360564
111,5.575,1.0527151749735904,1.0200121253263816,1.009496536405491,0.2846044334527328,0.8676169751190153,1.9231509909320108,1.939143930565541,2.175039790160112,2.1550486156181994,1.5908128590019095,1.4805585024374206,1.7168178379327537,1.9058253063290205,0.9135360972486208,1.3388029011402207,4.189665549450574,4.473176752044974,2.354878764406539
112,5.625,1.0502308754451315,1.037374639264609,1.0366368194642783,0.3438809282239366,0.8758261562137937,2.101197280602598,1.991228077131808,2.0462126788672026,1.9283885322913563,1.5317139054860094,1.547185763117181,1.949454061527648,1.62454505127304,1.2532204681249166,1.655488766535384,4.981938157237316,4.610613574089195,2.474707840496102
113,5.675000000000001,1.0494533338280363,1.054694475591288,0.9677093642023156,0.3610590227662223,0.8527440419832252,2.029607991326588,2.002597999046577,2.110637968166622,2.0604765539323155,1.5200428555850698,1.2920364272473086,1.884853140925488,1.839251855257936,1.2160342844680554,1.4288402842499657,5.365751280215297,4.818535852204673,2.799825876139399
114,5.7250000000000005,1.0466232682374517,1.0441873961547563,0.9815076615970362,0.3345067582052135,0.9251178164861916,1.9336478951145808,2.0132686907957686,1.9146905628095348,2.1270126846260378,1.6728409597663851,1.6429687997705578,1.642968799770557,1.6877770397642993,1.4189275998018451,1.3143750398164469,4.256782799405536,4.719801279340873,2.615338089430684
115,5.775,1.0445897732176694,0.9442858428902166,1.0142847934380452,0.3274943188663939,0.8570025360917314,1.810883619741659,1.892857775367824,2.0828887725012057,2.265467573668575,1.6439995949269577,1.5412496202440225,1.820142408669132,1.6146424593032618,1.614642459303262,1.2770353996307608,4.829248810097941,4.462284614801745,2.7630157186240467
116,5.825,1.040104296889077,0.910943996815598,1.0327242743355074,0.3500468866210682,0.8496780910107093,1.9886862216328236,1.9410749492917063,1.8531772157388748,2.109545605267967,1.6303253862261389,1.7168913359372615,2.019872159926189,1.7601743107928214,1.6447530445113254,1.2984892456668355,4.169593244419061,4.9342591335339785,2.876109512851168
117,5.875,1.036963545077894,0.9780209294813436,0.9557009497628898,0.3790067133308857,0.9756900784524714,1.8577715146917888,1.8757731766558567,1.92977816254806,2.0197864723683985,1.3757633779811758,1.6168765473180835,2.084919758383844,2.184201651640218,1.0353683153878943,1.0921008258201084,4.793897131522035,4.453502068928754,2.669756683528167
118,5.925000000000001,1.031619782487708,0.91569927975584,0.9502790637408096,0.376185927654566,1.0336286199909714,1.8548677975180456,1.9787616389553195,1.9008855100518909,1.9893811110785145,1.8128189786060032,1.5478685125020488,2.008045637840496,1.7012608876148645,1.5199789897542642,1.2550285236503098,4.796997912618954,4.253152219037155,2.530974189361457
119,5.9750000000000005,1.0275434218204045,0.9717144809443676,0.9913318661585878,0.3641000143838226,1.03032519184593,1.8100307424320392,1.8483198542911785,1.9492638764652728,1.945783048114442,1.659194847229371,1.947154283525378,1.8100307424320403,1.9882913458533784,1.4672218896986997,1.3575230568240293,4.305679190330764,4.237117419784097,2.410296039667155
120,6.025,1.0230847143166757,0.9723741731848462,0.947936197932846,0.3946909898296922,1.1399573411275092,1.9992044661215165,1.8314629955051571,2.098480030363853,1.81434651891165,1.5643422244246823,1.753142148062143,2.11725628650582,2.1172562865058207,1.67222789507466,1.0518852888372878,4.315426825999123,4.28845540833663,2.075285458000409
121,6.075,1.021017240002403,0.9463129784840948,0.9633921565717094,0.3960977354368635,0.9865828582143212,1.919290884580761,1.8822519376853428,2.091016911095883,1.963064185457164,1.750932035056135,1.724402761797709,2.082547950786464,2.122341860674103,1.565227122247151,1.2203465698876093,4.244683721348206,4.655887456853814,2.0412651531139088
122,6.125,1.0166242657393407,0.9079018751676292,0.9502166986846948,0.4029410353117581,1.020227627277523,1.8383971855163157,1.7920232024582463,1.8549593223227687,1.8417096128776065,1.6441684902406366,1.6180705776971345,1.9181965719474092,2.153077784838929,1.5789237088818813,1.396238321077366,4.384449307308363,4.501889913754125,1.7664025908270402
123,6.175000000000001,1.0129439626261307,0.950196965667656,0.976523299123654,0.4171355361896297,1.0265857185578688,1.818523272873939,1.8413362888418925,1.8283002797173469,1.864149304809844,1.5662962478429825,1.9129355813820028,1.9899665443906736,2.4521523224427013,1.6048117293473183,0.9757255314431704,4.519149829842048,4.68605024969417,1.7465591816864028
124,6.2250000000000005,1.0093996801773093,0.9868043835174978,1.0006606111248864,0.3772387778605267,1.1095733406328625,1.985045947548385,1.8567715729087488,1.7349109170010932,1.789427526222939,1.6549337879644097,1.9707608467362412,1.8949623526310029,2.273954823157203,1.490703717403056,1.3517398115434498,4.371046493402181,4.055219434630347,1.6633128731971305
125,6.275,1.0054441777380478,1.0108642652613316,1.0067140893922235,0.4440246185453552,1.129832933087215,1.6663457784079605,1.8872628323635607,1.865171126968,1.7578685579038524,1.5665027462306242,1.777856291356977,2.001642397961352,2.0886703283074977,1.5167725003185395,1.5416376232745814,4.127610410702915,4.276801148439165,1.394096102877254
126,6.325,1.0002226687735831,1.0001973861697648,1.001948023368429,0.438070331878765,1.236291012069528,1.643210918052211,1.798523859266976,1.6587422121736866,1.7860988239697944,1.29709838178149,1.7865694692462024,2.0190682357919414,2.3739347742038577,1.737622360499731,1.284861604594872,3.842348036597999,3.87905836815785,1.4833970711940776
127,6.375,0.9985327060402728,1.0196097315461763,0.9753787741776948,0.4026134966314518,1.2628402289792875,1.70926800968383,1.6328248965494905,1.6664598663286,1.5808435796181397,1.4936521014855195,1.9152474527112704,2.0718400117379776,2.1922958263739063,1.9995665229564208,1.4093330312403691,3.6016288576142745,3.625720020541463,1.1884563997089763
128,6.425000000000001,0.9948012181831029,1.046216323105587,1.0190712509385231,0.4416424155681237,1.2251997925353433,1.8302738915515693,1.5924586984058886,1.652665076417453,1.5473039148972152,1.4467775079748737,1.8262601330174628,2.158307429929729,2.3717664065161856,1.861836629115206,1.2570361954535787,3.771108586360736,3.8896969066865448,1.1141251686119655
129,6.4750000000000005,0.9913317814060074,1.0189845639662607,1.0373596954476196,0.4437629322524682,1.2330270046157843,1.650952023007194,1.6153839363355849,1.799152384138899,1.6331679796713892,1.4478726190564144,1.728106029196367,2.1134269681388003,2.171808928584624,1.751458813374696,1.4361962269672497,3.619681547641038,3.456212058392733,1.2699863599837342
130,6.525,0.9894963243025902,1.0730646485202364,1.050035156829971,0.4516193548533699,1.2579838746529517,1.5586157518901989,1.4652155570203746,1.657853458939388,1.581965800607657,1.5637456868357036,1.943183978494367,2.299626010052505,2.276629749951979,2.000674628745679,1.2417980454283524,3.851873566837946,3.36895210472692,1.095724862646954
131,6.575,0.9873551734385736,1.089747229744799,1.084887108303915,0.4370916414957512,1.3625288150268038,1.595366017594677,1.6068641510548185,1.5838678841345355,1.5579970838492152,1.551376946402466,1.8457988486394303,1.891094525906656,2.264783863361264,1.9930097997579128,1.472109511184822,3.940723922248604,3.510414988209963,0.9876075347014656
132,6.625,0.9839126209240338,1.0930404108189742,1.0967636628266302,0.4257879820727277,1.2231251078864571,1.571376006659686,1.4779428386961366,1.4326419087744158,1.5600507741792558,1.5615093268471891,1.7399675356297253,2.063423039048072,2.1749594195371564,1.8403502780699017,1.5838166029450065,3.5580105376018096,3.134172291743287,0.9915356600213354
133,6.675000000000001,0.9833981362690736,1.1495563678016414,1.1113076828200914,0.4418028194326205,1.349900480874651,1.4447282006055144,1.461462504087432,1.5116654145331834,1.4224157959629586,1.4612934707189276,1.7359726945382743,1.9557160735937529,1.7359726945382747,1.6810368497744048,1.7030111876799523,3.219240503162751,3.2412148410683,0.9582380922383528
134,6.7250000000000005,0.979639506626454,1.1371719488721237,1.1330424093392244,0.4802527087367474,1.2886863426186337,1.4398116066783877,1.3958478934973684,1.4233252142355055,1.4178297500878785,1.6669574581136557,1.8184990452148964,1.8834454396868567,2.489611788091822,1.959216233237478,1.515415871012413,3.344739315305969,3.193197728204728,0.9841366917434844
135,6.775,0.9779698472028818,1.1819899187939111,1.1723264900258028,0.4858569589966471,1.3536624914030628,1.3401258664890323,1.3699064412999,1.3076379666953593,1.3671991163170936,1.7064351406777991,1.7171003603070345,2.2077004632519026,1.9837308510379408,2.122378706218013,1.6211133836439091,2.911604958781494,3.146239790624693,0.9804384044876476
136,6.825,0.9770266992373168,1.241916128538104,1.1822760884670651,0.4965953555797357,1.4646236808861175,1.440613456609296,1.3925930080556534,1.427274443122173,1.4646236808861184,1.7235622275482714,1.8181479595478711,1.8076384337701397,2.028338475102541,2.007319423547073,1.681524124437338,3.163367259097744,2.8165529084325422,1.0050538325399707
137,6.875,0.9755252598067736,1.222435920888912,1.1809471866041972,0.4630394654757874,1.2856492506534798,1.3171989255161425,1.3356029025193614,1.3750399960976896,1.4591724623981226,1.5950113402790282,1.5846541237837095,1.5017963918211623,1.9678711341104895,1.6053685567743463,1.5017963918211628,2.7135907217734125,2.806805670231278,0.9904880917767728
138,6.925000000000001,0.9738229982208312,1.2140965526764969,1.2218854640008048,0.5525021198644999,1.4278122964750084,1.3837600114657975,1.3293424829250082,1.3034293740960603,1.3189772393934294,1.480188186138366,1.5924783243971383,1.7864340177532,2.021222488657905,1.9293487391734547,1.7456012402045549,2.899127205953761,2.5112158192416403,0.9418621800888876
139,6.9750000000000005,0.972313443457408,1.2145071628925166,1.198192171372032,0.5249761145688553,1.448284011978115,1.3793181066458235,1.3205693724738723,1.305243615733363,1.3537751787449754,1.5194171960413876,1.8414128932157217,1.7307268723120444,1.7206645067753463,1.8615376242891173,1.5194171960413876,2.545778480784577,2.525653749711181,1.0537760969707235
140,7.025,0.9714617851116548,1.272967823519148,1.2341780199039234,0.5293109361085866,1.5712708742479389,1.304356270609667,1.2464408377447591,1.188525404879851,1.1557905949996852,1.6863386907963998,1.914490396021796,1.8549725598760407,1.874811838591292,1.9244100353794216,1.5375441004320112,2.7576597414199946,2.648543708486112,0.97536372296003
141,7.075,0.9714375518575928,1.3063412235751692,1.2419802493326229,0.5276635947959407,1.5193495003130144,1.228885625253173,1.2661245835941772,1.2139900419167706,1.204059653025836,1.907086048372692,1.77994697848118,1.9364258337322728,2.004885332904626,1.9364258337322728,1.4669892679789949,2.6405806823621902,2.523221540923871,1.030784499928914
142,7.125,0.9701277652935104,1.2853118501041902,1.2535814323377534,0.5579143952297957,1.390393655028354,1.314509494278567,1.2239380766094663,1.2655519712141885,1.2851349804399403,1.513974311733287,1.6489783904865738,1.9961317358521675,2.1214926661230766,1.8129119146869932,1.6779078359337058,2.584363793277202,2.246853596393985,1.1949632160203445
143,7.175000000000001,0.9700078804469086,1.2479611919735674,1.2615654200837438,0.5348385124281713,1.4628103247330588,1.3131498624666398,1.243147388180735,1.264872293993601,1.146592251234658,1.7116592458622657,1.6736223737319926,1.9018436065136288,1.987426568806743,1.8828251704484924,1.6165670655365845,2.5294519966631266,2.2251570196209465,0.9670292542099392
144,7.225,0.9688829219110076,1.277259042423025,1.256239723447576,0.5926981187224717,1.442633952699259,1.252187226270313,1.1736279516183736,1.2640901466721224,1.2450454740292272,1.7724530561966567,1.6505382957175214,1.969392284662952,1.9693922846629524,1.800587231691842,1.866233641180607,2.4851855020746783,2.5320757945666528,1.0831657565646244
145,7.275,0.969640049414006,1.3118116344613189,1.2932857135980456,0.5885024438755626,1.58488235077565,1.281993723738526,1.2021626127364935,1.2279903251195037,1.2185984297075003,1.8776675751725889,1.8776675751725889,2.081158642432672,2.192153770029081,1.8961667631053236,2.0626594544999373,2.4141440252218995,2.182904176062714,1.1243919685850532
146,7.325,0.9705937543558444,1.306146715272302,1.2687287880526426,0.6269353908400662,1.5980600973920418,1.28076410704029,1.2344435245071874,1.1510664759476026,1.320136602193427,1.5419139367458583,1.5601614389558678,1.8977402298410548,1.8977402298410555,1.970730238681096,1.7426364610559688,2.299185278461278,2.052843998626141,1.09680522212311
147,7.375,0.9702024299337274,1.229265009673975,1.2833458026973412,0.5940302979709431,1.549048238554999,1.2040537193487972,1.2200468427557067,1.19034532785716,1.071539268262971,1.7190876804916682,1.8270931892136584,1.953099616055979,1.809092271093326,1.8900964026348197,1.584080794589181,2.358120273763441,2.331118896582943,1.0607683892338284
148,7.425000000000001,0.9696848339594594,1.2572274637042042,1.3033836757431938,0.6229678934581915,1.5124775051861563,1.3253901237696866,1.239735659988653,1.1337946126805318,1.19240029842545,1.6604944294393456,1.5539386371758588,1.7848095204134145,1.8824856633216096,1.829207767189868,1.5006607410441153,2.2554309362438154,2.273190234954399,1.06746070463958
149,7.475,0.9702818711605408,1.259683736204105,1.2697110694276197,0.6347293338083084,1.5078795168192294,1.1587097761988476,1.2054140090206815,1.2209820866279606,1.2165340644544522,1.7347286476681418,1.629593578112497,1.7172061360755342,1.927476275186824,1.953760042575735,1.3404721368344732,2.321732786020492,2.2691652512426685,1.2007390469403636
150,7.525,0.9718378698456374,1.2891738687595629,1.2248594704460058,0.6314562370311261,1.487907896605586,1.3189272062831223,1.202615822035193,1.200421267615421,1.1565301792199758,1.4091699440901204,1.7031072330414347,1.9019471638026175,1.9105923781835383,1.659881161136831,1.48697687351841,2.2218200958966943,2.2650461678013,1.2896366228028973
151,7.575,0.9722310669878972,1.2482073142331929,1.2551237172129732,0.6578876657439743,1.5441292147562955,1.256093891386607,1.1694667264633924,1.1954548759403572,1.1911235176941966,1.2285307025474033,1.902516296306048,2.004893854851665,2.0731455605487428,1.7404184952754878,1.5100689885478498,2.201117508730764,2.2949636040642463,1.174991418103905
152,7.625,0.9725958020096448,1.2531721520458723,1.2648164943750395,0.6164306942300546,1.5004337384700484,1.2012019387751662,1.24822407872722,1.1648666488122172,1.098608178879779,1.5324295196495457,1.6924084255470269,1.8102876193662223,2.054465949420271,1.9618465828480456,1.5324295196495463,2.071305834251585,2.2060249129020946,1.1142676855985056
153,7.675000000000001,0.9733596697790368,1.2475979096022567,1.2769251793959568,0.6323956164602422,1.4767286370133268,1.204588645335156,1.147629112193213,1.0885599667126806,1.2109174823509272,1.0554454457614713,1.6704294062839045,1.8283306934450705,2.0527167330951483,1.720292970650588,1.3296950497782327,1.9696107924840072,2.1856862380729702,1.197743168562995
154,7.725,0.9760135030291768,1.2232848802011007,1.2072456476816755,0.6952191206056405,1.447262380467682,1.2327760132904575,1.1911281750036185,1.2286112294617737,1.1952929588323022,1.566842158579139,1.7309094003151748,1.9277900903984184,1.9770102629192283,1.7965362970095895,1.156674054239049,1.9359934524852196,1.837553107443599,1.2900205420377773
155,7.775,0.9761801107421532,1.2091466987782915,1.2690054462425635,0.6636354031832944,1.5582167722044322,1.1573562569275664,1.1758575114788066,1.2251941902821126,1.190247376129771,1.2957107564504744,1.5062637543736763,2.0488426336373124,1.846387827941926,1.5548529077405693,1.328103525361736,1.813995059030664,1.7168167522968785,1.374378909520682
156,7.825,0.977348696993378,1.230345299290332,1.1975564254945563,0.6402602447941342,1.5688097688140623,1.1405835576630057,1.1750851955282566,1.1040524116880333,1.1994392928449051,1.215244856002426,1.6309865172664142,1.8948225715300988,1.9667778590565583,1.7589070284245645,1.3431653671605763,1.8708374756879456,1.8708374756879456,1.2303375183520802
157,7.875,0.9793825163818228,1.240369429794414,1.2497804269855712,0.6227806017830964,1.4988562221838817,1.150191806863032,1.1742376286092977,1.180249084045864,1.2263369090595395,1.168286894944817,1.6498105475909912,1.8076871550159663,1.8471563068722092,1.760324172788474,1.263012859399802,1.9655637624409408,1.8471563068722097,1.2759007457202096
158,7.925000000000001,0.9796431403588994,1.194659412156143,1.2623096962297014,0.6949562191647601,1.5452971820846582,1.2049756515871397,1.2188259464329692,1.1238524960615686,1.2128901057847574,1.18476981018868,1.4575786480610744,2.010990862030787,2.0577580913803386,1.6836202565839151,1.18476981018868,1.6212639507845108,1.784949253507946,1.343842018860629
159,7.975,0.9816126141299152,1.215331050115309,1.2454298559472192,0.6405616194308114,1.4458720910323333,1.2231296337651898,1.207498584132408,1.1625593164381598,1.1723287224586485,1.15456616605776,1.554815770291117,1.8780942967872905,1.9165798356558827,1.770334787955232,1.308508321532128,1.5394215547436805,1.7087579257654864,1.451454608758325
160,8.025,0.9841010785022438,1.2201714066301104,1.2009589632102065,0.700314390036313,1.3912485951203757,1.2079356734332256,1.171273089095795,1.1037367495268449,1.1905691861154957,1.2694492918111775,1.6571254228433336,1.679929901139342,1.923177669630107,1.6723284083740062,1.2086373496884868,1.4594866109445874,1.429080639883242,1.2542463062805038
161,8.075000000000001,0.984788028908176,1.245206408368898,1.2172805602226138,0.6999482869301222,1.4293407483156952,1.2311388312159195,1.1815883519409751,1.2406677695380242,1.1834941396053962,1.2763002237485594,1.591621455498202,1.8919273904978615,1.794327961622973,1.8018356099979649,1.2763002237485594,1.621652048998169,1.4940220266233133,1.4157279792841155
162,8.125,0.986142553985905,1.2094174073860295,1.2341715648471472,0.714006990565955,1.4456863195226028,1.334624479871779,1.2536811052110088,1.1087359924463722,1.1407368614983044,1.2087315779152454,1.4311975125008731,1.9206225685892555,1.8390517259078576,1.490521761723707,1.2013160467623911,1.6017547290165206,1.6165857913222292,1.4033514363350532
163,8.175,0.9889672769220402,1.1995590547738233,1.1939699619152384,0.6997070119965657,1.4261967701894485,1.301613740720488,1.0821988529990345,1.2458302946896094,1.2216574680762289,1.2086413306690245,1.6627974670416277,1.589546477304111,1.8679002383066745,1.545595883461601,1.0767895491414945,1.3990939039865675,1.4503695968028294,1.4503695968028287
164,8.225,0.9883267100009536,1.2423031004235996,1.2257390590846184,0.7495441611304722,1.3097166250782102,1.2839998891019204,1.205012771460457,1.1811329451967592,1.245424785137485,1.0854466483499134,1.5196253076898791,1.9538039670298435,1.86696823516185,1.642642594502869,1.0492650934049164,1.49791637472288,1.2446454901079012,1.442536443684619
165,8.275,0.9903008892020768,1.2061983258761115,1.1997207203951483,0.713828443046468,1.3393065622290432,1.2122720644566412,1.3120848841349575,1.1650878224268917,1.0961262379218737,1.2367990713858583,1.6014045779793775,1.7729836399057397,1.694343236522824,1.5084659194359318,1.2082025610647982,1.386930750571425,1.4369746436332806,1.5479320216902526
166,8.325000000000001,0.9919313709896556,1.2183636629368253,1.2527217203378642,0.7268515537628437,1.4469872554498893,1.2658897179028774,1.221063594747677,1.2569244932718369,1.1977540107069715,1.292622387711797,1.497464186857382,1.5680992900110324,2.006036929563664,1.589289820957126,1.1654792020352271,1.3138129186578926,1.363257490865447,1.486580614840852
167,8.375,0.993869262142709,1.238474211114979,1.239472712225794,0.7276720160352543,1.3394047516036287,1.245504683038824,1.190582001425448,1.2756235729558367,1.2012121978667465,1.5075551316750802,1.6820406793226583,2.058929462241428,2.003094086994204,1.7797525860053027,1.2353576773448574,1.4377609126160502,1.2772342087802764,1.5158877068076362
168,8.425,0.994743571828169,1.2218445143095455,1.21954225008339,0.7623563710550048,1.370823779387983,1.236017354084184,1.30429593313416,1.2377680868803378,1.25527541484187,1.2345318838329025,1.53799223516613,1.7517938463327225,1.758690672499386,1.675928758499415,1.206944579166245,1.1103890128329454,1.2483255361662304,1.5118828218209013
169,8.475,0.9966071888702794,1.2071450141586173,1.2220961909629513,0.7684206364864328,1.3235541767020609,1.2889514531281503,1.2803007722346729,1.278570636055978,1.292411725485542,1.4244787871259643,1.5403454827295116,1.5676082346362286,1.6630278663097382,1.683474930239776,1.2472708997323037,1.1245885161520772,1.2881650275923793,1.5996697872612218
170,8.525,0.998651018525486,1.2010571248502375,1.1936689692279985,0.6965758241678028,1.3833098279890934,1.2721662694980047,1.2328385488011575,1.3029444856955374,1.2448078551001982,1.3000428356836489,1.589689685084669,1.7446170696480052,1.7176731766804691,1.535801899149596,1.266362969474228,1.2394190765066913,1.3337227018930695,1.6331298390527391
171,8.575000000000001,1.000806286720958,1.2105856912091453,1.2032834433995965,0.7195395201610456,1.3604649380559752,1.3182144741411932,1.2810340658961843,1.269203936000046,1.304694325688463,1.2383226878296052,1.6577545659654405,1.7043581079805326,2.0039523066489853,1.5978357262317489,1.3315297718597905,1.2516379855482034,1.1917191458145122,1.602930865664886
172,8.625,1.0023714023611738,1.18874517061077,1.2060051981671562,0.7463915183584511,1.2979637281997405,1.2695655513922812,1.3046456521544372,1.2729065133696296,1.2695655513922823,1.5267183823760435,1.625428622615874,1.6385899879811852,1.9413013913833312,1.5991058918852523,1.3029751711657611,1.2634910750698296,1.237168344339208,1.597695745596115
173,8.675,1.002317238707404,1.2374341182300457,1.2026904177432651,0.728982932734601,1.2879986109027703,1.2962550122547107,1.3573523822590734,1.164152590623658,1.3127678149585933,1.2749885239239542,1.5482003504790889,1.8279172205236296,2.0295735686952745,1.7628667856295503,1.353049045796851,1.2684834804345475,1.2879986109027706,1.463236517148045
174,8.725,1.0035934674662277,1.1825055409920795,1.2174655077122805,0.7539294279769175,1.3336779099055334,1.2634843356999794,1.3222510489883508,1.240630613865613,1.3287806837981695,1.4276156106922482,1.7298585552982648,1.6848436486548166,1.9420716866173835,1.6012445363169812,1.459769115437569,1.2089717784240666,1.2154024793731302,1.5093117605043394
175,8.775,1.0061712042520454,1.1793762967405632,1.186652654355415,0.7237887069450233,1.3556413956285445,1.3572552544328644,1.3330473723680694,1.268493020195281,1.245898996934805,1.341459000075433,1.5258301422658958,1.7674199147913283,1.8627842986829468,1.6402674029358375,1.2397369905910394,1.1570878578849704,1.3223861232971088,1.6248923287982076
176,8.825000000000001,1.006136785489368,1.165150886023825,1.1609543044945392,0.7337406095361031,1.3802141603295814,1.287668008538696,1.279689892004999,1.365853550568927,1.3275585912071814,1.3954451100757286,1.653162450224851,1.7600208595549742,1.7600208595549731,1.659448239008976,1.5023035194058527,1.200585657767857,1.0748698820853593,1.547266151422911
177,8.875,1.0068859384369166,1.1879223673015686,1.226749171222852,0.7418411797157406,1.3047538846322932,1.3221085312235326,1.3000207991983188,1.2779330671731044,1.2605784205818646,1.31139932781737,1.814827505794656,1.771321366957112,1.5972968116069404,1.435702581638922,1.4481329070210778,1.1498050978493526,1.0814383082474992,1.724517386691648
178,8.925,1.0085114575921716,1.1743565542906274,1.1743565542906271,0.729381663747305,1.2433737579401127,1.307336523405037,1.3010962536035813,1.2854955790999416,1.3260573328094054,1.4258071000902564,1.4626814216443145,1.5118471837163925,1.7023645117456938,1.5118471837163925,1.407369939313227,1.093938206103731,1.0816467655857116,1.6514428295996113
179,8.975,1.0098009957300187,1.1650759416410124,1.1586999041494446,0.7336511024242357,1.2619560413730282,1.2280159033409903,1.3174944490618168,1.3822892580320707,1.3128662484210845,1.3978100925040209,1.646984935080824,1.7928433795160268,1.7806885091464255,1.6530623702656249,1.31272599991682,1.1425578147424171,1.1182480740032164,1.714952985718999
180,9.025,1.010708785965722,1.1524889235321991,1.1954815468920177,0.7433899818708094,1.2724229094566806,1.3380274479538476,1.394477864800247,1.3303990132448742,1.2937825266418044,1.4905499091956766,1.4604984997360864,1.7730331581158243,1.7610125943319892,1.6408069564936276,1.3823648351411513,1.1179124318967577,1.075840458653331,1.6332634394251997
181,9.075,1.0110373089204143,1.1554150715380584,1.1687380618133991,0.7089990720545478,1.2584403816083205,1.2765474374587995,1.3414310542563517,1.339922132935478,1.3399221329354774,1.4622819345917486,1.842713007005862,1.6584417063052757,1.717884061369981,1.4741704056046891,1.6643859418117462,1.1294047462293988,1.0937393331905756,1.703387405389915
182,9.125,1.0117209837770338,1.1708247007552754,1.1441895602926917,0.743146005362231,1.380498251829966,1.416316584850419,1.2700583916835688,1.3581117936921825,1.2715508222260885,1.4463008712046628,1.6638339290687785,1.516852133214646,1.722626647410431,1.5050935895463151,1.6109204825612908,1.2052507260038858,1.128820192159737,1.7580222635548963
183,9.175,1.0131767205900186,1.1420137703043964,1.207184541557804,0.7084283481241184,1.2724918407771757,1.400921991760486,1.40387440902447,1.3492546896407631,1.4274937471363436,1.7213487320925882,1.7562409361214917,1.6515643240347806,1.7155333647544375,1.5759645486388216,1.6457489566966297,1.0409507535289635,1.0932890595723188,1.6116281789472748
184,9.225,1.0137507081485972,1.1551799637167923,1.1485961785994323,0.7383458314840898,1.318605547754952,1.3551117921556983,1.4295845307332204,1.3346682952912807,1.266036555817878,1.6106997529541365,1.8580572150149512,1.5301647653064303,1.6567197458956835,1.49564977060027,1.7257497353080042,1.25404480765715,1.150499823538669,1.7821007470731625
185,9.275,1.0149255551221528,1.1552420295712036,1.1641973941415225,0.7492341094250925,1.3304290005433117,1.3275399039080382,1.4979966053891578,1.36076451521368,1.3304290005433113,1.6616683071965286,1.627524437870572,1.6958121765224845,1.6901215316348266,1.6104525032075956,1.6161431480952542,1.3657547730382436,1.1893447815208045,1.6479643052221655
186,9.325,1.0143519592026649,1.1061059119556549,1.1326846705196374,0.721639762654912,1.2461741109333997,1.3747929985297371,1.3876548872893708,1.3762220972808077,1.2976216659719348,1.548190313659611,1.7227135853812394,1.5369307477420864,1.610117926205995,1.4637435692781775,1.553820096618373,1.2610713827627371,1.0302502814534864,1.639817903651711
187,9.375,1.0145291364531064,1.1331189114778148,1.120103715354417,0.7593237898246274,1.2824034153333712,1.3290619739948948,1.3813761155244806,1.3417870354480377,1.310681329673689,1.6821074500012767,1.6096988511601618,1.453741869040839,1.420322515729555,1.5651397134117837,1.71552680331256,1.191956934769117,1.1473977970207383,1.607368590129951
188,9.425,1.015238778081348,1.167119313624532,1.1510881769140855,0.727445678926527,1.338779836024397,1.380747855962465,1.3653595819851736,1.3219926280491692,1.382146789960402,1.8571908621078757,1.829636101542476,1.6422637296977642,1.6918622987154823,1.4934680226446106,1.4714242141922924,1.388759932496096,1.228942321216783,1.6237626761752828
