,r ($\AA$),g_full(r),O (DOL),O (DOL),O (ETFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
106,5.325,1.062722796273032,1.061743130756442,1.0344365751999225,0.1449219697577435,0.8422033664450204,2.1161962760928184,2.278651747792874,2.2829268917849803,2.278651747792873,1.0104885799524943,1.1283789142802854,2.37464816288836,1.8694038729121127,1.3304766302707838,1.2967936776057014,4.884028136437049,3.755649222156767,1.7070039225626048
107,5.375,1.059840430932878,1.0200104642583507,1.034199172416504,0.1270478081829351,0.7930396421318591,2.2532396181206797,2.3455511108556046,2.240651687293189,2.2238677795232027,1.338898097105734,0.925657943678039,2.066200767138478,1.9835527364529384,1.1074836111862247,1.2397204602830874,3.9175166544945528,4.54564168770465,1.975962611185901
108,5.425000000000001,1.0598183976211513,1.0345685395945854,1.0484969118553953,0.1355616540714529,0.6631571838980032,2.1748260440878613,2.2654437959248543,2.211896942566632,2.524940085276248,1.4116897703531734,0.957352832768245,1.7037635159434843,2.093195176730568,1.3143318551564032,1.395463451153712,4.624500971846599,4.218842991860056,2.054450700274712
109,5.4750000000000005,1.056288875450493,1.011200346718662,1.0590633233101534,0.1557234493370925,0.8775697212313526,2.248519654399229,2.191902253029464,2.228299153910026,2.240431454203548,1.5931303415734654,0.8443590810339372,1.5771990381577312,2.0710694440455044,1.1629851493486305,1.4019547005846498,4.412971046158496,4.428902349574231,2.3121523314489174
110,5.525,1.0553764465697275,0.9974572660550352,1.0705693169700634,0.1659875867377005,0.9054416754450224,2.108726007286433,2.124610948960907,2.267575424031174,2.315230249054596,1.3610506843810732,1.0325212088408142,1.8147342458414304,2.049398156941616,1.2984736414210238,1.2984736414210238,4.521191353863562,4.771499525703764,2.375852373404116
111,5.575,1.0542704039086468,1.0199455806751534,1.0389962883601778,0.1745764558571585,0.92047608682151,2.269987637839488,2.1256757089734037,2.273887960241274,2.035968293732323,1.321381953089945,1.1677328887771607,2.028167648928753,2.028167648928753,1.4750310174027297,1.3982064852463372,4.855310432283982,4.286808894326682,2.550731252351722
112,5.625,1.0529353954638685,1.016288949562132,1.0350024854605853,0.2004881137132392,0.9616542832171792,1.992271821804516,2.2221493397050383,2.2221493397050387,2.1378609164748474,1.5696687080884084,1.2979952778423376,2.007364790151523,1.8866210433754915,1.433831992965373,1.509296834700393,4.663727219224209,4.678820187571215,2.983325406630746
113,5.675000000000001,1.0489974589399371,0.9885600373505362,1.0267447598233037,0.2068813533916036,1.016301075044428,2.311143926212144,2.1794011942619385,2.3073798481564225,2.1379963356490177,1.6904132359324808,1.0083166670474455,1.927664216414232,1.8386950987335748,1.2159112749689784,1.349364951489964,4.774675982195252,4.715363237074817,3.0558168378886887
114,5.7250000000000005,1.0471526113356964,0.9595560672376844,0.97831639585131,0.2312806381734219,0.9542433132086392,2.2968414631882377,2.159992615945137,2.134102293493741,2.270951140736841,1.6901561150089617,1.3841795769469944,1.559023312982405,1.835859228371804,1.5590233129824047,1.5153123789735523,4.9247652316640425,4.749921495628631,3.022298865754938
115,5.775,1.043476924661303,0.9573522081952692,0.9771547859682096,0.2284894202885299,0.9596003523031786,2.060959847560236,2.2245280894300965,2.057324997740906,2.111847745030859,1.5607824830275514,1.1025711118634998,1.7326117472140707,1.847164590005084,1.6037397990741813,1.5894206937253046,4.854176713269173,4.86849581861805,3.167882888459122
116,5.825,1.0400195880313092,0.9597805203983478,0.9953528054201052,0.2104737425877714,1.0396606936721695,2.136484861910505,1.897112812164679,2.1114758417878075,2.229375508080526,1.365211011892748,1.3792853522215391,1.6607721587973625,1.928184625044394,1.4778057345230773,1.6889208394549446,4.799350052117799,4.728978350473844,3.1089930554864504
117,5.875,1.036022258590294,0.9309772540561184,0.9468124447700428,0.250830757211571,0.9834059463877968,2.100274128356795,2.286418825351627,2.114322784733764,2.0581281592258884,1.6326241577477043,1.2452218152312995,1.6464599556947186,1.7986537331118777,1.2313860172842854,1.3835797947014443,4.551977524567756,4.884036675296104,3.2053873121328187
118,5.925000000000001,1.0339673540145349,0.944522935257386,0.9367384055711988,0.2932107156230227,1.0946445962056288,1.982100940763504,2.075335654004993,2.1374921294993188,2.1927423299387203,1.5779792095192484,1.441946519043451,1.904457666661162,1.7140118999950456,1.6323922857095672,1.7956315142805237,5.169242238080297,4.257823211892456,2.9866116002829144
119,5.9750000000000005,1.0297625633797938,0.9983122679809562,0.9434529356829614,0.2603856138474987,1.0152803870405702,2.084890159340833,2.07130781302591,2.1426151311792614,2.17317541038784,1.5650567231060164,1.297525659327209,1.859340893262703,1.6720691486175392,1.4580442975944936,1.6185629358617788,4.454392211917125,4.079848722626795,2.878279358114125
120,6.025,1.0243973287598398,0.9698918599036525,0.9234675406068412,0.2769640265567957,1.148775089393692,2.3376237284174004,2.010356406438963,2.1138797429831637,2.180668992366517,1.5128776943653743,1.4471004033060102,1.6312768182722297,2.1443396885352697,1.7233650257553397,1.657587734695975,4.6175658323673545,4.762275872697955,2.671229213857726
121,6.075,1.0193100532387782,0.9354802109882804,0.9472045671945984,0.2821531543151784,1.1430820097896983,2.0332407013213314,1.9872546434562284,2.2960181748362043,2.1777683117545115,1.720993377678848,1.2551605837206632,1.8374515761683936,1.8633311758327376,1.5786555795249584,1.7468729773431917,4.244254344952347,4.39953194293841,2.6492259574764767
122,6.125,1.0171059324133378,0.9184483747643322,0.9682254843021216,0.2871366207483962,1.2020471525005498,2.0163371590331804,1.95494227758826,2.1779026365198133,2.068038111828903,1.4384223419870574,1.3747753357044437,1.6548221633479414,1.9603277935044845,1.6802809658609856,1.8839513859653485,4.4552904397829165,4.5571256498351,2.301813465988136
123,6.175000000000001,1.012244458218049,0.9860551287792156,0.9860551287792162,0.3358676335262631,1.068208778375405,2.1427759423363764,1.863006976571391,2.050579351345643,1.7803479639590083,1.5154152312270126,1.4903670455868978,2.041427129669447,2.0414271296694477,1.8410416445485187,1.6657043450677085,4.508673415220859,4.358384301380167,2.0285196462528563
124,6.2250000000000005,1.007011123830466,1.0437400174043894,0.997900084207575,0.3253459874071341,1.2732290084106113,1.889509388402971,1.955204251244795,1.939562617234837,1.9739742120567452,1.6020825137472512,1.4049031274398978,2.218268095957733,1.676024783612509,1.6267299370356707,1.6760247836125095,3.8942928795702407,4.350270210405996,1.776123502681802
125,6.275,1.0037988124002022,1.0109788962020876,0.9542993013349226,0.3657773948064128,1.286884842456569,1.8903045293500815,1.979586013635346,1.893383201221988,1.804101716936723,1.2855787392381837,1.710062285213057,1.6494217786452183,2.195186337755767,1.6494217786452174,1.5887812720773786,3.929504825595961,3.965889129536664,1.621329135806648
126,6.325,1.0011696364970817,0.9722880875180308,1.0053048961105633,0.3620117962116913,1.2575287919898586,1.9090196119364105,1.999925307742908,1.8696271437535976,1.942351700398793,1.5995729504536949,1.587635838883145,2.172554305840093,2.088994524846244,2.0173718554229434,2.0770574132756945,3.8198757025759873,3.915372595140388,1.543541610428664
127,6.375,0.9962672162519046,1.0501163051608595,0.9716657807625024,0.3838429527579048,1.2080518663672208,1.909020233271657,1.825500598066022,1.8493633509819172,1.825500598066022,1.5275777434796882,1.3160669789978852,1.844843890202393,1.9270980763897607,1.6685849198008902,1.8095920961220924,3.548680604083584,3.9011985448865887,1.5669062756509071
128,6.425000000000001,0.993373941542982,1.0691428519598818,1.0498342865220105,0.3730596405960837,1.1717031617406484,1.8882334160381888,1.7502132441038256,1.7002910542552274,1.761959641715262,1.2840948297955157,1.6542843302771073,1.8393790805179024,1.9319264556382991,1.9782001431984992,1.781536971067654,3.5399370983552103,3.8522844893865527,1.2504519702173102
129,6.4750000000000005,0.9910627284495748,1.0684472267016667,1.0380288003187002,0.3482882317751566,1.3184883629117514,1.627870500700254,1.648110453639689,1.6856989376700673,1.7261788435489374,1.5035393612151564,1.5035393612151564,1.924986000343648,1.856643302106595,2.050280947111578,2.004719148286876,3.462696710677331,4.055000095398455,1.2580635471392103
130,6.525,0.9871917299234804,1.127020454619619,1.0457166534320632,0.4226226835480839,1.2670390960372588,1.674199974089681,1.6571163008846836,1.617254396739691,1.6257962333421911,1.2338208425830992,1.581533989129246,2.198444410420796,1.7273491796163396,1.772215392073906,1.6824829671587729,3.073335553343357,3.3873990405463283,1.2426338486015496
131,6.575,0.9860936508458056,1.0667480068756725,1.0793909462164206,0.4217567203455411,1.3375743555614406,1.5591013452665856,1.6320089621315692,1.5366682323850511,1.674071048784444,1.3145464252928951,1.7564107699291638,1.9221098991677643,2.054669202558646,1.70117772684963,1.6348980751541895,3.56805458293786,3.07095719522206,1.2535646369132487
132,6.625,0.9838507145709076,1.1570748559568929,1.101556017576898,0.4035975879469188,1.3091749201542198,1.6516594984224124,1.6157538571523604,1.541180602206866,1.662707388043967,1.6538355978933257,1.610313608475079,1.7844015661480623,1.8823260423391133,1.7626405714389373,1.93672852911192,3.1771052275319125,3.100941746049984,1.124799170398581
133,6.675000000000001,0.9825138196967172,1.14747225748604,1.1239605764863263,0.4513000527742559,1.3739786023678986,1.6569365719644569,1.6977478175793452,1.4528803438900162,1.5100160877508595,1.7792054148874434,1.7470511001605624,1.8220778345232864,2.132902876883141,1.6827424707067993,1.972131303248734,2.979633164691024,3.269021997232956,1.0394374393342916
134,6.7250000000000005,0.9808386636493392,1.161693170971688,1.1747855083991972,0.4499072760386143,1.450119688583284,1.5466156382856844,1.6055853853260391,1.4662023468670182,1.4045521567793733,1.541660879925543,1.7422879807377714,1.847881191691574,2.006271008122282,1.805643907310053,1.9851523659315191,2.608152310558965,2.808779411371194,1.056039857712486
135,6.775,0.9809273581442586,1.1996820090618738,1.213574108422392,0.4476371039874678,1.3918204294481142,1.492179397795417,1.6215896464537798,1.5740511877629524,1.426153760724823,1.5502019273423029,1.5502019273423011,1.7062625240546154,1.9767675583559563,1.820706961643644,1.914343319671031,2.7986867010408005,3.1212119342462463,1.0124829325478384
136,6.825,0.9792080777154822,1.1963469185499749,1.2198142876102112,0.4745062416605887,1.4001294281490095,1.5302529809509615,1.608327112632133,1.5823024020717429,1.5016257993345323,1.5685802819580796,1.794127773481465,1.6916061864253809,2.152953328177757,1.9786666301824147,1.9684144714768077,2.7783350092198678,2.9526217072152114,1.0978178924148403
137,6.875,0.9779868412870854,1.2397179422791842,1.2406815784566263,0.4634089783539877,1.515770056772406,1.4465216785442254,1.4388274142966495,1.3900970740620031,1.4696044712869525,1.798437118069709,2.0005087043696763,2.010612283684674,1.6771941662897285,1.72771206286472,1.939887228479685,2.687552097789561,2.930038001349524,1.0751033173143147
138,6.925000000000001,0.9765309845887314,1.2741179972421066,1.2935883058097266,0.4950111052566933,1.5672685155444634,1.6077141546552878,1.4383480408787082,1.425708778656576,1.5066000568782252,1.9617667000534555,1.7426861548698216,1.921933873656432,1.6530622954765155,1.4937309898884186,1.7825189812668445,2.8281306741887384,2.658841162001384,1.0193951898340543
139,6.9750000000000005,0.9741429109588904,1.3003862764227645,1.2966414635316972,0.5404239028756868,1.507503235551737,1.5324206444038315,1.3729492277504247,1.3256061509314447,1.3829161912912633,1.8257665031625847,1.8552143499877864,1.7668708095121788,1.766870809512178,1.8944781457547248,1.9239259925799268,2.689570010035204,2.6404902653265325,1.06432932096805
140,7.025,0.9729118940712096,1.2810184685076085,1.2602526792126365,0.5238656637127522,1.5573561035563237,1.4689257885278888,1.360844292382024,1.466469390888209,1.338736713624915,2.003080620719848,1.606335183765676,2.0321107746433245,1.9256668769239136,1.6160119017401675,1.9159901589494184,2.3224123138780848,2.603037135138353,1.0948515193996669
141,7.075,0.9719720308838076,1.3435046403901756,1.2702556572872912,0.511705106206776,1.605654106625469,1.4240190266904615,1.4022228170982596,1.3804266075060596,1.3416777904532575,2.2038389698780905,1.7649792615906792,1.936706973529232,1.8413026891189248,1.803140975354802,2.022570829498508,2.327864539611489,2.6236178212834416,1.0633683659324324
142,7.125,0.9729642504525002,1.2982472966404703,1.267293922947246,0.5674205972520169,1.5545426111268912,1.4829047027800295,1.509171935840546,1.44469781832837,1.2942582107999614,1.9472485996101383,1.8437716208868944,1.6556316595719058,1.7214806460321512,1.937841601544389,2.135388560925128,2.4740404912921075,2.276493531911368,1.0073167112446422
143,7.175000000000001,0.9719343015984538,1.310739848747242,1.2912756052963883,0.5564399392414976,1.5800473933604315,1.3893114189011244,1.3846018886675615,1.4105043049521586,1.2244778607264148,1.7625060116516582,1.8088877488003856,1.8645458333788596,1.7996114013706404,1.6882952322136937,1.836716791089623,2.5695482380395216,2.244876077998428,1.1057784762682417
144,7.225,0.9732040541989264,1.2686662477687,1.2917884317892447,0.5457078413347218,1.569865414708009,1.3724710948112926,1.3399590891812443,1.2679682195718531,1.3329922308319484,2.0492415669848136,1.866273569932598,1.985202768016538,1.783937971259101,1.6375635736173286,1.9760543681639275,2.470067960204909,2.268803163447472,1.1644606098108865
145,7.275,0.972392389306658,1.3252976608215263,1.3063648370955043,0.5676317638584889,1.59646071168352,1.4429989216077728,1.3170228252769358,1.314732350798193,1.291827606010768,2.003124044136622,1.8316854998186236,1.7053623619000975,1.7053623619000975,1.759500849579466,1.9219163126175705,2.2647934012535704,2.3911165391720948,1.115087116130659
146,7.325,0.9723696078538852,1.2796782599766274,1.2610030216884105,0.5829597052951273,1.656075728734544,1.4278852122240535,1.294585801589213,1.3262161702144295,1.2087319438921975,2.073774600990918,1.7355624343057052,2.002572039583506,1.886867877296458,1.815665315889044,2.055973960639065,2.2428806843335263,1.9046685176483105,1.1178983780151184
147,7.375,0.9727578213438326,1.308861462324345,1.2724344158681018,0.6359643969176147,1.5935786070398126,1.2258296977229317,1.3305824173465275,1.265947760557501,1.1790252910826011,1.7384493894979776,2.1686717131616198,1.8174698162933407,1.764789531763098,1.7033291998111495,1.764789531763099,1.93161043277553,2.0457510492577207,1.2328799241847912
148,7.425000000000001,0.9723626930237528,1.2656820577361323,1.295837015378017,0.5825601076465691,1.635955704110593,1.363296420092161,1.251154295213612,1.288535003506461,1.2379611040514302,1.732439243518876,1.9489941489587352,2.09625148465784,1.810399009477225,1.9143453640883576,1.9749807376115185,2.156886858181,2.286819801444917,1.163827934663931
149,7.475,0.974442173728896,1.2793745940658878,1.2553277316734417,0.612636253569671,1.540378674140349,1.4210535655801804,1.2344724867406451,1.2257942970271785,1.2236247495988113,1.8460876299556532,1.98283486180422,1.9657414578231505,1.8375409279651185,1.7007936961165515,1.6238733782017325,2.222142517539213,2.2734227294824247,1.2116258240256013
150,7.525,0.9739774935137356,1.2660490657720918,1.2720817010918446,0.626363688959999,1.5970458443007969,1.425780874402588,1.2716424014942,1.2630791529992895,1.2587975287518345,1.872237511841784,2.007173548731282,2.049341060259249,1.9312720279809377,1.6529664518963485,1.7288679726466918,2.2011441017599345,2.192710599454341,1.2807736205525493
151,7.575,0.9753096372274178,1.231530988286475,1.257328446951838,0.6111691757531811,1.573919744419071,1.2675863713442186,1.1873059011590847,1.2992760306278237,1.2063196967292475,1.6645073563105883,1.9391510701018355,1.8143130183785412,1.805990481596988,1.8143130183785408,1.4814115471164242,2.330310298834823,2.230439857456188,1.2583166070639795
152,7.625,0.9749459448298164,1.265178170284239,1.2138659906225568,0.6320010452824352,1.5408357564784887,1.315652723055381,1.211401318692831,1.157190588424305,1.1280001952027907,1.6098944140350129,1.9384442944503213,2.0862917406372112,1.7248868721803707,2.004154270533383,1.494901955889654,1.9712992824918532,1.995940523523001,1.250165820478251
153,7.675000000000001,0.9759069095523638,1.2665315377731805,1.3148576800874805,0.641403157184334,1.619606794396131,1.2203644588016591,1.2574075621042384,1.2697552632050988,1.2409439606364254,1.815985131601224,2.0510903495317385,2.1078398848942768,2.059197426012103,1.840306361042312,1.572772837190345,1.6943789843957846,1.8078780551208609,1.4004560993475366
154,7.725,0.9764992374293192,1.2421753887938345,1.278429355594269,0.6819320433422701,1.5743321777387058,1.2899366875665528,1.2147750223067693,1.2493087603991029,1.2330575895321223,1.6885212760654031,1.8645756271243543,2.008620096172588,1.8565731566216737,1.656511394054685,1.1923681048992667,2.048632448685987,2.0886448011993832,1.3069340856672207
155,7.775,0.9772086382396764,1.2729645793208264,1.2477237900889542,0.6520697764849398,1.5100309402740433,1.367650864896278,1.2152440236468396,1.255351087133534,1.157088781591133,1.6589739896769038,1.8327712647859136,2.164566062721294,2.0065685398949222,1.943369530764373,1.3666785724481163,2.053967796742833,1.801171760220638,1.4285071949010884
156,7.825,0.9785767892448328,1.2362925859647624,1.2340610108998444,0.6789487099621436,1.5600884058970677,1.2769759159944274,1.2532182245340655,1.2274807254520084,1.2433191864255826,1.528651460631338,2.277378706654849,2.144791590171519,2.05120068441858,1.5832461556538848,1.1386893533274252,1.793825693597998,1.8250226621823105,1.347279288683252
157,7.875,0.9795835660361224,1.269483952782179,1.2533262166171764,0.6709978724688165,1.511019510216579,1.3292280296859953,1.1826219970000398,1.2920878347388864,1.1591650317702866,1.3090882110543882,1.9174292032502511,2.094541137687023,1.940530759915918,1.5247027399339352,1.3398902866086089,1.6248094854851531,2.0483380243556906,1.2991089671886078
158,7.925000000000001,0.9828878573013016,1.233935294129952,1.2404621337697812,0.642865247135165,1.5557084883735357,1.2758353732194878,1.3221591991760202,1.2970671267828988,1.20634963428469,1.3686584941702662,1.9313292084402651,1.855292625430806,1.6728048262081032,1.7412377509166166,1.3230365443645895,1.5967682431986434,1.6195792181014814,1.459436863681561
159,7.975,0.9834257517165336,1.2460826745732232,1.2367728614873317,0.6549031980794965,1.5667589108785132,1.2846660656108486,1.1836463304812126,1.299914327517209,1.2751359019193729,1.2539385075268186,1.7269811780309492,1.9972912754618797,1.967256820191776,1.666912267490741,1.2389212798917668,1.741998405665999,1.426636625329914,1.410853212611442
160,8.025,0.9850919550737284,1.1839255198963898,1.248638294729436,0.6845579360010685,1.5811787202586471,1.210354663245606,1.3157665779295158,1.3082371554520935,1.2705900430649824,1.3347612573611949,1.7945123571189392,2.0392185876351574,1.8538350796683245,1.7129436136135328,1.1864544509877293,1.7203589539322055,1.579467487877413,1.3733512937134742
161,8.075000000000001,0.9867034511797208,1.2814205426280965,1.2433516303505108,0.6583627344232311,1.4817162155951482,1.2251580753791758,1.2177216075468291,1.312536572409254,1.1898348531755272,1.2963115516841317,1.7503867844774428,2.153195458729575,1.8089771370959349,1.5965871088539023,1.318282933916065,1.5013777858488524,1.523349168080787,1.5857508829231863
162,8.125,0.9880208525723568,1.2470693675711095,1.2746670299239973,0.661767489597375,1.503934609920608,1.2780689725332646,1.1752358368121971,1.2578696065880557,1.2431791586279028,1.3021078873771517,1.89529036940452,2.054436888972836,1.9242261002351224,1.663804522759693,1.1935988967623892,1.46125440694547,1.5842312629755335,1.4907806628950633
163,8.175,0.9887623142213472,1.219593894825811,1.2427658380636302,0.656682173962324,1.3912707331083596,1.2769942582898108,1.2679246967962767,1.204437766341527,1.1754151695622124,1.3576858720626024,1.893614505771524,1.9579259418165933,1.6578059069395978,1.6720973371718346,1.1718972790435096,1.6220773313590038,1.4934544592688623,1.525537261831028
164,8.225,0.9902620023513335,1.2421774336689395,1.2415041667672218,0.6734918921758766,1.4496679348259631,1.20059025504746,1.1952144777860536,1.3206492805522063,1.229261067108295,1.4400566966919337,1.927134697043616,1.9341937984979904,1.7577162621386837,1.630652435959984,1.08004252251895,1.3977020879657,1.482411305418167,1.514177261962842
165,8.275,0.9921805203569654,1.2115804718756282,1.250159482234556,0.6653776307788628,1.409187893503233,1.278182988830822,1.1312450552117663,1.3189007294722468,1.2321542385405155,1.2762517125948651,1.8202278523893989,1.8272019054636868,1.8760202769837095,1.652850578606465,1.1716409164805326,1.255329553371999,1.471525198674955,1.5194184407055304
166,8.325000000000001,0.992960271980138,1.2443883456127125,1.2374878557109783,0.6758304038683517,1.4167994870769172,1.3188479175999943,1.2786178087076867,1.2628755921846095,1.2961091603999944,1.3092011721212078,1.6743993938181758,1.9500206932121145,1.715742588727266,1.529698211636357,1.2816390421818138,1.2816390421818136,1.4401212893333275,1.596353566693871
167,8.375,0.994757263986075,1.2568477433996188,1.2386654975638196,0.6774546977840091,1.3964764021490952,1.2910493470363529,1.287592722278558,1.2115469776070735,1.258211411837303,1.477445218445317,1.681700317769556,1.933614940269449,1.9336149402694487,1.491062225066934,1.320849642296735,1.334466648918351,1.1778710727697683,1.6369587245842463
168,8.425,0.99603178181604,1.2512783577638724,1.2515991983684274,0.6756204592887146,1.4294781655429312,1.1955014526643388,1.227950777808085,1.345793063856427,1.2791865543508418,1.4263212136549444,1.7559897960563229,2.058746657445344,1.7358060052970543,1.7088942842846973,1.385953632136408,1.338858120364783,1.4330491439080335,1.6561006275028007
169,8.475,0.996871222886876,1.2257773608999971,1.2489231827690357,0.6976673268291266,1.3890322326203242,1.3097071840988714,1.2911417472108735,1.2624497083839648,1.242196504506147,1.4028923797185266,1.7552776694108578,1.8417117970712409,1.9613898199856172,1.6289508674456823,1.2433216824993576,1.3563509263629354,1.3895948216169294,1.6007953235060766
170,8.525,0.9986413038867192,1.227422191721391,1.218021460102386,0.7103684663944799,1.377790509633379,1.3727864278792623,1.2443483295236093,1.332753773846331,1.2660326837914466,1.3404873547390572,1.642754111199826,2.1684354267837707,1.7873164729854114,1.6493251276446252,1.1827829600638742,1.1367858449502797,1.340487354739058,1.6351773269318413
171,8.575000000000001,1.0001947354895953,1.223370566632611,1.2122208602025413,0.6928844709528422,1.3584726077087588,1.3914452438181948,1.3419862896540409,1.24966290854762,1.3205540761829075,1.4547926719799584,1.8574585008315536,1.870447721117089,1.863953110974322,1.4937603328365645,1.233975927125858,1.1950082662692525,1.1235675546988078,1.6905205115495998
172,8.625,1.0017463581870465,1.216574919088841,1.2404533397453406,0.6843380205233347,1.3623227702991048,1.2889919991705647,1.2564005453356577,1.271066699561366,1.3378791799229246,1.2839057571326922,1.8103071175570973,1.8488242902710768,1.945117222056029,1.6819165418438278,1.4443939767742784,1.1811932965620768,1.1619347102050863,1.6515220382055846
173,8.675,1.00155155008533,1.242536615712313,1.193513008370522,0.6727610992339309,1.3031713224568042,1.3047821646353657,1.3708266939564149,1.3434423769208583,1.3096146911710522,1.4277919309982945,1.8085364459311737,1.9862172195665164,1.9735257357354208,1.484903608238226,1.459520640576034,1.2056909639541156,1.3516430280117189,1.553476472407261
174,8.725,1.0036085856766028,1.2196608158649709,1.2124810612461931,0.693897533730134,1.387008929770996,1.3901937952813772,1.4172651521196171,1.361530005687947,1.3010175609907046,1.4240209274446678,1.6749497252322745,1.8255070039048389,1.8945124232964297,1.681222945176964,1.3738351678871472,1.311102968440245,1.2797368687167952,1.6519052438028008
175,8.775,1.005270536552061,1.246911403277998,1.2554883555301477,0.7093285519135087,1.3665246238639424,1.2311316311769611,1.4389441315802332,1.2437263281710993,1.3523555897455368,1.6745222139933085,1.7241376870005172,1.8543783036444408,1.841974435392639,1.5380796632234814,1.339617771194646,1.2341848910543272,1.153559747417612,1.668636705077913
176,8.825000000000001,1.0049066155763768,1.2018261565835466,1.1722922291346567,0.6885065836817971,1.3541969292711185,1.4102326642754397,1.4522594655286811,1.3199528689906992,1.2950480978776664,1.3367447222411508,1.7107879702077118,1.8088976745923824,1.7537109658760064,1.6310738353951657,1.5329641310104938,1.2079757352362697,1.3244810091930668,1.7158561373347276
177,8.875,1.0050788950746865,1.190346541933873,1.1969965226150676,0.6711466468450776,1.348215748861154,1.4205515253411467,1.3851531666381716,1.3605282214534926,1.3405204534909412,1.3702289574353377,1.9401471963686168,1.7946361566409714,1.903769436436706,1.7218806367771489,1.4611733572651162,1.2792845576055585,1.2732215976169066,1.749658892235359
178,8.925,1.0080777347470455,1.225935471003697,1.2084956240514522,0.7122319135644611,1.2966273298224795,1.3483706739703258,1.2524933009904935,1.337717632528122,1.340761358654466,1.6306993307199755,1.7925702201664442,1.8225463108046795,1.9424506733576183,1.618708894464682,1.5347758406776246,1.085134481104102,1.1690675348911597,1.7240534415647664
179,8.975,1.0080451937850414,1.2210785043836656,1.179235573462439,0.7062995123096161,1.3303790252900605,1.402616800418934,1.277705647591926,1.270180879349335,1.378537542042644,1.6185092419972684,1.6777952948176813,1.743009952920135,1.820081821586672,1.606652031433186,1.2805787409209155,1.3042931620490807,1.1382922141519247,1.7328466295794922
180,9.025,1.0096174701619198,1.1656462823800084,1.1762710266185408,0.6700851353678776,1.3841417818116837,1.3990250267774,1.4064666492602595,1.3409803714111037,1.4124199472465466,1.5947622484477402,1.6533932134641995,1.905506363034984,1.870327784025107,1.6416670204609085,1.524405090427986,1.284018133860496,1.319196712870373,1.6722388807909203
181,9.075,1.0109423788497482,1.1882324468859504,1.1782775090018698,0.7106817554257926,1.3497959836482276,1.418978547695628,1.4484179366519692,1.386595219843653,1.4278103643825302,1.5076535556429085,1.8787682770319327,1.7627949265978624,2.0005402949877062,1.803385599249788,1.4148748752956533,1.148136169297293,1.211921512036031,1.7280620915443945
182,9.125,1.01085202992191,1.181810524450584,1.1930241859878377,0.703393970644554,1.3263089675465811,1.3437795576789189,1.3728972078994803,1.3947354455649013,1.375808972921537,1.6632354747199585,1.7951472537494728,1.6689707694603728,1.9385296222598143,1.5542648746520988,1.5485295799116852,1.2904413165930713,1.2617648428910029,1.722695265089961
183,9.175,1.0120959500733375,1.1854672821723284,1.1889841864781798,0.6734731343488493,1.3954160641893236,1.3536543863136898,1.391095890615983,1.382455543469299,1.3507742705981278,1.735924290379064,1.7586161111683332,1.8380374839307736,1.8380374839307732,1.8777481703119945,1.4522765305132033,1.3274715161722244,1.1686287706473424,1.6982396594254567
184,9.225,1.0115608621323,1.1739895775019138,1.1723839386906505,0.6741623453724578,1.3262000197870678,1.2848898150890822,1.373208183753741,1.343293897593131,1.37178369393657,1.7283809781686104,1.6442065798811778,1.430964770886349,1.6554298329861694,1.6947112188536382,1.5993135674612151,1.223334588444017,1.2570043477589892,1.702556043728045
185,9.275,1.013798314406139,1.1542184727394906,1.1552773887695271,0.6441882158724456,1.371125203230528,1.397899487774598,1.3993086606453389,1.4246737723186689,1.444402192509035,1.5765655269012138,1.9207453250275348,1.748655425964374,1.8541298802288928,1.8041682966299095,1.410026914904607,1.33786018303941,1.3267576089063031,1.6861184777860574
186,9.325,1.0128662685929024,1.1256363505282567,1.1334932817790355,0.6634512093948853,1.2993027355390638,1.463806729952808,1.3927075459265288,1.4540480184197893,1.4150131722877144,1.620115096498996,1.6201150964989948,1.8837270444039176,1.6146231809176426,1.636590843243054,1.6146231809176437,1.2082214278975554,1.241172921385671,1.7420580383869844
187,9.375,1.0133966200069668,1.1349087595677758,1.145273223125472,0.6877149559884769,1.351685501209137,1.2937561225858878,1.4234075890283977,1.373753835922756,1.419269776269594,1.6626483994464876,1.7332837889654558,1.771318229475671,1.6898158569537838,1.6680818909479465,1.6354809419391925,1.2171020963268402,1.4072742988779092,1.6777845543434118
188,9.425,1.0138138880271652,1.1141826861631383,1.1423833524028864,0.6745988786866368,1.239125442127158,1.311453248771144,1.4274506745209334,1.416533269744482,1.4056158649680317,1.8009582500546562,1.8385902134886345,1.6773103702001575,1.7525742970681129,1.7041903440815702,1.645054401542462,1.370878667952052,1.2364787985449877,1.730631461246552
189,9.475,1.0131555634314071,1.1356854689898734,1.1580085248913936,0.671497558322814,1.2679417699420823,1.3813678707675718,1.4029728423533796,1.3071007809413588,1.398921910181041,1.787320376644083,1.87775027665286,1.7128486942839127,1.7128486942839125,1.6649740413380885,1.7926397825269516,1.2553797883571531,1.3564485001316695,1.662260058744787
190,9.525,1.0145813762726947,1.1338341786767343,1.1383524463801171,0.6763395560674766,1.2787161012646158,1.409660905782831,1.2987586733847505,1.4337119923269932,1.3816013048146425,1.826505915836952,1.9001977971675488,1.810714798408965,1.7791325635529958,1.8686155623115792,1.70017697641307,1.1685426896709026,1.40540945109068,1.6413094094026233
