,r ($\AA$),g_full(r),O (DOL),O (DOL),O (BTFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
105,5.275,1.077794526607878,0.9814596556065798,0.947837057290531,0.2579099847740603,0.5838016136913425,1.776972794958322,1.9218578669693125,1.666178328126387,1.776972794958321,1.3765373151846323,1.0407965066030145,2.064805972776949,2.048018932347868,1.0743705874611766,1.0575835470320951,3.609213692252392,4.079250824266658,1.1418613418393178
106,5.325,1.0755237060676526,0.9937525859503508,0.9796122329486854,0.2890310660377074,0.6607049725598506,1.7813944196866864,1.802302804894277,1.819029513060349,1.885936345724638,1.7132204121613324,0.9389765720499612,2.569830618242,1.8944264172937808,0.9389765720499612,1.103709303988551,3.788852834587561,3.9206390201384336,1.3202151802506976
107,5.375,1.0764989476078213,1.0023362675332024,0.969182067914796,0.2998470146537978,0.6607827706414736,1.8304914019012264,1.9495143854329209,1.830491401901226,1.797657475409725,1.6976632447310611,1.0347661682170275,2.2150463288395748,2.166541664704402,1.034766168217027,1.4874763668119777,4.139064672868112,3.928877794949027,1.4917658949327728
108,5.425000000000001,1.0745659639353513,0.9809177731492286,0.9521562952328164,0.3030026077144466,0.6567165309837393,1.780789611624619,1.8533104555369329,1.9097155563576227,1.966120657178312,1.8728446895873871,1.3332114739435643,1.9998172109153456,1.7458721682594291,1.0633948661216526,1.491927125603513,3.888533465668731,4.38055198581457,1.817132256759815
109,5.4750000000000005,1.0703674075394078,0.9601109207281988,0.969028359620412,0.3272429848020966,0.7871812019030656,1.8631273673183104,1.815659154138226,1.8275262074332472,1.851260314023289,1.5582999276290337,1.2622229413795163,2.134870900851776,1.979040908088873,0.8726479594722579,1.714129920391937,3.989247814730323,3.926915817625162,1.7526103879925707
110,5.525,1.0674349616310856,0.9975419015168204,0.8712984860359052,0.3324757719001492,0.691425475557007,1.837327246845305,1.8800557874696144,1.7984831190050237,1.9422063920140644,1.744454468463544,1.453712057052953,2.035196879874136,1.8209656293610683,0.9028316985907814,1.6067343788480013,4.452949564235885,4.070393759748268,1.963213930539932
111,5.575,1.0627446858889231,0.9474776232805184,0.91665951601799,0.3524980202590002,0.698154173756265,1.9189702152972736,1.9037100147780115,1.84266921270096,1.9380454659463524,1.8335362139053448,1.5179275213478676,1.653188389586786,1.878623169984984,1.11214491663111,1.5780434627873867,4.56881154940348,4.553782564043602,1.9838260675041397
112,5.625,1.054683755736702,0.9060680054391076,0.963093264522688,0.3798115375265117,0.7570008372022008,1.8138039861676496,1.9149872663877467,1.772581168300204,1.8962496219025424,1.8453740780881736,1.2253283878505472,1.9634780190858163,1.2400913804752525,1.181039409976431,1.5353512329693604,4.133637934917508,4.635579684157491,2.286757429010488
113,5.675000000000001,1.051760109011629,0.9219890636708136,0.9489639875141462,0.357325804774159,0.7952654470829468,1.686257290574027,1.918209712639886,1.789347255936631,1.770938333550451,1.8129999319722052,1.2908559515642104,2.074071922176203,1.2618479526526551,1.2183359542853225,1.4939119439450972,4.177151843263961,4.322191837821737,2.481071906904659
114,5.7250000000000005,1.0452461462432414,0.8957603379191031,0.8842065247592968,0.4133011096096136,0.8429369315088392,1.8522905962769332,1.935498962906561,1.9246456976940016,1.798024270214133,1.966743211245752,1.482183289634478,1.752966775240778,1.852729112043099,1.211399804028179,1.852729112043099,4.375291056901781,4.318284007300456,2.3707370474510654
115,5.775,1.042439754755254,0.8816524170584156,0.8495923291653825,0.4201814549617245,0.863957714702069,1.6603631801064451,1.85946454645754,1.8310214941216685,1.7421369555720734,1.8908165473277585,1.7227439653430685,1.6247016258519995,1.6106955773532758,1.4006048498724135,1.3165685588800686,3.767627046156797,4.607989956080245,2.443055030991739
116,5.825,1.0379814855259202,0.8534517783507771,0.8961243672683156,0.4630595323774801,0.8491895694695466,1.7927335355468197,2.0093991870164154,1.6704222806849505,1.7438090336020722,1.6657628043092607,1.5693963610847583,1.941095499236412,1.817195786519194,1.1150974144549588,1.638229534816546,4.074923884921829,4.474156292566197,2.628443905500974
117,5.875,1.0347337269779575,0.8673833209850164,0.8531850820998447,0.4318355421108255,0.8897629226963297,1.7692197111529318,1.7657843330730238,1.8516687850707376,1.800138113872109,1.9081963698401423,1.3127308359893182,1.9217296774276604,1.596930295327211,1.2721309132267618,1.2991975284017991,3.9517258155554766,4.35772504318104,2.3970525826954137
118,5.925000000000001,1.0314911876585573,0.866765414775876,0.8813595615839613,0.4717533046551905,0.9896491070970684,1.7563738419470163,1.661799865842177,1.6482892978271997,1.695576285879619,1.7430679795080224,1.782985566825,1.9559617785319023,1.8362090165809704,1.5967034926791046,1.769679704386008,3.778864932673885,4.271181842916609,2.446377851283347
119,5.9750000000000005,1.0281389397545424,0.8641747668366822,0.8747819661408146,0.4603225413132255,0.90672835463326,1.6972094843135406,1.740387025010362,1.8034926614134088,1.720458929304136,1.8056062473216463,1.6747652149070331,1.7663539375972623,1.4785036662851143,1.5308400792509604,1.269158014421735,3.611212494643292,4.16074483078466,2.251400336334288
120,6.025,1.0245710411273552,0.8584821724212186,0.8953005643763814,0.4573932942191176,0.937471784085027,1.783482906308099,1.6691570789806556,1.6822228878180778,1.692022244446144,1.8014978851596968,1.4540661501646124,2.174665304228492,1.762894359049132,1.6856873068280018,1.569876728496307,3.937559663277619,3.8474847690196343,2.0798634475896187
121,6.075,1.0205859244731514,0.844409011963797,0.8709665505816719,0.49937217994172,0.9895747466537396,1.689988041363205,1.7156912815360292,1.70605256647122,1.8056526221409144,1.5947692198138808,1.68336750980354,1.797279596933103,1.6453968140936854,1.544141625534074,1.5441416255340743,4.278031716643584,3.948952353824845,1.849715319580045
122,6.125,1.017063126400103,0.8360229860422163,0.8740240308623168,0.5240781145050357,0.8470579048265142,1.681473154357112,1.605617222581603,1.6814731543571115,1.751007758484662,1.4816808896049491,1.668447388294649,1.718251787945235,1.7929583874211157,1.4692297896923026,1.3571698904784832,3.772683273531929,4.594455867766605,1.7735194253125977
123,6.175000000000001,1.013698991205363,0.8786212462304935,0.9487240052382452,0.5078297936275069,0.9329059467954708,1.645024152849346,1.5548432446591174,1.5517335581698,1.741424434018212,1.788540895977579,1.6047866943360474,1.9355442572908048,1.874292856743627,1.5802861341171763,1.2617788512718544,3.662833752721208,4.140594676989191,1.546910370961878
124,6.2250000000000005,1.0099984002667377,0.831797567587961,0.9214730482677967,0.4734044447332193,0.8690208514322825,1.5513858157611535,1.4779474339499747,1.5452659506102229,1.5942248718176744,1.7960876965688597,1.4585678609720265,1.8201962562543472,1.735816297355138,1.6755448981414192,1.3380250625445858,3.471632594710277,3.531903993923997,1.5424558084490796
125,6.275,1.0077600352702127,0.8887438085780774,0.9238183573570974,0.4777531936150949,1.0359089562963046,1.5628975241795986,1.3792043662317075,1.5478407079543617,1.5147157122588402,1.6489495102426197,1.7913048636448614,1.921797270930249,1.5896347796583534,1.803167809761716,1.399827641788699,3.724965080691964,3.7842798112762313,1.3302236212051215
126,6.325,1.003584441986352,0.932656349779229,0.9237473936022328,0.5721304660029686,1.0255236516203927,1.4286196534133784,1.609420065982292,1.4049081238961447,1.5768167128960942,1.5529255505794866,1.7747720578051276,1.704715266049662,1.5529255505794868,1.412811967068556,1.5295732866609986,3.5145157197325227,3.3510498723031032,1.2896168604781617
127,6.375,0.9993407685329884,0.9131509050433184,0.9098622463216742,0.491094289544395,0.948229931407528,1.4529800179721508,1.307098490063301,1.397545037366787,1.4413094957394417,1.6895733323261397,1.5286615863903166,1.8160039898471432,1.8045102937088693,1.6780796361878665,1.3217750559014017,2.884917730706537,3.5975268912794656,1.223023095203179
128,6.425000000000001,0.9958640110670696,0.947019292242094,0.9653661047413704,0.5133123586534074,1.117362389831534,1.5913078765210031,1.3442817440646742,1.4448156351806218,1.433326047624513,1.6973254344250932,1.708640937321261,1.9915285097254436,1.75390294890593,1.5954859083595871,1.4257533649170775,3.37201986305785,3.349388857265516,1.1164244643167494
129,6.4750000000000005,0.99272507847844,0.9738922788921528,0.9898315960589638,0.5459296631234627,1.12279819726538,1.3858214525441717,1.3009752411639164,1.2472393072897547,1.4452138005103503,1.5375161941028108,1.804910314816344,1.927465953476713,1.715778941245166,1.6489304110667833,1.203273543210896,2.919052484456063,3.197588026865993,0.986697947990114
130,6.525,0.9880978990000986,0.9762895564369546,1.0197150833309891,0.509668008100273,1.150217042095209,1.3368139956554488,1.2476930626117522,1.3340289664978335,1.4482151619600696,1.5250144508518932,1.5798710857746228,1.5469571048209851,1.5798710857746234,1.568899758790077,1.4591864889446169,3.082942882657421,3.3462547302865278,1.0048839899314777
131,6.575,0.9868802324727852,0.9697419277735704,1.0367272894157402,0.554989122586473,1.1190756842960787,1.3988446053700982,1.291874135547679,1.404330270489197,1.2809028053094824,1.4154678330037302,1.6099595963172213,1.6207646942790812,1.858476849440014,1.6639850861265235,1.3506372452325672,3.068647821168396,3.0578427232065333,0.9387204494620464
132,6.625,0.9844753562084556,1.0125097983184042,1.0191076065279978,0.5901815641944604,1.1914001934544978,1.2967621153246232,1.2562382992207293,1.380511335272671,1.3129716417661814,1.6708910842030018,1.702818939315161,1.5857501372372436,1.5431796637543644,1.7453894127980398,1.500609190271485,2.745795539645697,2.9799331438015333,1.0572029575403756
133,6.675000000000001,0.9797055334764836,1.0578918076149593,1.0763899157821395,0.5623116374429579,1.08313537975828,1.3173268132195295,1.1949085639102397,1.2747465525902115,1.309343014351533,1.467728680783315,1.897563508727,1.761274416939978,1.866112179853072,1.5515988911137903,1.3104720364136742,2.725781835740442,2.8096520460709176,1.013182094438686
134,6.7250000000000005,0.979525560445074,1.1220114868352888,1.1254592833268813,0.6131351780538038,1.261105448153237,1.2375088805162746,1.232265198819172,1.2191559945764143,1.2217778354249658,1.7455104073537837,1.7764957992003,1.9107658305352055,1.7558388713026214,1.580254984172359,1.3427003133490638,2.385875172181798,2.8506560498795515,0.9355691272841156
135,6.775,0.976995136174583,1.0555257980702706,1.124438286955778,0.5347328920666914,1.25030997169259,1.1805612749246148,1.082396442436354,1.2115606957103815,1.3433082340498892,1.5163100520714663,1.4959568970101045,1.9844326184827916,1.8826668431759812,1.86231368811462,1.4348974318260184,2.9003245962440816,2.4525551848941163,1.0897245368057784
136,6.825,0.9754268586621634,1.078374112733308,1.1099362818864775,0.5962111933096181,1.1633271120833446,1.2066018624234247,1.1964195682257588,1.1811461269292591,1.2626044805105885,1.363810313747997,1.75490297724926,1.61451073906932,1.5443146199793478,1.644594790107878,1.0830258373881143,2.3064439129561696,2.747676661521699,0.9590058718822192
137,6.875,0.9731770469653797,1.117886024520416,1.1023336472821477,0.6064375497116107,1.2292540964923544,1.1840978235599822,1.0762245048882044,1.151484959775491,1.1891151872191346,1.6306431892245543,1.7887661651493598,1.8085315371399604,1.7097046771869573,1.4428721553138486,1.344045295360845,2.342196580886177,2.668325218731088,0.9916972865079928
138,6.925000000000001,0.9734816725517884,1.085544000691565,1.1496454436078831,0.6295899535302361,1.3030529882104036,1.154697809287018,1.139862291394679,1.199204362964033,1.2461835029564383,1.3636688163664754,1.5682191388214468,1.509776189548598,1.7240670035490442,1.4415927487302738,1.3441878332755255,2.2890155131865844,2.4059014117322817,0.9741485473183544
139,6.9750000000000005,0.9718339619112256,1.113533913374768,1.1547419940506438,0.6686026856450157,1.2454420362356993,1.1260160875555638,1.043149102757102,1.1747613727311292,1.1942594868013552,1.6226271444048093,1.7570459611010656,1.8242553694491943,1.4113975753106922,1.5554177360566803,1.4594042955593551,1.968275530195184,2.208309131438499,1.0087289626127225
140,7.025,0.972782512326267,1.1528068906814934,1.152806890681493,0.6952588103877324,1.218165715180585,1.1653064533778763,1.0307556051528028,1.0691987046456808,1.1316687413216084,1.4670993461770845,1.523890288609746,1.6185418593308492,1.561750916898187,1.7321237441961717,1.467099346177085,1.959287513926817,1.9782178280710376,0.9561740307539914
141,7.075,0.9700780293465658,1.1641614260310351,1.1850771703060572,0.6727413495917123,1.3076071458510905,1.1394185455695194,1.0873037680174835,1.165475934345537,1.1796890554960926,1.7730509718116994,1.7357235829314537,1.801046513471885,1.3904452357891757,1.5957458746305302,1.3437859996888668,2.342293652235456,2.2956344161351483,0.9835576524083264
142,7.125,0.968978887215866,1.1426142120358906,1.1895649496272276,0.7202135080396858,1.2402690459677772,1.0487397394341476,1.1047970974439902,1.0020252744259448,1.1304900531985018,1.260582760297103,1.5826294508839545,1.518220112766585,1.6378374549845582,1.7482534631857638,1.4538107746492142,2.2635281681247257,1.8770721394205052,0.8892432089061408
143,7.175000000000001,0.970047988664928,1.1903513899074678,1.1799666449573478,0.7267080496246967,1.3658469226767016,1.124002189319107,1.061813543598582,1.2069203836131392,1.0871496585217588,1.6876783990149045,1.642310700116654,1.7693402570317545,1.5969430012184038,1.6150900807777036,1.6060165409980538,2.2048701664549566,2.0869141493195054,1.0449384689094914
144,7.225,0.9692112242179944,1.141074836240903,1.178627037283984,0.7069227708757474,1.3629085553398053,0.9835656741035592,1.1039559298252422,1.1198565296375398,1.094869872789643,1.4585874892752757,1.6465036688751569,1.6465036688751586,1.5838649423418645,1.8702134064940656,1.4317423207610065,2.0670779755987048,1.9328521330273605,0.8979434937731984
145,7.275,0.9697088459848276,1.1570102231411092,1.155326686985211,0.7694502286959217,1.1179586594633295,1.0081791518206382,0.936486412135615,1.0328235310873652,1.0104195499357953,1.3856522887986,1.844594448145909,1.7828137728491569,1.694555665282366,1.4739103963653908,1.4915620178787483,2.0917171493329207,1.818117015875872,1.0461287525467655
146,7.325,0.968786854847982,1.182369455567849,1.1848604024545792,0.7890560330029026,1.3392096908256503,1.093908905872437,1.0939089058724365,1.1867254190979772,1.1624163323008116,1.4103288373231428,1.7150295120534518,1.9413785847102525,1.828204048381852,1.5322091072152668,1.5583263079064358,1.7411467127446212,1.8543212490730216,0.9674024337647414
147,7.375,0.9700650132129872,1.1323992790008126,1.14673344708943,0.7854198963579311,1.301492056580697,1.039885613046888,1.059506096311924,1.081306633273075,0.989744378036242,1.5630324378812883,1.623149070107492,1.5544443475632594,1.3225659089764752,1.5544443475632594,1.794910876468073,2.078317856963032,1.8378513280582185,0.9803567998754206
148,7.425000000000001,0.9710798838263824,1.1402303945835657,1.1378060918310842,0.8203226090557612,1.2969273786464908,1.008721294502826,1.0603402946479603,0.9700070443939756,1.062491086320674,1.4064874029444323,1.5420524538306437,1.6437262419953018,1.6860903203972428,1.491215559748315,1.3471776931817152,1.7877641085619005,1.7030359517580194,0.9643447561127498
149,7.475,0.9727312886300672,1.1700764909544588,1.1445620461772577,0.8519443558844615,1.368764096376918,1.06954589856429,1.0249814861241109,1.03559206051463,1.0504468646613565,1.4462534426834346,1.7639276092844196,1.7555677627949209,1.4211739032149353,1.5382117540679303,1.4462534426834344,1.7472079163054204,1.889325306626913,1.03030842755282
150,7.525,0.9703862886384662,1.1687408040818057,1.1592996128000947,0.8489096124174244,1.3003788499590452,0.9862776784713536,1.0553799361986456,1.0134997800002867,1.044909897149056,1.5178383882799202,1.5590839966570915,1.748813795192082,1.5343366316307885,1.6168278483851315,1.3693541981221016,1.8313050119464247,1.996287445455112,1.0499953446874282
151,7.575,0.9726930887571716,1.1180360261705444,1.1230827165664523,0.8414401759403588,1.283268850422863,1.068357480947859,0.9877657173947326,1.024961915957714,1.0187625495305503,1.3024931483333595,1.6851005106562844,1.693241092833368,1.7665063324271195,1.3676178057500277,1.3187743126875269,1.799068661135453,1.693241092833367,1.0087676526377776
152,7.625,0.9722125679952528,1.1038045180556475,1.1589755873371517,0.8859499324804363,1.413334257497915,1.0013666961493164,1.036037233490535,0.9585383853160462,1.0666288840857276,1.397945730228819,1.7193125647641787,1.6470050269937226,1.5988000018134183,1.4943557805894263,1.317604021594979,1.5907658309500334,1.7916201025346343,1.0334567133042738
153,7.675000000000001,0.9754611070984196,1.1529999312703778,1.1412770720150869,0.924906822161236,1.314461228000943,1.0084916925397738,0.996413947718938,0.942064096025178,1.014530564950192,1.1498257064280368,1.4590891722948884,1.6731946486642466,1.7287034758711173,1.5780366591667545,1.3639311827973957,1.6176858214573766,1.6176858214573764,1.1081536276940167
154,7.725,0.975443098625852,1.1530538156104766,1.131030450404579,0.9264929577751588,1.2339171807902034,0.955739394460689,0.9617003470248928,1.0769454299328345,1.0213098726669316,1.228919614499001,1.5498476666930092,1.65943285524706,1.3932973973300773,1.346332316521199,1.0567143181997778,1.5968127475018874,1.6281228013744726,1.0648613220135617
155,7.775,0.97634559155249,1.1673821331306116,1.1205836700916,0.8879211739152444,1.276943259319822,1.0513695652771498,0.9984087849366964,1.1004073248516442,1.0533310756601295,1.2904360731663789,1.6149768819866654,1.707702827363891,1.6922485031343542,1.568613909298054,1.182255803559617,1.4681608018060606,1.576341071412824,1.108453520504274
156,7.825,0.9778549645946546,1.1488732481924206,1.1019433403340226,0.9563651165399912,1.2083905576934606,1.032166934696497,1.014738224729764,1.026357364707586,1.1193104845301594,1.151937968508286,1.4723445557754915,1.647805305945628,1.4418296427024242,1.35791363175149,1.029878316216018,1.3273987186784226,1.3502849034832234,1.089195570710091
157,7.875,0.9808855435207142,1.144388141617266,1.150135225818734,0.9367272282755956,1.2906072262046089,0.975125459799038,1.0860220807173602,1.0535178987240592,1.0554299094295472,1.107228017632775,1.513964840436652,1.86797651954373,1.4913683502808812,1.39345022627254,1.1976139782558584,1.4989005136661384,1.581754310903965,1.141353329296593
158,7.925000000000001,0.98044292219782,1.136732332039252,1.1204172970084236,0.997966598407476,1.19507904427492,1.0931291731993351,1.0459301588124896,1.1063448972276515,0.968523775218064,0.9743020787975436,1.4131098852788797,1.5246711920114229,1.5990453964997848,1.4279847261765524,1.0635511241835782,1.5023589306649143,1.2717988967509917,1.2196610615637424
159,7.975,0.9826654087675804,1.1326803617429335,1.0927528536295454,0.9574497189875156,1.2845449890935003,1.0291274803767954,1.0589572624167023,1.0794652375691391,1.0608216237941972,0.8739900154495516,1.3807573353320644,1.6965688535197174,1.5203019596475391,1.4101351509774276,0.9547790084743,1.4027906970660868,1.373412881420724,1.229146822447959
160,8.025,0.9831175130360782,1.1016613442478242,1.1497401281883095,0.9633594448587612,1.1802104233563475,0.9868842229625622,1.0071374439561966,1.0034550401391722,1.0402790783094171,0.9719314317055536,1.4724035868375176,1.7045066153045154,1.6029615403502029,1.6174679796293918,1.015450749543115,1.4578971475583304,1.2403005583705198,1.187011597753096
161,8.075000000000001,0.9847769123469712,1.1297384413604654,1.1078747400459603,0.9892383741967916,1.2674745039444189,1.061987245772655,1.0292547621700736,0.9947038072562372,1.10381208593151,0.9957508058899897,1.5473537703038698,1.7192819670043007,1.6548088932416392,1.4398986473661013,0.9456050818523642,1.1963337020404912,1.210661051765527,1.2350760252765576
162,8.125,0.9865744211390596,1.1057539332123976,1.1833625400597736,0.9738843704720778,1.3129922739451116,1.0938608684440123,1.1136186181203411,0.955556620709712,1.0866762321980747,1.1392002774808785,1.5212922960148385,1.712338305281817,1.4717618491678426,1.365625177352854,1.0472151619078882,1.2311853930538683,1.153351833722877,1.0793449707226297
163,8.175,0.9896917522547812,1.139599855798291,1.1226008523921158,1.0350798126544734,1.2135903897794988,1.048584678888426,1.1266518969444177,1.0539074437558802,1.0379391491535188,1.125307764402132,1.2720870380198015,1.6984458804330314,1.824256686391034,1.2930555056794684,0.9925074692242408,1.348971419438581,1.2930555056794684,1.181508963435524
164,8.225,0.9880935595836752,1.1310550731654527,1.1043839055012894,0.9610183288825406,1.1200066749364792,1.0183472271331688,1.0060779834327689,1.049896710934196,1.0393802163338537,1.0564296848525925,1.539763527595608,1.7330970646928143,1.6364302961442108,1.256667991131841,0.9597629163039894,1.166905991765281,1.166905991765281,1.341568469339614
165,8.275,0.9907995174455132,1.142151368801554,1.1229582811458174,0.9996715717572466,1.1117076785251918,1.035515875012562,1.0337842431145474,1.0337842431145476,1.0060781327463182,0.9823075494190328,1.3643160408597674,1.5757850271930312,1.384780781472664,1.4598181637199512,0.9686643890104344,1.1801333753436989,1.036880191053423,1.256493308855082
166,8.325000000000001,0.99285039802678,1.1551501643721134,1.1387582171314408,0.9889250348263644,1.1548534775442274,1.0898395039935895,1.0368017887285956,1.024825530442952,1.0231146364021455,1.0446822703710985,1.395156322366563,1.7388904887467305,1.5029944922113212,1.4895147209807271,1.1660002114464514,0.90988455806515,1.1120811265240718,1.225558792495916
167,8.375,0.9959154562519428,1.138857864424444,1.090902611349126,1.0225589610383488,1.132652752717297,1.02107800394216,1.0701032723433566,1.0633411663569845,1.0886990638058796,1.0389053742698662,1.33192996701265,1.6715721086008766,1.6182949099203698,1.2986317178373334,1.152119421465942,0.919031677238728,1.078863273280246,1.2849726401143995
168,8.425,0.9952667038813604,1.145779111658034,1.1382472851228946,0.9835362022552716,1.094190927986265,0.9722429314320707,1.0574394769699322,1.122589776498886,1.0641215589729025,1.0002874271112008,1.4477844339767374,1.6846946140820211,1.4477844339767376,1.2701017988977747,1.112161678827585,1.046353295465006,1.1384850321726168,1.2453900794310104
169,8.475,0.9964350984893952,1.1422238042495685,1.1481163517056483,0.9565936080157244,1.1291934017373786,1.0598569647885925,1.0499517595101948,1.0565552296957932,1.0433482893245958,0.897471629770006,1.2746698509776897,1.4892826320096482,1.456765543974503,1.1771185868722542,1.2356493453355153,0.8129272008786291,0.9950228938754412,1.303006170551173
170,8.525,0.9986306309161844,1.0963748918708334,1.108022150996104,0.9670247923595034,1.146986240936229,1.0768291877921925,1.1274075284309168,1.093144781546619,1.089881662795734,1.00266739799934,1.3111804435375982,1.6646849748835195,1.33688986399912,1.4397275458452063,1.124787145191567,1.0283768184608617,1.021949463345481,1.1925367149281798
171,8.575000000000001,1.000105173947277,1.1090736885398378,1.1248267155281122,0.9690631948578188,1.1626759262298194,1.1013975833772078,1.1255864029242917,1.0755961758603187,1.061082884132069,1.3149921899232753,1.3975762404981664,1.5309812452729916,1.3467552862982333,1.4039288597731585,1.1053557538485492,0.9338350334237748,0.9147771755987996,1.3048798571998177
172,8.625,1.0007875397806112,1.1351794538036777,1.1187102187841045,0.9755561468934592,1.125325553466092,1.1348892267250104,1.1444528999839292,1.0838829693441112,1.0520040584810488,1.1490898324731016,1.3939778295575338,1.5383989560432234,1.4630488030941686,1.249556703071843,1.2244399854221577,0.954435270688041,0.9921103471625692,1.3532272366361058
173,8.675,1.0024581189641009,1.1159155831930516,1.11206759842342,0.9581359762816248,1.1328740391482073,1.1186934183521933,1.1706890279375777,1.082454054095713,1.0856053031614947,1.1420890553557164,1.3220922216889546,1.4896813765509345,1.4462323364015324,1.4027832962521298,1.2476081528614078,1.005534929171881,1.0427769635856543,1.3314027302923996
174,8.725,1.0037858845055885,1.1093073383060994,1.0856054405475155,0.9226416934920794,1.049834257339592,1.0622951980795283,1.1557522536290463,1.1323879897416664,1.0856594619669082,1.0860842667648598,1.4603844942939923,1.5401533952428244,1.4726566329015052,1.362207385433892,1.239485999358767,0.9572268113859786,0.9817710886010034,1.2562662705159775
175,8.775,1.004501075210833,1.1048018540403384,1.1079840536722956,0.9380770671624116,1.125679754003289,1.097961237488844,1.0748624737268069,1.0856418968157575,1.1133604133302026,0.976681061695844,1.4073913435617136,1.4862537895371544,1.5165854995277084,1.3649269495749383,1.219334741620278,0.9463493517052902,0.94634935170529,1.32982882801444
176,8.825000000000001,1.0057885248073644,1.0917463066734718,1.1117678527743742,0.9356562531102056,1.0170417378481944,1.125140485433856,1.131230555720372,1.0779424407133558,1.138843143578517,1.1995592988592376,1.439471158631085,1.4334733621367894,1.4634623446082706,1.2175526883421266,1.1335835374219805,1.073605572479018,1.145579130410572,1.3652943285179542
177,8.875,1.0074501887478662,1.0831561330883073,1.078631198850863,0.9375433130389148,1.052282158714359,1.1350797534629848,1.2073394725163311,1.130563521022151,1.123036466954094,1.1327075909688102,1.2987589655610954,1.423297496505311,1.4588799339179426,1.3995758715635551,1.257246121913025,1.0674731223789835,1.0022386537891563,1.4338269932906802
178,8.925,1.0086729276001567,1.1054507285079482,1.0864346269297696,0.9174722040473008,1.1477034736661595,1.155146427451284,1.1938497871339302,1.0881598433851656,1.1417491106380602,1.1669649358858458,1.3722100251119993,1.3956666067378447,1.372210025111999,1.2373346807633836,1.237334680763384,0.908942538001538,1.2021498083246147,1.3862121682253887
179,8.975,1.0095409896306755,1.073810173202609,1.0713213007949804,0.8972617385206417,1.0981500690043962,1.1261190385902984,1.2173862025021926,1.1246469875594618,1.092261864881048,1.2525816044212947,1.3801593604271676,1.519335094251757,1.4091543049739572,1.391757338245883,1.2409836266025789,1.0322200258656966,0.9336372144066132,1.3434718795720475
180,9.025,1.0111450867213103,1.0805420166919792,1.0890200735174544,0.886825989941519,1.168995708325706,1.0743696547252437,1.1704514937657138,1.1748188500857346,1.1646283520056846,1.0494889581142135,1.4738724712314364,1.3878487861401068,1.422258260176639,1.330499662745889,1.1813919419209178,0.9519954483440404,1.1527173802238082,1.3711122052311828
181,9.075,1.0121327789743149,1.0727252547024644,1.074077656687717,0.8915182911798136,1.1028775771182844,1.1647884593847155,1.1201550326344978,1.1734271871428223,1.0827205456827025,1.4293167745231028,1.400957314711136,1.2988632593880571,1.4406605584478889,1.3272227192000232,1.276175691538484,0.9245183898701016,1.151394068365832,1.382784109852039
182,9.125,1.0117586363596467,1.0652819884673532,1.048427953993862,0.878715071375903,1.1193054454878786,1.1420902891619324,1.1349700255137902,1.162027027376729,1.110761129110108,1.1163710338025847,1.3519870308865465,1.5595535045081326,1.4361356012736757,1.2453988417295168,1.3519870308865465,1.1163710338025847,1.009782844645554,1.2958879839617936
183,9.175,1.0134166737548818,1.088103097613079,1.048939853827394,0.9080064116493358,1.111364924535262,1.1508049979028,1.181793626977294,1.1803850529284534,1.121224942877146,1.2429598879466464,1.398329873939977,1.4371723704383097,1.409427730082358,1.315095952872122,1.331742737085693,0.9821602686006988,1.0875899019533153,1.3770967308104225
184,9.225,1.014251346089281,1.053043668000131,1.047808551579549,0.9001862005137043,1.0854168225424858,1.1495107555809383,1.1564774874329435,1.1578708338033448,1.1899178003225717,1.1032769896539922,1.3283235397824182,1.4600581057112536,1.443591284970149,1.3228345995353836,1.251478376323931,1.0264318261955052,1.03192076644254,1.367754294210095
185,9.275,1.0150176816685277,1.050524730658601,1.060623440171958,0.9038348581137812,1.108204894383998,1.1164750801629837,1.1702312877263863,1.1688529234298894,1.131637087424456,1.4389287883133106,1.3846295887543163,1.3357603091512242,1.4226390284456123,1.2923209495040298,1.368339828886619,1.0153950317531666,1.1565729506065483,1.3329345344802972
186,9.325,1.0151094707233002,1.0505608420308006,1.048511467064635,0.9166323531520136,1.1154432652384718,1.089534436339291,1.1958969970833004,1.1140796426648312,1.1590791875949895,1.1818062304890102,1.3805645510712528,1.2194091560045697,1.5739510251512725,1.3751927045690298,1.262383928022352,1.0743693004445545,1.085112993449,1.345811993087483
187,9.375,1.0162023078219584,1.0434399154498182,1.0624484152454796,0.8648465941924479,1.0860384508893262,1.1872221574939217,1.1669854161730024,1.099529611769939,1.1899203896700437,1.365877833397795,1.1532898437638963,1.275527937803388,1.254269138839999,1.4668571284738965,1.434968930028811,1.089513446873727,1.0895134468737273,1.4299253884380063
188,9.425,1.0156083268029854,1.0328998562339986,1.0356582680860436,0.8642996170599461,0.9904511770618972,1.0999080456859889,1.1599758394431112,1.087894486934563,1.1012428855472574,1.4197842160774556,1.4460765163751856,1.3303903950651708,1.53547033738747,1.2672888743506174,1.3461657752438088,1.0727258521474106,1.0148827914924028,1.3599021607054809
