,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
106,5.325,1.0786151690027512,1.0959587542638756,1.0386589961248958,0.0698088602679126,0.9021452711545636,2.143669001457746,2.130781211869824,2.2682509674743283,2.212403879259999,1.844646247079384,1.4384856055206212,2.5723507298721686,2.132343368183508,1.1677118444814456,1.472332325650517,4.890851058770116,5.212394900004135,1.7267007886675518
107,5.375,1.0746490660418777,1.0447721367294125,1.1097238541000056,0.0962929547570619,0.8812229812264629,1.9521829679801532,2.154569107209198,2.1292708398055664,1.939533834278338,1.4450676986619229,1.6942173018794957,2.7738655824889777,2.1592965612189654,1.3121879102792184,1.345407857374895,4.301983148890094,4.534522778559829,1.7730299314687314
108,5.425000000000001,1.0724615756537004,1.1018034960885177,1.0776991147344284,0.1036152155765785,0.8526371639672684,2.193678140304137,2.2474853399719747,2.0653686641731404,2.235068293894781,1.7120472621584573,1.6957420501379006,2.5273078631862944,1.9892358665079224,1.4674690818501064,1.54899514195289,4.679595849899791,4.744816697982018,1.9711004776279135
109,5.4750000000000005,1.0701093367548988,1.099330005305885,1.019933949367127,0.071390424518738,0.8411988636754066,2.1212840910075483,2.356982323341721,2.170049242524964,2.2757070708126954,1.3127184726657652,1.5368411387306522,2.8975858969817496,1.632893709901318,1.5048236150070968,1.760963804795539,4.690567225500839,5.170830081354166,2.0107331607818426
110,5.525,1.0674228113061022,1.090767827347746,1.061530751563167,0.1051562185183393,0.9058534147031084,2.095035430480761,2.3983167499408324,2.067101624741017,2.1070070615120797,1.7763965641421289,1.9807607706363572,2.2637265950129786,2.263726595012979,1.4462697690360702,1.949320123483398,5.156266133085119,4.873300308708497,2.641495595243673
111,5.575,1.0621671251481852,1.113994710372113,1.0558284300552614,0.1136063271737623,0.7642607464416747,2.143849375915876,2.1712843770701937,2.1673650911910043,2.2575086664123303,1.8527533247070915,1.9608306019816708,2.33138126692309,2.0843474902954773,1.497642270804898,1.976270213020897,5.48106191892514,5.403863863729012,2.776294140135062
112,5.625,1.0585716235050866,1.0573927166770256,0.9908536401145864,0.1149773350000789,0.9124309960322994,2.2830024499879897,2.167504855553521,2.2676027707300603,2.2676027707300603,1.7744630417659222,1.744130340197274,2.2597862668642947,2.0626237066680817,1.334638869020523,1.865461146471867,5.308222774513439,4.898731303336691,3.07954300262516
113,5.675000000000001,1.05714282560796,1.0445269476619805,1.0473691978596995,0.112960240966129,0.9796361893017336,2.1521737131763943,2.3375102895307767,2.034919960788929,2.239168432689677,1.86253516744509,2.115839950217622,1.8923357301242116,1.8774354487846503,1.400626445918708,1.6688315100308002,5.528004376977026,5.334300719562735,2.8047498966415945
114,5.7250000000000005,1.0524086624551825,1.0480060863587224,0.9928478712872102,0.1387447062310262,0.9254334686019522,2.0404135512549053,2.125895357591632,2.233676765581417,2.14076175869367,1.800861769860679,1.8887086854636397,2.0497613640690653,2.079043669270053,1.288421428843412,1.639809091255253,5.446508767383516,4.91942727376576,3.1158763126111078
115,5.775,1.0498721853231463,1.0477778232582438,1.0258204621945473,0.1764563264536043,1.0774941556593522,2.154988311318702,2.238996330234516,2.3850972326968,2.034455066787318,1.582759776674752,1.8417568310397112,2.446083291224616,1.9137004572522,1.6978695786147338,1.798590655312218,5.266273438754183,5.280662163996678,3.449770288752318
116,5.825,1.046486225443999,1.0224487080406752,1.0210998311171389,0.1513658645006376,0.9765038848297556,2.2079040043025704,2.017629350273243,2.2581652336688083,2.236624706797564,1.711275190326652,1.8668456621745304,2.503270319734029,2.064844444526374,1.5698474886467635,1.6264185693187183,5.289396042827836,4.624685844932356,3.152683235611073
117,5.875,1.0454131487968747,1.010423547938741,0.9938483585040504,0.1612004369237588,0.8893685644243354,2.064605595985065,2.181070527040633,2.032842432969911,2.13519040268541,1.9464295181003968,2.029847926018985,2.433036897625496,2.5581645095033783,1.626658954412474,2.0437509940054164,5.408293446721816,4.963395271156011,3.2350169315775057
118,5.925000000000001,1.0447276568238677,1.0169091775487489,0.9751898266749544,0.1630631131809154,0.968109571454546,2.137474896114695,2.0888959212029987,2.061136506967742,2.0888959212029987,1.7906925167666905,2.036741870215548,2.0504112787404853,2.2691218151394703,1.8043619252916268,1.9273866020160568,5.262722282100576,4.729615349628048,2.945897020884288
119,5.9750000000000005,1.044638113851507,1.017268105681176,0.9935510799028496,0.1573483466995227,1.095282821245557,2.1939777385074564,2.17691725842575,2.006312457608685,2.1120874341152653,1.7474067477626651,1.881822651436717,1.8549394707019076,2.379161495030705,1.8952642418041212,1.828056289967096,5.403519327696858,4.610465496019956,3.0009036290658844
120,6.025,1.0449294569360723,0.994780489838546,1.0067582016933825,0.1812757685341896,1.0536894953497018,1.983218126597688,2.110734689729181,2.157714476146045,2.107378990699404,1.5334527687582995,1.877157699686884,2.3530568348187706,2.32661799397811,1.8639382792665544,1.9829130630495253,4.534261204173252,4.706113669637542,2.9824631172806133
121,6.075,1.040163313345234,1.0138170622571523,1.02001777823426,0.2130951459646386,1.0793252416645378,2.0926367070804783,2.003518109144876,1.93090295527142,2.036524997269172,1.3522822043651692,1.950407025526686,2.3014802901214897,2.483518279170647,2.106439587568821,1.8983961715126407,4.8630148503132045,4.589957866739468,2.508860302427495
122,6.125,1.03911450785766,1.0302720234115523,0.9637831835347856,0.192517586823939,1.201397499085913,2.0553638295172503,1.922235998537461,2.022893626839253,1.9644472620188576,1.9059025026448928,1.918693794608953,2.072189298177669,2.5838409767400567,1.8675286267527136,1.7140331231839965,5.052560325803572,4.412995727600588,2.325926763260646
123,6.175000000000001,1.0356588783887335,1.0616671785691834,0.98784860142729,0.2399225409348095,1.0574291889621628,2.121247678159745,2.025408174628432,1.983877723098196,1.9774884228627752,1.6989730171460158,2.0639375911996045,2.353392253380037,2.655431900872661,1.95067272338987,1.7744829290191717,4.631274594886919,4.530594712389375,2.1316139918070114
124,6.2250000000000005,1.0337720253682632,1.0458619666563254,1.0547201990108397,0.2264196111371895,1.235409968309897,2.011863561624259,1.9332751412483116,1.9144139203580848,1.895552699467857,1.436501065780957,2.080449819406903,2.1423679687940136,2.290971527323077,1.9937644102649488,1.5974882541874431,4.1732832686912325,4.297119567465454,2.043298929774638
125,6.275,1.0307831679613135,1.0815671051996651,1.1030705887528025,0.2608691416000699,1.2343625440518715,1.902588883688976,1.6798467704766076,1.812873310311772,1.9211507264566727,1.499009423512526,2.0474275052854014,2.3277300804137613,2.1936723270915013,2.291168874962235,2.120549916188452,4.704208434762887,4.509215339021424,1.625108274967785
126,6.325,1.0269367138795913,1.104576521072691,1.036505777412592,0.2634475374380898,1.141846023257631,1.763010259909782,1.7295161098942258,1.8969868599720117,1.7782348735532172,1.4993937679140603,2.0391755243631224,2.1951124762261847,2.26708337708606,1.93121917307331,1.8952337226433724,4.282268601162562,4.222292850446,1.672221849570768
127,6.375,1.0240651094347064,1.0721145615912886,1.1002688305406396,0.2659132655956821,1.1569758596306257,1.9093099030691925,1.753447870165584,1.7864186848182708,1.7384611362325455,1.5468125992706503,2.314315034023261,2.396969142381235,2.597700548393457,2.066352708949341,1.9364676815296684,4.038243579775285,4.026435850009859,1.6381417743950588
128,6.425000000000001,1.02094053127881,1.0460689216107686,1.120352565222768,0.274750596320461,1.2659263324803132,1.8059368659159716,1.8738070422494144,1.6318351092345298,1.7144596717274174,2.011067543793337,2.3946815839388864,2.1621882262749166,2.510928262770872,2.278434905106902,1.9064455328445504,4.103507762769063,4.150006434301854,1.601001453260507
129,6.4750000000000005,1.0161039885313763,1.0998417514729055,1.1156707394593646,0.2743519143319341,1.1534755691225156,1.8130195343386644,1.621257852822075,1.7084222535114342,1.754909933879092,1.85422452375545,2.1747077747749115,2.094586962020045,2.300611909103985,2.243382757136224,1.877116184542554,3.433749118065649,3.765678199478661,1.2718887039365625
130,6.525,1.0102011915065308,1.179799540250937,1.1733496111015007,0.2777028616783483,1.201671415379471,1.6766177366961206,1.6565898797731278,1.5965063090041556,1.4963670243891989,1.7244765116809324,2.051338072718494,2.141506779211615,2.2204043973930947,2.1415067792116145,2.040066984406854,3.7645434960877857,4.012507438943865,1.256266302326985
131,6.575,1.0070296239100671,1.2005667136274525,1.1608654334149042,0.2994835670952315,1.2539089465284146,1.634308289857258,1.6258549711166168,1.6145838794624294,1.4117042296870457,1.742749853499823,2.1645619199520105,2.0868596971845017,2.331066683025241,2.0313581094934245,2.0757593796462857,3.607603199920018,3.3855968491557067,1.2559216414666616
132,6.625,1.0037321130991996,1.2242246534142818,1.20284764711531,0.3534885978969712,1.3349679738509053,1.5681016740660327,1.6069572907685543,1.4404332191863198,1.6152834943476655,1.6728099918033466,1.8696111673096227,2.0445455455374235,2.2741469169614112,2.1538795319297983,1.8586777686703848,3.5642879563914422,3.651755145505341,1.1523579035171896
133,6.675000000000001,0.9999109169244348,1.234715066829157,1.166918732044861,0.3410083456820288,1.295905604890882,1.5884412583156164,1.5720373898992768,1.5638354556911067,1.4599442890542855,1.830936828288486,2.0248007277543265,2.218664627220166,2.283285927042112,2.186353977309192,1.9494092112953867,3.5003204070221035,3.414158673926175,1.323747544822016
134,6.7250000000000005,0.996665772204281,1.2356513182062547,1.246277312343164,0.3312246821054464,1.333270341266209,1.4814114902957876,1.446396309616069,1.465250637674379,1.5352809990338163,1.75075903398593,1.8674763029183248,2.079689519159044,2.260070752963653,2.599611898948806,1.740148373173893,3.193808904422818,3.246862208482997,1.282698965716222
135,6.775,0.9909803913121308,1.2254572441302218,1.2862814035215508,0.3578236519088263,1.3720488373568402,1.464934155166297,1.5737426703145192,1.4198184293731329,1.406549098257496,2.1013795275853853,2.080470278554686,2.0700156540393357,2.1118341521007364,2.070015654039336,1.9550147843704828,3.188660477181802,3.5545723352190564,1.2004682619513825
136,6.825,0.9905314715566126,1.2842074486322412,1.2827336068778812,0.3353720273119083,1.3677100317202815,1.3912461508129823,1.5559989844618876,1.3860159021257152,1.4487788863729174,1.7204348333418669,2.081005007994353,2.081005007994353,2.431273177656769,2.3076491177759166,2.24583708783549,3.1730175369418854,3.0906014970213174,1.1413149814000183
137,6.875,0.990241562046536,1.321758716030665,1.314496305503024,0.3735234387594827,1.4612863816755584,1.3581973953139683,1.646846557126423,1.4509774830393996,1.5308714474696314,1.7970284668031962,1.8782500924214207,2.243747407703425,2.538175800569486,2.406190658939872,1.989929827646477,3.309781243942609,3.0864217734924955,1.1897310568873458
138,6.925000000000001,0.9875240631463832,1.3413936885192377,1.3518919671202418,0.4005015903394207,1.4224800431682545,1.4986843311951246,1.3361151834044678,1.4301004719709411,1.399618756760192,1.5710399178064942,1.8712386282153788,2.141417467583376,2.151424091263672,2.0813777255015986,2.211463833345448,2.9319407383267726,3.1320732119326937,1.1961999634149951
139,6.9750000000000005,0.9848322561822286,1.3170570968960875,1.3664467380296916,0.4288698954033739,1.4422209405659476,1.3095165831874835,1.462251786962697,1.3846322571752936,1.3395628527826078,1.8346434313386293,2.041780592941378,2.1502810109237696,2.475782264870945,2.5251006366811244,2.209463057095983,2.8604655649903354,3.2648762138337983,1.1126828578806514
140,7.025,0.9843834792120106,1.3799879414921494,1.374423473986132,0.4206186000831832,1.4563210213823776,1.3230306228151767,1.542712946379637,1.3526507113856656,1.3575873928140811,1.8864106912821568,2.080886020280317,2.1878474512293056,2.576798109225626,2.440665378926915,2.0614384873805016,2.7907209711236023,2.761549671773878,1.2245992400486216
141,7.075,0.9837605469355676,1.338150256406403,1.3898109940127996,0.416832093554604,1.4698798622103797,1.3530682175314093,1.3871382805627757,1.3530682175314093,1.2897952433303004,2.0995123257640715,1.9365364831248508,2.147446397128548,2.598026667954627,1.9461232973977465,2.166620025674338,2.9719124245975443,2.856870653322801,1.3009698266860692
142,7.125,0.982260950568942,1.369922616367949,1.4289748910452116,0.4510487545082773,1.4853155462980692,1.3653385231722153,1.5165095723107909,1.3653385231722148,1.2477610405088784,1.7865669443649854,2.136318145113687,2.051243528715354,2.211940026356649,2.6089549028822,2.3915419943086835,2.9492533684755307,2.665671313814422,1.3464360207532038
143,7.175000000000001,0.9804428825568328,1.3095558631476438,1.374455780330113,0.4728431119046751,1.436291929030207,1.4197284306723634,1.3274460826786587,1.263558303298403,1.2706569454517649,2.03207594571994,1.9108971049201264,2.050718844304527,2.022754496427647,2.227826380858099,2.3769695695347925,2.600684352549832,2.8523634834417506,1.2178758850869733
144,7.225,0.9798880601118374,1.3519909620643165,1.4195028324138308,0.4929681701820124,1.54482806466505,1.3698097793933302,1.318471082380292,1.2531309225455167,1.3628090479824613,1.838575926086756,1.9488904816519623,2.059205037217167,2.390148703912784,2.197098231673674,2.2706412687171444,2.3717629446519166,3.0244573984127148,1.2939447104306498
145,7.275,0.9792209686448484,1.3719529643703714,1.4151913181166793,0.4932911860376157,1.4546180446788917,1.284298843244971,1.410887438905317,1.2635843457732774,1.2704891782638417,2.0853989037159013,1.8587251098337367,2.021930241428896,2.375541359885069,2.466210877437935,2.1307336624923336,2.6656838160542367,2.8742237064258283,1.2731665622907964
146,7.325,0.9769011194267178,1.383142287720719,1.4078793375781975,0.4566671501415248,1.5324503963432423,1.2305009108415372,1.3712593176167682,1.200987051356408,1.29633952046221,2.128575320442644,2.0749137577424097,2.164349695576135,2.3968831339438186,2.450544696644053,2.021252195042176,2.6651909474449926,2.51314985312766,1.36426309660852
147,7.375,0.9758249648988904,1.3185910830112573,1.3316339431176225,0.4868898540578014,1.4803872771644642,1.2833009225646566,1.1892369805965666,1.1757992746011252,1.2810613048987496,1.8174836694844485,1.9410019771193137,1.8174836694844485,2.126279438571612,2.452720680178044,2.285088691245011,2.6203526691110737,2.293911427504645,1.3309727843103865
148,7.425000000000001,0.9751837060374482,1.3718725358169002,1.363155645271619,0.5114077399638657,1.5533179651671405,1.1754838655318909,1.292590340857436,1.1997889830522863,1.221884544434465,1.8627227807642528,1.8540184687046075,2.17607801491151,2.350164256104431,2.228303887269386,2.332755631985139,2.6287022420131048,2.402390128462307,1.2896592970006169
149,7.475,0.9757863166238516,1.33146517376708,1.3928985099913376,0.495971801117175,1.495545738753325,1.3124176891100618,1.2906167308191967,1.2361143350920352,1.1532706935867485,1.580239158537836,2.061181511136309,2.2329466370643343,2.499182582252776,2.516359094845579,2.138475817803922,2.404711762992361,2.40471176299236,1.3968185419218375
150,7.525,0.975683876935957,1.3538391096553477,1.334440817934912,0.5253048659924504,1.6155668302525985,1.2627666169883824,1.3208495789282229,1.1659616804219817,1.1831714469226753,1.728799271206024,1.8898148896026623,2.0593050142307057,2.4152342759495933,2.4745558195694075,1.855916864677056,2.2118461263959435,2.313540201172767,1.2556105151016148
151,7.575,0.9730257170386888,1.3938536737459382,1.379496382685894,0.5631464179602544,1.5879409336187476,1.256766086500399,1.3140848100401128,1.2546431708137422,1.2164306884539329,1.7896822546294582,1.948579277236746,1.9318532748570312,2.575804366476041,2.533989360526756,1.9234902736671744,2.4001813414890383,2.341640333160038,1.3066762675417825
152,7.625,0.973999096306414,1.3516239970675674,1.3598896068341428,0.5530246102059937,1.5860403232827014,1.3723334369222835,1.336715622528882,1.2445283382165444,1.2340525104537794,1.7827954156270072,1.8570785579447997,2.055166937458911,2.311031094331306,2.178972174655231,1.6094680835521595,2.35229950673008,2.327538459290816,1.4535745501845472
153,7.675000000000001,0.972414993151834,1.3577685064173624,1.3643728167490066,0.5485672457663963,1.5716465563882884,1.331763660939551,1.2242299491866675,1.2800647610583564,1.193210609257951,1.6944706094393682,1.9225724222485148,2.069209301911535,2.443947994383703,2.4032155278106413,1.621152169607856,2.199553194945333,2.3869225411814163,1.2865640513291352
154,7.725,0.973831095370026,1.319924921285693,1.3321961582064197,0.5325240069458371,1.5840278982055307,1.314579853665414,1.292125849953739,1.2002685620423352,1.2268051118834071,1.7047722928203852,1.8012688376970103,2.3802481069567647,2.709944635285233,2.251586047121263,1.7610619439984163,2.0987998510666057,2.1470481235049177,1.3863993386356008
155,7.775,0.9728493609051456,1.3518372622042476,1.3454017445740394,0.5469371477869964,1.612082606372425,1.1949562319735598,1.3783306284484242,1.2513791231965945,1.1687598896200089,1.690854824638349,1.7464228235701262,2.02426281822901,2.31797938401126,2.2862262417645285,1.579718826774797,2.310041098449578,1.8416822503103147,1.4140678678600986
156,7.825,0.9743521463781352,1.3211620894570648,1.3391014898231015,0.5513284803371752,1.5497686981600298,1.3150155449085743,1.253343106342514,1.2473748058361207,1.2135544362998942,1.3009689386662548,1.7555243509713312,2.02198786852948,2.484380443115678,2.37466017117997,1.5909439430677688,2.084685166778456,1.888756109750405,1.4620306206476812
157,7.875,0.9738662495164984,1.2741801926593446,1.3048077501429016,0.5486631219148339,1.7030057366140257,1.3199767647112182,1.221764207813062,1.3101555090214017,1.2276569612269512,1.5940195598379532,1.9267517980565565,2.2981738314168534,2.55352647935206,2.2749599543318357,1.6249713959513108,1.733302822348066,1.8029444536031216,1.5477497231991058
158,7.925000000000001,0.9755890141065204,1.2829298140455017,1.336491496142829,0.5605019782926216,1.518662877074168,1.3305271183561669,1.3247084866432397,1.1346331840209296,1.2645826256096508,1.4440785978448216,1.7879068354269216,1.9330787579615856,2.460282055587472,2.0782506804962506,1.497562990357592,1.902516247954288,1.9407193854634115,1.5900301762470164
159,7.975,0.9760376693213048,1.3172668965797338,1.308991250957955,0.5459251841812636,1.6011907357681487,1.3656088452185298,1.356032345602691,1.252606149751638,1.2123848513651176,1.3732120055195904,1.7051973255353148,2.037182645551039,2.316352119200625,2.1880850637400053,1.546749786436901,1.8334643809959368,1.7429229300825566,1.5447480196650043
160,8.025,0.9767258897113824,1.3186705963464858,1.3328842379131416,0.5516045385286751,1.4621354408210023,1.3694515642359717,1.2124564263470412,1.329729902842387,1.2200224570886764,1.356153692023401,1.6989178119853598,2.146001446718349,2.235418173664946,2.339737688435977,1.5275357520043804,1.6989178119853598,1.8777512658785536,1.4452662804429697
161,8.075000000000001,0.9785388428918615,1.3438035124195853,1.347313054107805,0.6317649301186996,1.3992488717985625,1.3394678786109064,1.3039729139057363,1.2479282327923094,1.1844109275304249,1.413005293526402,1.736819006626203,2.0532733171555533,2.538993886805254,2.0164763043033034,1.596990357787652,1.6779437860626023,1.6411467732103535,1.6157643439367615
162,8.125,0.98042608784352,1.3183024849373508,1.3141427084926376,0.5575599454455699,1.5333895923626963,1.3654732832110656,1.3433304732130484,1.228925954889959,1.2289259548899594,1.5337810056707442,1.8318142816541585,1.969927263207449,2.754990526773516,2.326113373529091,1.5047045885016306,1.679163091516312,1.46108996274796,1.5053721593039822
163,8.175,0.9802029026581014,1.2840775300736649,1.3371527346500427,0.5491594706813777,1.5529673158788748,1.2576847980709185,1.2959621614904684,1.292316698307654,1.2996076246732824,1.41455018351323,1.7089489526708057,1.9602649751223944,2.3408292376919437,2.2403028287113083,1.507896134709534,1.658685748180487,1.67304666374915,1.5474619225007478
164,8.225,0.9825425452612208,1.3304165871874998,1.2762933596385544,0.5709726233301099,1.4243047745154331,1.3072632949408398,1.3792888208328973,1.3036620186462369,1.359481801212582,1.3477503708589509,1.6953280980804697,1.9365044802341795,2.5110717436003616,1.8230097121618447,1.5250859459719703,1.5463662149855328,1.4683385619358045,1.664855331907988
165,8.275,0.9847149945464644,1.304696021100895,1.279631420285689,0.5515928314176075,1.4195972926943805,1.3324290378798134,1.321755374024968,1.3128606541459311,1.3519974216136958,1.422616106713932,1.6959265902698104,2.102388335045221,2.515858040937447,2.2635714407320204,1.4086001844802971,1.5417514456998271,1.597815134634367,1.79346596744674
166,8.325000000000001,0.986167326772192,1.295674954811861,1.311193997338914,0.5797241409552495,1.355140065064459,1.4201727270714428,1.246166415214918,1.205740706399765,1.2918650425711768,1.419427061823207,1.668692301948256,2.2295390922296217,2.3610957467400637,2.2087669888858663,1.772552818667028,1.564831785229486,1.495591440750306,1.6997091501384198
167,8.375,0.9866844027901384,1.318749302556529,1.318423040977471,0.6018071183353798,1.4709980135721914,1.3199037666055082,1.3529013607706462,1.3251139130526346,1.3303240594997623,1.3751628955901876,1.9088081983565277,2.114056391728198,2.4835031397972043,1.936174624139418,1.5188366309503565,1.7514512501049144,1.5940943018533018,1.5919301202225156
168,8.425,0.9873729102569508,1.260263713257343,1.2789629446129145,0.6029761462280957,1.360917162036812,1.342039370381825,1.3094322757050283,1.2665282037618757,1.319729252971385,1.4332560275797543,1.7239636180794202,2.1093201915324675,2.501437406625041,2.1498840413696296,1.6495965600446216,1.4738198774169162,1.4602985941378626,1.7074069446764963
169,8.475,0.988536271544273,1.3133006800559923,1.307247134951416,0.5601294480262935,1.4059615842316298,1.4653206378481638,1.2906354229195045,1.282155558117143,1.3398186387732045,1.3495833315759254,1.6235086612522267,2.1446348981973857,2.304981432642049,2.124591581391802,1.7170441396782792,1.44979991560384,1.3562644371777863,1.7098176377007572
170,8.525,0.9893387688763938,1.30801681510172,1.282511431851061,0.5705095527748024,1.345938209230147,1.377784816920524,1.3224722877740795,1.4079552873640393,1.409631424610901,1.3734167016711256,1.7497857016483096,1.9676835437403637,2.1921843507442973,2.046919122682928,1.677153087617625,1.59791750867506,1.2215485086978766,1.7765344472607236
171,8.575000000000001,0.9898371818538368,1.3117919038901265,1.3223733806949336,0.5726067760140569,1.3302879423050462,1.4512232097873234,1.433000087289994,1.4015237847946065,1.371704129798976,1.4161826050954889,1.5140754118993245,1.9186990133551776,2.107958439842593,2.0231180072792685,1.7163872126272512,1.4944968505385567,1.3704992952536976,1.8723497660521384
172,8.625,0.993142872116145,1.2720170871828695,1.2794000158630123,0.5602337553134872,1.3296465247072888,1.4508212079934204,1.431171259352427,1.3394714990277867,1.37549640486961,1.5546285124301902,1.8255596224802644,2.1029414732458167,2.2771114725637203,1.954574436789823,1.7675029560409623,1.464318142413498,1.380458513112286,1.709512113486512
173,8.675,0.9943396843213914,1.3209503750863345,1.3036174627060575,0.6014249383955683,1.4276705902601186,1.4487133540621375,1.3289314678044868,1.3483555574678898,1.361304950576825,1.434733895592265,1.747187055076803,2.040510429286777,2.257314662398497,1.970367883280044,1.94486150291396,1.67704450907007,1.370967944677053,1.827284897501929
174,8.725,0.9953632734476092,1.2887191405085434,1.318479624509091,0.5551959252463533,1.3729503285585771,1.435357161674876,1.3713501533504673,1.3665496277261362,1.3729503285585776,1.4876780419642976,1.7209157010858185,1.985671962791328,2.414324957933584,2.0613166089929025,1.8848124345225623,1.4120333957627234,1.3363887495611482,1.7979111445409934
175,8.775,0.9965115079137556,1.2877457311457192,1.2725887885451124,0.548886948920246,1.2893231505113931,1.3858246378502823,1.2956511168942706,1.3225449740215025,1.3225449740215025,1.5330936736699898,1.7823771978439718,2.0752853387484,2.5302277703659173,1.9319473123483617,1.969339840974459,1.6265749952352335,1.489469056939543,1.8614229683919967
176,8.825000000000001,0.999357722692616,1.3072801626624273,1.255858713243249,0.5523021036766305,1.381114583177896,1.407704558165466,1.434294533153036,1.4123969066926845,1.434294533153036,1.5219324364543112,1.873147614097613,2.064159377377304,2.3167878384891525,1.9162793025801244,1.7314292090836492,1.4356690594892894,1.263142305559246,1.7719201819447834
177,8.875,1.0005561595209225,1.248139868198207,1.2487209389003473,0.5596810184564864,1.4119928666526185,1.4491098751955127,1.4475633331728923,1.498599219919373,1.3362123075442087,1.4256305553975457,1.7180675924021718,1.9434878084265697,2.2907567898695604,2.0044121911358657,2.034874382490514,1.590126388712647,1.3707986109591788,1.752011177054495
178,8.925,1.0011520990621376,1.2916521532403986,1.2617740785213147,0.6058152348771024,1.3962165750901157,1.391628787877333,1.3488094405580309,1.422214035962549,1.4604455960690688,1.5663354322428835,1.7530908107026113,2.12660156762207,1.9940654925861332,2.1627477699045983,1.9036999868798123,1.6386278368079403,1.500067394724916,1.876467388901652
179,8.975,1.0031382942729563,1.247470414466735,1.2951987291172504,0.5924422943700831,1.3958259258387524,1.4502676737587896,1.385240030409856,1.438169507554337,1.5047094216788282,1.5251021639552729,2.019568881175147,1.7574419467453346,2.2042492213416067,1.9897817295353948,1.7216973647776317,1.5668041762509255,1.3582941147726657,1.795435762612365
180,9.025,1.00515757831675,1.2508247868804896,1.2303148566373912,0.5786708622994104,1.4312516590000748,1.459667313671967,1.4118093689614113,1.4940652114326796,1.4761184821662217,1.5377083939670204,1.84407175215202,1.9501206069083656,2.1386519042529817,1.908879385614232,1.84996335519404,1.738022897395674,1.3845267148745202,1.835114110792217
181,9.075,1.0056720059889577,1.2459714555902344,1.2351345049283216,0.5801073010423847,1.3874203800483755,1.4525019330570423,1.3578378559535274,1.527937369498905,1.4007325158910573,1.695616494709246,1.7189239379354904,1.8296342932601488,2.1151504727816377,1.963652091811052,1.998613256650417,1.6140404434173925,1.4159271759943195,1.7246913409787203
182,9.125,1.0080167506995703,1.2353775884560705,1.2290564128087984,0.5769799773832925,1.404442610701013,1.420535182281962,1.438090714915725,1.5156276507148438,1.3517760127997256,1.8960861887525973,1.942191627992784,2.051692046188221,2.0286393265681286,2.213061083528868,1.9940602471379911,1.636743093026559,1.417742256635681,1.8824427424468293
183,9.175,1.0089601130036965,1.1999301432656764,1.2415226470988543,0.5745217151985871,1.3964123785681115,1.4644241731719465,1.523753611017846,1.4296947461402012,1.3804947245118946,1.6246531206138657,1.9324821329407031,1.7557654777160363,2.1377014744919287,2.069295027308186,2.0293912664510043,1.6531558069404235,1.5619472106954349,1.8869360035658125
184,9.225,1.0097189046779615,1.2232605756575463,1.179428640324027,0.5613954450124432,1.4371413897026266,1.434278558249036,1.5029865131352174,1.418532985254286,1.470063951418922,1.6916731316673417,1.9003128179063136,1.8946739074674224,2.1145914145841767,1.9736186536118985,2.013091026684137,1.7367844151784704,1.4491999827950233,1.7507090715683888
185,9.275,1.011178173536554,1.244689460113151,1.2029249281110634,0.5814789011876033,1.4316005763372877,1.4684172083697011,1.5024017917842354,1.42876852771941,1.4783293785322733,1.7069529396845982,1.8575664343626517,1.9189274877500055,1.9579754308146853,1.9579754308146853,2.0806975375893955,1.6121222208132318,1.3443648969411386,1.915967585360264
186,9.325,1.0109663120611396,1.235061795823647,1.2184820188927097,0.5395753615913282,1.5269589918763795,1.5661836265300857,1.466721160086761,1.4919369966498577,1.5171528332129536,1.7273272554753918,1.826662369208801,1.7162900206161242,2.0087767443867195,2.246077293860974,2.047407066394155,1.5783245848752776,1.5010639408604047,1.7895524826156524
187,9.375,1.012286845935264,1.228952992838665,1.179482427448973,0.5947058629254004,1.4608197302489436,1.4940831776170405,1.4386440986702118,1.4954691545907115,1.4483459374859065,1.883668705125212,1.7307912449991083,1.58883360345344,2.0583858024121886,2.2003434439578555,2.047465983831752,1.64343269635562,1.56153405700235,1.8716346193426896
188,9.425,1.0142028931974507,1.1955966438522994,1.178593976648194,0.5920263272037077,1.3987369020216247,1.4494753974871155,1.4741589898757324,1.4851294753817834,1.5413532136003008,1.717878298561319,1.8367252248768835,1.8205188258338507,1.9609742842067903,2.1824617377948856,1.9123550870776955,1.809714559805164,1.4963908449732248,1.7845229803403146
189,9.475,1.0145185218756585,1.2304237597573378,1.2184432508058984,0.5935415573330962,1.4328610273783584,1.5115598338063372,1.478994810456829,1.5034185779689595,1.5237717175624026,1.9937853310828904,1.8601536064794804,1.6570333850822956,1.8815346824160248,2.132762324670438,2.0632738278766647,1.6516881160981591,1.6409975781298864,1.875534890699139
190,9.525,1.0157290617819466,1.1862626807624477,1.22334127188983,0.5967614837486315,1.4849907837009106,1.436654736491839,1.483648115722881,1.3762346774805003,1.4943894595471188,1.9940653819163112,1.8300971409629807,1.6026573228664245,1.872411525725131,2.0945620457264176,2.094562045726418,1.5973680247711568,1.4862927647705133,1.8523337819349288
